sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,39195.506,231.841,42722.402,388.365,173990,32061924,291457
Fire IV,156,80909.846,62.361,16818.686,236.689,46800,12621936,177628
Xenoglossy,31,135172.774,36.764,5583.635,176.319,27590,4190356,132322
Paradox,44,80334.432,31.66,4709.995,124.783,23760,3534715,93646
Flare Star,26,134853.077,17.322,4671.973,161.05,13000,3506180,120863
Thunder (dot),243,10118.778,19.428,3276.426,36.938,14580,2458863,27721
Despair,26,93803.385,12.126,3249.81,112.011,9100,2438888,84061
Fire III,20,58984.35,7.728,1571.929,62.061,5800,1179687,46575
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,42893.0,6.956,1028.786,42.603,5220,772074,31972
High Thunder,25,22410.36,4.997,746.543,26.242,3750,560259,19694
