sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
-630,37,Onslaught,12126.0,0,0,0,0,0,12126,0,0,0,0,0,0
37,569,Auto,8215.0,8215,0,0,0,0,12126,0,0,0,0,0,0
170,702,Heavy Swing,19608.0,8215,0,19608,0,0,12126,0,0,0,0,0,0
2670,3293,Maim,27784.0,8215,0,19608,0,27784,12126,0,0,0,0,0,0
3397,3929,Auto,8215.0,16430,0,19608,0,27784,12126,0,0,0,0,0,0
5170,6819,Storm's Eye,42906.0,16430,0,19608,0,27784,12126,0,0,0,42906,0,0
6757,7289,Auto,12481.0,28911,0,19608,0,27784,12126,0,0,0,42906,0,0
7670,8607,Inner Chaos,163650.0,28911,0,19608,163650,27784,12126,0,0,0,42906,0,0
8295,8918,Upheaval,56420.0,28911,0,19608,163650,27784,12126,0,0,0,42906,0,56420
8920,9587,Onslaught,20145.0,28911,0,19608,163650,27784,32271,0,0,0,42906,0,56420
10117,10649,Auto,13507.0,42418,0,19608,163650,27784,32271,0,0,0,42906,0,56420
10170,10793,Fell Cleave,135597.0,42418,135597,19608,163650,27784,32271,0,0,0,42906,0,56420
10795,11462,Onslaught,20145.0,42418,135597,19608,163650,27784,52416,0,0,0,42906,0,56420
12670,13293,Fell Cleave,135597.0,42418,271194,19608,163650,27784,52416,0,0,0,42906,0,56420
13477,14009,Auto,13507.0,55925,271194,19608,163650,27784,52416,0,0,0,42906,0,56420
15170,15793,Fell Cleave,135597.0,55925,406791,19608,163650,27784,52416,0,0,0,42906,0,56420
15795,16945,Primal Wrath,94044.0,55925,406791,19608,163650,27784,52416,0,0,94044,42906,0,56420
16837,17369,Auto,13507.0,69432,406791,19608,163650,27784,52416,0,0,94044,42906,0,56420
17670,18830,Primal Rend,168327.0,69432,406791,19608,163650,27784,52416,168327,0,94044,42906,0,56420
20197,20729,Auto,13507.0,82939,406791,19608,163650,27784,52416,168327,0,94044,42906,0,56420
20170,21230,Primal Ruination,187034.0,82939,406791,19608,163650,27784,52416,168327,187034,94044,42906,0,56420
22670,23607,Inner Chaos,163650.0,82939,406791,19608,327300,27784,52416,168327,187034,94044,42906,0,56420
23557,24089,Auto,13507.0,96446,406791,19608,327300,27784,52416,168327,187034,94044,42906,0,56420
25171,25703,Heavy Swing,30696.0,96446,406791,50304,327300,27784,52416,168327,187034,94044,42906,0,56420
26917,27449,Auto,9779.0,106225,406791,50304,327300,27784,52416,168327,187034,94044,42906,0,56420
27671,28294,Maim,33064.0,106225,406791,50304,327300,60848,52416,168327,187034,94044,42906,0,56420
30277,30809,Auto,9779.0,116004,406791,50304,327300,60848,52416,168327,187034,94044,42906,0,56420
30796,31463,Onslaught,14585.0,116004,406791,50304,327300,60848,67001,168327,187034,94044,42906,0,56420
30171,31686,Storm's Path,48631.0,116004,406791,50304,327300,60848,67001,168327,187034,94044,42906,48631,56420
32671,33294,Fell Cleave,56411.0,116004,463202,50304,327300,60848,67001,168327,187034,94044,42906,48631,56420
33637,34169,Auto,9779.0,125783,463202,50304,327300,60848,67001,168327,187034,94044,42906,48631,56420
35171,36108,Inner Chaos,117643.0,125783,463202,50304,444943,60848,67001,168327,187034,94044,42906,48631,56420
36997,37529,Auto,9779.0,135562,463202,50304,444943,60848,67001,168327,187034,94044,42906,48631,56420
37671,38203,Heavy Swing,21569.0,135562,463202,71873,444943,60848,67001,168327,187034,94044,42906,48631,56420
38296,38919,Upheaval,37755.0,135562,463202,71873,444943,60848,67001,168327,187034,94044,42906,48631,94175
40171,40794,Maim,30562.0,135562,463202,71873,444943,91410,67001,168327,187034,94044,42906,48631,94175
40357,40889,Auto,9036.0,144598,463202,71873,444943,91410,67001,168327,187034,94044,42906,48631,94175
43717,44249,Auto,9030.0,153628,463202,71873,444943,91410,67001,168327,187034,94044,42906,48631,94175
42671,44320,Storm's Eye,44919.0,153628,463202,71873,444943,91410,67001,168327,187034,94044,87825,48631,94175
45171,45703,Heavy Swing,21554.0,153628,463202,93427,444943,91410,67001,168327,187034,94044,87825,48631,94175
47077,47609,Auto,9030.0,162658,463202,93427,444943,91410,67001,168327,187034,94044,87825,48631,94175
47671,48294,Maim,30541.0,162658,463202,93427,444943,121951,67001,168327,187034,94044,87825,48631,94175
50437,50969,Auto,9030.0,171688,463202,93427,444943,121951,67001,168327,187034,94044,87825,48631,94175
50171,51820,Storm's Eye,44919.0,171688,463202,93427,444943,121951,67001,168327,187034,94044,132744,48631,94175
52671,53203,Heavy Swing,21554.0,171688,463202,114981,444943,121951,67001,168327,187034,94044,132744,48631,94175
53797,54329,Auto,9030.0,180718,463202,114981,444943,121951,67001,168327,187034,94044,132744,48631,94175
55171,55794,Maim,30541.0,180718,463202,114981,444943,152492,67001,168327,187034,94044,132744,48631,94175
57157,57689,Auto,9030.0,189748,463202,114981,444943,152492,67001,168327,187034,94044,132744,48631,94175
57671,58294,Fell Cleave,52105.0,189748,515307,114981,444943,152492,67001,168327,187034,94044,132744,48631,94175
60517,61049,Auto,9030.0,198778,515307,114981,444943,152492,67001,168327,187034,94044,132744,48631,94175
60171,61686,Storm's Path,44919.0,198778,515307,114981,444943,152492,67001,168327,187034,94044,132744,93550,94175
62671,63203,Heavy Swing,21554.0,198778,515307,136535,444943,152492,67001,168327,187034,94044,132744,93550,94175
63877,64409,Auto,9030.0,207808,515307,136535,444943,152492,67001,168327,187034,94044,132744,93550,94175
65171,65794,Maim,30541.0,207808,515307,136535,444943,183033,67001,168327,187034,94044,132744,93550,94175
67237,67769,Auto,9030.0,216838,515307,136535,444943,183033,67001,168327,187034,94044,132744,93550,94175
67671,68294,Fell Cleave,89870.0,216838,605177,136535,444943,183033,67001,168327,187034,94044,132744,93550,94175
68296,68919,Upheaval,37728.0,216838,605177,136535,444943,183033,67001,168327,187034,94044,132744,93550,131903
70171,70794,Fell Cleave,89870.0,216838,695047,136535,444943,183033,67001,168327,187034,94044,132744,93550,131903
70597,71129,Auto,9030.0,225868,695047,136535,444943,183033,67001,168327,187034,94044,132744,93550,131903
72671,73294,Fell Cleave,89870.0,225868,784917,136535,444943,183033,67001,168327,187034,94044,132744,93550,131903
73296,74446,Primal Wrath,62886.0,225868,784917,136535,444943,183033,67001,168327,187034,156930,132744,93550,131903
73957,74489,Auto,9030.0,234898,784917,136535,444943,183033,67001,168327,187034,156930,132744,93550,131903
75172,76332,Primal Rend,111556.0,234898,784917,136535,444943,183033,67001,279883,187034,156930,132744,93550,131903
77317,77849,Auto,9030.0,243928,784917,136535,444943,183033,67001,279883,187034,156930,132744,93550,131903
77672,78732,Primal Ruination,123964.0,243928,784917,136535,444943,183033,67001,279883,310998,156930,132744,93550,131903
80172,81109,Inner Chaos,108465.0,243928,784917,136535,553408,183033,67001,279883,310998,156930,132744,93550,131903
80677,81209,Auto,9030.0,252958,784917,136535,553408,183033,67001,279883,310998,156930,132744,93550,131903
82672,84187,Storm's Path,44795.0,252958,784917,136535,553408,183033,67001,279883,310998,156930,132744,138345,131903
84037,84569,Auto,9005.0,261963,784917,136535,553408,183033,67001,279883,310998,156930,132744,138345,131903
85172,85795,Fell Cleave,51961.0,261963,836878,136535,553408,183033,67001,279883,310998,156930,132744,138345,131903
87397,87929,Auto,9005.0,270968,836878,136535,553408,183033,67001,279883,310998,156930,132744,138345,131903
87672,88204,Heavy Swing,21494.0,270968,836878,158029,553408,183033,67001,279883,310998,156930,132744,138345,131903
90172,90795,Maim,30457.0,270968,836878,158029,553408,213490,67001,279883,310998,156930,132744,138345,131903
90757,91289,Auto,9005.0,279973,836878,158029,553408,213490,67001,279883,310998,156930,132744,138345,131903
92672,94321,Storm's Eye,44795.0,279973,836878,158029,553408,213490,67001,279883,310998,156930,177539,138345,131903
94117,94649,Auto,9005.0,288978,836878,158029,553408,213490,67001,279883,310998,156930,177539,138345,131903
95172,95704,Heavy Swing,21494.0,288978,836878,179523,553408,213490,67001,279883,310998,156930,177539,138345,131903
97477,98009,Auto,9005.0,297983,836878,179523,553408,213490,67001,279883,310998,156930,177539,138345,131903
97672,98295,Maim,30457.0,297983,836878,179523,553408,243947,67001,279883,310998,156930,177539,138345,131903
98297,98920,Upheaval,37625.0,297983,836878,179523,553408,243947,67001,279883,310998,156930,177539,138345,169528
100837,101369,Auto,9005.0,306988,836878,179523,553408,243947,67001,279883,310998,156930,177539,138345,169528
100172,101687,Storm's Path,44795.0,306988,836878,179523,553408,243947,67001,279883,310998,156930,177539,183140,169528
102672,103204,Heavy Swing,21494.0,306988,836878,201017,553408,243947,67001,279883,310998,156930,177539,183140,169528
104197,104729,Auto,9005.0,315993,836878,201017,553408,243947,67001,279883,310998,156930,177539,183140,169528
105172,105795,Maim,30457.0,315993,836878,201017,553408,274404,67001,279883,310998,156930,177539,183140,169528
107557,108089,Auto,9005.0,324998,836878,201017,553408,274404,67001,279883,310998,156930,177539,183140,169528
107672,109187,Storm's Path,44795.0,324998,836878,201017,553408,274404,67001,279883,310998,156930,177539,227935,169528
110172,110704,Heavy Swing,21494.0,324998,836878,222511,553408,274404,67001,279883,310998,156930,177539,227935,169528
110917,111449,Auto,9005.0,334003,836878,222511,553408,274404,67001,279883,310998,156930,177539,227935,169528
112672,113295,Maim,30457.0,334003,836878,222511,553408,304861,67001,279883,310998,156930,177539,227935,169528
114277,114809,Auto,9005.0,343008,836878,222511,553408,304861,67001,279883,310998,156930,177539,227935,169528
115172,115795,Fell Cleave,51961.0,343008,888839,222511,553408,304861,67001,279883,310998,156930,177539,227935,169528
117637,118169,Auto,9005.0,352013,888839,222511,553408,304861,67001,279883,310998,156930,177539,227935,169528
117672,119187,Storm's Path,44795.0,352013,888839,222511,553408,304861,67001,279883,310998,156930,177539,272730,169528
120172,120704,Heavy Swing,21494.0,352013,888839,244005,553408,304861,67001,279883,310998,156930,177539,272730,169528
120997,121529,Auto,9036.0,361049,888839,244005,553408,304861,67001,279883,310998,156930,177539,272730,169528
122672,123295,Maim,30562.0,361049,888839,244005,553408,335423,67001,279883,310998,156930,177539,272730,169528
124357,124889,Auto,9036.0,370085,888839,244005,553408,335423,67001,279883,310998,156930,177539,272730,169528
125173,125796,Fell Cleave,52141.0,370085,940980,244005,553408,335423,67001,279883,310998,156930,177539,272730,169528
