sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,887.7266999999999,21507.497,704.828,44125.971,664.291,528710,33100038,498302
Leaping Opo,82.0,78210.0,50.285,8549.524,105.848,37720,6413220,79399
Auto,435.0,9061.34,52.191,5254.695,68.094,39150,3941683,51079
The Forbidden Chakra,65.7267,54686.908,35.047,4791.715,437.376,26290,3594390,328087
Pouncing Coeurl,60.0,53711.983,41.593,4296.237,146.227,31200,3222719,109689
Dragon Kick,82.0,38829.561,34.981,4244.652,127.169,26240,3184024,95393
Fire's Reply,13.0,195711.846,24.263,3391.769,253.201,18200,2544254,189933
Rising Raptor,45.0,55453.178,32.395,3326.632,130.653,24300,2495393,98006
Twin Snakes,45.0,42970.978,25.196,2577.826,101.23,18900,1933694,75935
Phantom Rush,6.0,240719.667,11.998,1925.434,210.142,9000,1444318,157633
Demolish,30.0,42924.433,16.797,1716.689,82.517,12600,1287733,61898
Wind's Reply,9.0,130794.444,12.478,1569.27,142.475,9360,1177150,106874
Elixir Burst,8.0,142328.625,9.598,1517.917,143.315,7200,1138629,107504
Rising Phoenix,6.0,103762.0,7.199,829.957,88.757,5400,622572,66579
Six-sided Star,1.0,100259.0,1.23,133.656,73.994,923,100259,55505
