sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,6746.0,0,13492,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,40128.0,0,13492,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,40128,0,0,0
6493,7025,Auto,11421.0,0,24913,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,40128,0,0,0
7500,8123,Gnashing Fang,60032.0,0,24913,0,0,0,30619,0,0,0,60032,0,0,23916,0,0,0,0,40128,0,0,0
8125,8927,Jugular Rip,30014.0,0,24913,0,0,0,30619,0,0,0,60032,0,30014,23916,0,0,0,0,40128,0,0,0
9293,9825,Auto,11421.0,0,36334,0,0,0,30619,0,0,0,60032,0,30014,23916,0,0,0,0,40128,0,0,0
10000,10716,Double Down,136451.0,0,36334,0,0,0,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,0,0,0
10625,11252,Bow Shock,20461.0,0,36334,0,20461,0,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,0,0,0
11250,11875,Blasting Zone,109159.0,0,36334,109159,20461,0,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,0,0,0
12093,12625,Auto,11421.0,0,47755,109159,20461,0,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,0,0,0
12500,13081,Sonic Break,46384.0,0,47755,109159,20461,0,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,46384,0,0
10625,13500,Bow Shock (dot),8183.0,0,47755,109159,20461,8183,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,46384,0,0
12500,13500,Sonic Break (dot),16370.0,0,47755,109159,20461,8183,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,46384,16370,0
14893,15425,Auto,11421.0,0,59176,109159,20461,8183,30619,0,136451,0,60032,0,30014,23916,0,0,0,0,40128,46384,16370,0
15000,15625,Savage Claw,68219.0,0,59176,109159,20461,8183,30619,0,136451,0,60032,0,30014,23916,0,0,0,68219,40128,46384,16370,0
15625,16382,Abdomen Tear,35470.0,35470,59176,109159,20461,8183,30619,0,136451,0,60032,0,30014,23916,0,0,0,68219,40128,46384,16370,0
10625,16500,Bow Shock (dot),8183.0,35470,59176,109159,20461,16366,30619,0,136451,0,60032,0,30014,23916,0,0,0,68219,40128,46384,16370,0
12500,16500,Sonic Break (dot),16370.0,35470,59176,109159,20461,16366,30619,0,136451,0,60032,0,30014,23916,0,0,0,68219,40128,46384,32740,0
