sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,953,33963.736,290.557,43107.731,500.978,218165,32367440,376159
Drakesbane,60,69630.417,36.758,5564.127,154.27,27600,4177825,115834
Auto,268,11399.728,32.124,4068.891,68.219,24120,3055127,51222
Raiden Thrust,59,43297.695,25.145,3402.229,121.437,18880,2554564,91181
Heavens' Thrust,30,70448.2,18.379,2814.738,110.973,13800,2113446,83324
Stardiver,13,147520.231,14.544,2554.123,191.319,10920,1917763,143652
Wyrmwind Thrust,29,65334.966,16.994,2523.425,128.388,12760,1894714,96400
Mirage Dive,25,66255.68,12.652,2206.023,119.242,9500,1656392,89533
Nastrond,13,126444.462,12.466,2189.223,163.985,9360,1643778,123128
Starcross,13,122936.077,12.12,2128.48,159.435,9100,1598169,119712
High Jump,25,58452.48,13.318,1946.21,107.044,10000,1461312,80374
Chaotic Spring (dot),239,6052.854,14.324,1926.659,34.085,10755,1446632,25593
Chaotic Spring,30,46861.9,13.585,1872.354,89.268,10200,1405857,67027
Wheeling Thrust,30,46861.333,13.585,1872.331,93.966,10200,1405840,70554
Fang and Claw,30,46528.867,13.585,1859.048,93.185,10200,1395866,69968
Lance Barrage,30,46293.0,13.585,1849.624,92.612,10200,1388790,69538
Spiral Blow,30,40152.867,11.986,1604.296,80.32,9000,1204586,60308
Rise of the Dragon,7,111049.0,5.128,1035.284,104.466,3850,777343,78438
Dragonfire Dive,7,100955.0,4.661,941.18,94.97,3500,706685,71308
Geirskogul,13,38357.538,4.848,664.111,50.046,3640,498648,37577
Piercing Talon,1,40130.0,0.466,53.446,14.322,350,40130,10754
True Thrust,1,23973.0,0.306,31.928,8.556,230,23973,6424
