sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.4768,14181.264,431.553,33205.527,585.787,325115,25015749,441309
Burst Shot,184.68,28789.322,53.93,7057.456,169.52,40629,5316812,127710
Refulgent Arrow,91.66980000000001,40698.769,34.07,4952.271,231.728,25667,3730848,174575
Shot,248.0,9357.5,26.335,3080.409,53.393,19840,2320660,40224
Heartbreak Shot,89.9606,25600.329,21.493,3056.995,119.749,16192,2303021,90214
Pitch Perfect,32.5162,54519.624,14.309,2353.149,204.805,10780,1772771,154292
Empyreal Arrow,49.0,36077.857,16.911,2346.571,91.667,12740,1767815,69058
Radiant Encore,7.0,207933.857,9.69,1932.058,200.442,7300,1455537,151005
Apex Arrow,12.0,110823.333,10.853,1765.263,329.141,8176,1329880,247962
Blast Arrow,11.650200000000002,114037.699,10.825,1763.513,144.303,8155,1328562,108712
Stormbite (dot),251.0,3651.641,8.329,1216.631,21.14,6275,916562,15926
Resonant Arrow,7.0,127684.571,5.947,1186.406,122.038,4480,893792,91939
Sidewinder,13.0,65971.615,6.902,1138.406,87.457,5200,857631,65887
Caustic Bite (dot),250.0,2922.92,6.637,969.96,16.892,5000,730730,12726
Iron Jaws,18.0,14450.056,2.389,345.254,22.372,1800,260101,16854
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
