sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6674.0,0,6674,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30295.0,0,6674,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7008.0,0,13682,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,41688.0,0,13682,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,41688,0,0,0
6493,7025,Auto,10674.0,0,24356,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,41688,0,0,0
7500,8123,Gnashing Fang,58913.0,0,24356,0,0,0,30295,0,0,0,58913,0,0,23916,0,0,0,0,41688,0,0,0
8125,8927,Jugular Rip,29454.0,0,24356,0,0,0,30295,0,0,0,58913,0,29454,23916,0,0,0,0,41688,0,0,0
9293,9825,Auto,11208.0,0,35564,0,0,0,30295,0,0,0,58913,0,29454,23916,0,0,0,0,41688,0,0,0
10000,10716,Double Down,133907.0,0,35564,0,0,0,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,0,0,0
10625,11252,Bow Shock,20080.0,0,35564,0,20080,0,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,0,0,0
11250,11875,Blasting Zone,107124.0,0,35564,107124,20080,0,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,0,0,0
12093,12625,Auto,11208.0,0,46772,107124,20080,0,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,0,0,0
12500,13081,Sonic Break,45519.0,0,46772,107124,20080,0,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,45519,0,0
10625,13500,Bow Shock (dot),8030.0,0,46772,107124,20080,8030,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,45519,0,0
12500,13500,Sonic Break (dot),16065.0,0,46772,107124,20080,8030,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,45519,16065,0
14893,15425,Auto,11208.0,0,57980,107124,20080,8030,30295,0,133907,0,58913,0,29454,23916,0,0,0,0,41688,45519,16065,0
15000,15625,Savage Claw,66947.0,0,57980,107124,20080,8030,30295,0,133907,0,58913,0,29454,23916,0,0,0,66947,41688,45519,16065,0
15625,16382,Abdomen Tear,34810.0,34810,57980,107124,20080,8030,30295,0,133907,0,58913,0,29454,23916,0,0,0,66947,41688,45519,16065,0
10625,16500,Bow Shock (dot),8030.0,34810,57980,107124,20080,16060,30295,0,133907,0,58913,0,29454,23916,0,0,0,66947,41688,45519,16065,0
12500,16500,Sonic Break (dot),16065.0,34810,57980,107124,20080,16060,30295,0,133907,0,58913,0,29454,23916,0,0,0,66947,41688,45519,32130,0
17693,18225,Auto,11208.0,34810,69188,107124,20080,16060,30295,0,133907,0,58913,0,29454,23916,0,0,0,66947,41688,45519,32130,0
17500,18662,Wicked Talon,74982.0,34810,69188,107124,20080,16060,30295,0,133907,0,58913,0,29454,23916,0,0,0,66947,41688,45519,32130,74982
18125,19106,Eye Gouge,40168.0,34810,69188,107124,20080,16060,30295,0,133907,40168,58913,0,29454,23916,0,0,0,66947,41688,45519,32130,74982
12500,19500,Sonic Break (dot),16065.0,34810,69188,107124,20080,16060,30295,0,133907,40168,58913,0,29454,23916,0,0,0,66947,41688,45519,48195,74982
