sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,65593.253,276.37,41817.12,651.095,207650,31419168,489198
Blizzard in Cyan,27,127326.815,30.904,4575.548,239.503,23220,3437824,179950
Comet in Black,21,150029.048,26.273,4193.282,250.776,19740,3150610,188420
Stone in Yellow,20,131752.25,23.957,3507.095,212.678,18000,2635045,159795
Hammer Brush,14,162688.857,10.807,3031.414,23.771,8120,2277644,17860
Hammer Stamp,14,157022.0,10.435,2925.823,22.939,7840,2198308,17235
Polishing Hammer,14,156446.214,11.18,2915.094,22.682,8400,2190247,17042
Water in Blue,28,76329.0,21.242,2844.507,143.075,15960,2137212,107499
Thunder in Magenta,14,149368.357,17.515,2783.211,203.553,13160,2091157,152939
Aero in Green,22,70983.0,15.519,2078.435,117.94,11660,1561626,88614
Rainbow Drip,9,172474.222,11.978,2065.98,187.946,9000,1552268,141213
Fire in Red,22,65637.0,14.348,1921.9,109.057,10780,1444014,81940
Star Prism,7,205873.0,10.248,1918.037,197.539,7700,1441111,148420
Holy in White,13,77292.846,9.862,1337.341,98.763,7410,1004807,74205
Retribution of the Madeen,5,197657.2,7.32,1315.352,161.169,5500,988286,121094
Mog of the Ages,5,166755.6,6.655,1109.711,136.155,5000,833778,102300
Fanged Muse,5,135814.4,5.324,903.806,111.123,4000,679072,83492
Winged Muse,5,133404.4,5.324,887.768,108.924,4000,667022,81840
Clawed Muse,5,116881.6,5.324,777.814,94.05,4000,584408,70664
Pom Muse,5,108945.8,5.324,725.003,86.341,4000,544729,64872
