sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,37650.55,363.307,43052.107,570.643,272290,32266521,427683
Raiton,33,100679.182,32.583,4432.981,210.43,24420,3322413,157712
Gust Slash,79,41447.354,42.163,4368.84,130.89,31600,3274341,98099
Fleeting Raiju,33,94891.061,30.822,4178.126,198.136,23100,3131405,148498
Aeolian Edge,52,58585.538,38.854,4064.771,150.361,29120,3046448,112692
Auto,342,8533.053,41.069,3893.792,56.984,30780,2918304,42708
Hyosho Ranryu,13,223669.077,22.549,3879.641,293.228,16900,2907698,219767
Spinning Edge,79,30884.127,31.622,3255.402,97.357,23700,2439846,72967
Bhavacakra,45,48936.022,25.218,2938.214,122.316,18900,2202121,91673
Armor Crush,27,51791.481,18.013,1865.797,95.803,13500,1398370,71802
Suiton,20,68781.55,15.477,1835.457,112.423,11600,1375631,84258
Tenri Jindo,7,164814.143,10.274,1539.341,158.102,7700,1153699,118494
Kunai's Bane,13,84220.308,12.142,1460.839,110.413,9100,1094864,82752
Dream Within a Dream,39,23818.692,9.367,1239.438,54.086,7020,928929,40536
Zesho Meppo,7,108236.714,6.738,1010.916,104.262,5050,757657,78142
Phantom Kamaitachi (pet),9,78334.667,8.406,940.673,84.51,6300,705012,63338
Fuma Shuriken,7,74910.857,4.67,699.657,71.86,3500,524376,53857
Dokumori,7,44969.429,3.736,420.008,42.873,2800,314786,32132
Fleeting Raiju (pet),13,20356.385,2.775,353.091,26.737,2080,264633,20039
Spinning Edge (pet),10,15432.9,2.135,205.916,17.316,1600,154329,12978
Gust Slash (pet),9,15803.111,1.921,189.77,16.957,1440,142228,12709
Aeolian Edge (pet),8,15997.0,1.708,170.754,16.239,1280,127976,12171
Armor Crush (pet),5,16291.0,1.067,108.683,13.152,800,81455,9857
