sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Gekko,Gyofu,Higanbana,Higanbana (dot),Hissatsu: Gyoten,Hissatsu: Senei,Hissatsu: Shinten,Jinpu,Kaeshi: Namikiri,Kaeshi: Setsugekka,Kasha,Midare Setsugekka,Ogi Namikiri,Shifu,Shoha,Tendo Kaeshi Setsugekka,Tendo Setsugekka,Yukikaze,Zanshin
-650,110,Gekko,42462.0,0,42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,642,Auto,9603.0,9603,42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,2440,Kasha,54527.0,9603,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,0,0
2750,3282,Auto,10393.0,19996,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,0,0
4291,5091,Yukikaze,46346.0,19996,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,46346,0
5040,5572,Auto,10913.0,30909,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,46346,0
7041,8071,Tendo Setsugekka,302207.0,30909,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,302207,46346,0
7541,8073,Auto,16423.0,47332,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,302207,46346,0
7831,8501,Hissatsu: Senei,164131.0,47332,42462,0,0,0,0,164131,0,0,0,0,54527,0,0,0,0,0,302207,46346,0
8571,9601,Tendo Kaeshi Setsugekka,320339.0,47332,42462,0,0,0,0,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,0
9831,10363,Auto,16423.0,63755,42462,0,0,0,0,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,0
9811,10841,Zanshin,192852.0,63755,42462,0,0,0,0,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,192852
10711,11471,Gekko,86164.0,63755,128626,0,0,0,0,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,192852
11331,11821,Hissatsu: Gyoten,20508.0,63755,128626,0,0,0,20508,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,192852
12121,12653,Auto,16423.0,80178,128626,0,0,0,20508,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,192852
13652,14272,Higanbana,41026.0,80178,128626,0,41026,0,20508,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,192852
14411,14943,Auto,16423.0,96601,128626,0,41026,0,20508,164131,0,0,0,0,54527,0,0,0,0,320339,302207,46346,192852
15792,16292,Ogi Namikiri,291221.0,96601,128626,0,41026,0,20508,164131,0,0,0,0,54527,0,291221,0,0,320339,302207,46346,192852
13652,16500,Higanbana (dot),10377.0,96601,128626,0,41026,10377,20508,164131,0,0,0,0,54527,0,291221,0,0,320339,302207,46346,192852
16392,16972,Shoha,131298.0,96601,128626,0,41026,10377,20508,164131,0,0,0,0,54527,0,291221,0,131298,320339,302207,46346,192852
16701,17233,Auto,16423.0,113024,128626,0,41026,10377,20508,164131,0,0,0,0,54527,0,291221,0,131298,320339,302207,46346,192852
17132,17622,Kaeshi: Namikiri,291221.0,113024,128626,0,41026,10377,20508,164131,0,0,291221,0,54527,0,291221,0,131298,320339,302207,46346,192852
13652,19500,Higanbana (dot),10377.0,113024,128626,0,41026,20754,20508,164131,0,0,291221,0,54527,0,291221,0,131298,320339,302207,46346,192852
18991,19523,Auto,16423.0,129447,128626,0,41026,20754,20508,164131,0,0,291221,0,54527,0,291221,0,131298,320339,302207,46346,192852
19272,20032,Gekko,86164.0,129447,214790,0,41026,20754,20508,164131,0,0,291221,0,54527,0,291221,0,131298,320339,302207,46346,192852
19892,20512,Hissatsu: Shinten,51286.0,129447,214790,0,41026,20754,20508,164131,51286,0,291221,0,54527,0,291221,0,131298,320339,302207,46346,192852
