sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1027,39572.281,333.88,54165.978,495.876,250510,40640733,372056
Tendo Kaeshi Setsugekka,15,250493.533,21.991,5007.868,151.037,16500,3757403,113323
Tendo Setsugekka,15,244746.8,21.991,4892.979,146.708,16500,3671202,110075
Auto,315,10738.394,37.785,4508.322,67.986,28350,3382594,51010
Gekko,49,58436.918,27.429,3816.352,145.936,20580,2863409,109496
Kaeshi: Setsugekka,22,130043.864,19.939,3813.095,92.964,14960,2860965,69751
Hissatsu: Shinten,78,34857.705,25.99,3623.752,109.839,19500,2718901,82412
Midare Setsugekka,22,113045.0,19.939,3314.661,76.351,14960,2486990,57286
Gyofu,82,29593.012,26.23,3234.209,94.786,19680,2426627,71118
Kasha,38,55027.395,21.271,2786.94,120.97,15960,2091041,90764
Kaeshi: Namikiri,7,278574.143,9.33,2598.986,113.408,7000,1950019,85090
Ogi Namikiri,7,278574.143,9.33,2598.986,113.408,7000,1950019,85090
Shoha,18,106752.111,15.354,2561.026,158.887,11520,1921538,119213
Higanbana (dot),240,7957.833,15.994,2545.488,43.721,12000,1909880,32804
Hissatsu: Senei,13,128835.0,13.861,2232.247,164.533,10400,1674855,123449
Yukikaze,38,43037.684,17.22,2179.704,94.192,12920,1635432,70672
Zanshin,7,184476.0,8.77,1721.088,167.019,6580,1291332,125314
Jinpu,23,35987.0,9.196,1103.16,60.833,6900,827701,45643
Shifu,21,35987.0,8.397,1007.233,58.129,6300,755727,43614
Higanbana,12,31468.167,3.199,503.289,38.659,2400,377618,29006
Hissatsu: Gyoten,5,17496.0,0.666,116.593,13.76,500,87480,10324
