sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,31369.665,300.405,30357.056,374.992,226300,22868486,282488
Souleater,73,44041.342,46.514,4267.816,129.745,35040,3215018,97739
Syphon Strike,73,34933.795,36.824,3385.251,102.947,27740,2550167,77552
Edge of Shadow,47,50853.723,28.7,3172.801,122.647,21620,2390125,92392
Bloodspiller,37,58555.486,29.47,2876.018,124.184,22200,2166553,93550
Auto,255,8407.4,30.465,2845.929,46.616,22950,2143887,35117
Hard Slash,73,27428.959,29.071,2657.997,80.797,21900,2002314,60866
Torcleaver,13,86216.077,14.151,1487.832,109.269,10660,1120809,82314
Shadowbringer,14,71411.286,11.151,1327.141,93.703,8400,999758,70588
Comeuppance,13,75699.923,12.425,1306.354,95.941,9360,984099,72274
Scarlet Delirium,13,65184.462,10.699,1124.889,82.613,8060,847398,62234
Disesteem,7,119024.857,9.292,1106.007,110.438,7000,833174,83195
Carve and Spit,13,56774.385,9.319,979.756,71.954,7020,738067,54204
Disesteem (pet),7,78110.857,5.761,725.825,72.483,4340,546776,54603
Shadowbringer (pet),7,71810.286,5.297,667.278,66.635,3990,502672,50197
Salt and Darkness,9,50382.667,5.974,601.93,53.06,4500,453444,39971
Abyssal Drain (pet),7,52908.714,3.903,491.64,49.096,2940,370361,36985
Bloodspiller (pet),7,52908.714,3.903,491.64,49.096,2940,370361,36985
Edge of Shadow (pet),7,52908.714,3.903,491.64,49.096,2940,370361,36985
Salted Earth (dot),45,4873.0,2.987,291.093,11.399,2250,219285,8587
Salted Earth,9,4873.0,0.597,58.219,5.097,450,43857,3840
