sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abyssal Drain (pet),Auto,Bloodspiller,Bloodspiller (pet),Carve and Spit,Comeuppance,Disesteem,Disesteem (pet),Edge of Shadow,Edge of Shadow (pet),Hard Slash,Salt and Darkness,Salted Earth,Salted Earth (dot),Scarlet Delirium,Shadowbringer,Shadowbringer (pet),Souleater,Syphon Strike,Torcleaver
0,581,Hard Slash,24258.0,0,0,0,0,0,0,0,0,0,0,24258,0,0,0,0,0,0,0,0,0
581,1113,Auto,7166.0,0,7166,0,0,0,0,0,0,0,0,24258,0,0,0,0,0,0,0,0,0
1750,2374,Edge of Shadow,40245.0,0,7166,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,0,0
2500,3124,Syphon Strike,36565.0,0,7166,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,36565,0
3541,4073,Auto,8956.0,0,16122,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,36565,0
5000,5624,Souleater,48499.0,0,16122,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,48499,36565,0
6501,7033,Auto,10501.0,0,26623,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,48499,36565,0
6250,7150,Salted Earth,5921.0,0,26623,0,0,0,0,0,0,40245,0,24258,0,5921,0,0,0,0,48499,36565,0
6250,7500,Salted Earth (dot),5921.0,0,26623,0,0,0,0,0,0,40245,0,24258,0,5921,5921,0,0,0,48499,36565,0
7500,8081,Hard Slash,37318.0,0,26623,0,0,0,0,0,0,40245,0,61576,0,5921,5921,0,0,0,48499,36565,0
8125,8749,Edge of Shadow,57226.0,0,26623,0,0,0,0,0,0,97471,0,61576,0,5921,5921,0,0,0,48499,36565,0
8750,9416,Shadowbringer,74641.0,0,26623,0,0,0,0,0,0,97471,0,61576,0,5921,5921,0,74641,0,48499,36565,0
9925,9925,Abyssal Drain (pet),55451.0,55451,26623,0,0,0,0,0,0,97471,0,61576,0,5921,5921,0,74641,0,48499,36565,0
9461,9993,Auto,11026.0,55451,37649,0,0,0,0,0,0,97471,0,61576,0,5921,5921,0,74641,0,48499,36565,0
6250,10500,Salted Earth (dot),5921.0,55451,37649,0,0,0,0,0,0,97471,0,61576,0,5921,11842,0,74641,0,48499,36565,0
10000,10581,Scarlet Delirium,77128.0,55451,37649,0,0,0,0,0,0,97471,0,61576,0,5921,11842,77128,74641,0,48499,36565,0
11250,12007,Salt and Darkness,62200.0,55451,37649,0,0,0,0,0,0,97471,0,61576,62200,5921,11842,77128,74641,0,48499,36565,0
10625,12098,Carve and Spit,67175.0,55451,37649,0,0,67175,0,0,0,97471,0,61576,62200,5921,11842,77128,74641,0,48499,36565,0
12421,12953,Auto,11026.0,55451,48675,0,0,67175,0,0,0,97471,0,61576,62200,5921,11842,77128,74641,0,48499,36565,0
12500,13170,Comeuppance,89571.0,55451,48675,0,0,67175,89571,0,0,97471,0,61576,62200,5921,11842,77128,74641,0,48499,36565,0
6250,13500,Salted Earth (dot),5921.0,55451,48675,0,0,67175,89571,0,0,97471,0,61576,62200,5921,17763,77128,74641,0,48499,36565,0
13125,13749,Edge of Shadow,57226.0,55451,48675,0,0,67175,89571,0,0,154697,0,61576,62200,5921,17763,77128,74641,0,48499,36565,0
14325,14325,Shadowbringer (pet),75260.0,55451,48675,0,0,67175,89571,0,0,154697,0,61576,62200,5921,17763,77128,74641,75260,48499,36565,0
13750,14416,Shadowbringer,74641.0,55451,48675,0,0,67175,89571,0,0,154697,0,61576,62200,5921,17763,77128,149282,75260,48499,36565,0
15000,15620,Torcleaver,102011.0,55451,48675,0,0,67175,89571,0,0,154697,0,61576,62200,5921,17763,77128,149282,75260,48499,36565,102011
15381,15913,Auto,11026.0,55451,59701,0,0,67175,89571,0,0,154697,0,61576,62200,5921,17763,77128,149282,75260,48499,36565,102011
15625,16249,Edge of Shadow,57226.0,55451,59701,0,0,67175,89571,0,0,211923,0,61576,62200,5921,17763,77128,149282,75260,48499,36565,102011
6250,16500,Salted Earth (dot),5921.0,55451,59701,0,0,67175,89571,0,0,211923,0,61576,62200,5921,23684,77128,149282,75260,48499,36565,102011
16525,16525,Edge of Shadow (pet),55451.0,55451,59701,0,0,67175,89571,0,0,211923,55451,61576,62200,5921,23684,77128,149282,75260,48499,36565,102011
16625,17249,Edge of Shadow,57226.0,55451,59701,0,0,67175,89571,0,0,269149,55451,61576,62200,5921,23684,77128,149282,75260,48499,36565,102011
