sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,220.0,220,0,11258,0,0
3140,3940,Broil IV,44354.0,220,0,11258,44354,0
-200,4500,Biolysis (dot),11258.0,220,0,22516,44354,0
4620,5152,Auto,230.0,450,0,22516,44354,0
4600,5400,Broil IV,46572.0,450,0,22516,90926,0
-200,7500,Biolysis (dot),11258.0,450,0,33774,90926,0
7940,8740,Broil IV,57299.0,450,0,33774,148225,0
8440,8972,Auto,284.0,734,0,33774,148225,0
8543,9613,Energy Drain,17919.0,734,0,33774,148225,17919
-200,10500,Biolysis (dot),11258.0,734,0,45032,148225,17919
10340,11140,Broil IV,57299.0,734,0,45032,205524,17919
10943,12013,Energy Drain,17919.0,734,0,45032,205524,35838
11560,12092,Auto,284.0,1018,0,45032,205524,35838
-200,13500,Biolysis (dot),11258.0,1018,0,56290,205524,35838
12740,13540,Broil IV,57299.0,1018,0,56290,262823,35838
13343,14413,Energy Drain,17919.0,1018,0,56290,262823,53757
15140,15940,Broil IV,57299.0,1018,0,56290,320122,53757
15640,16172,Auto,284.0,1302,0,56290,320122,53757
-200,16500,Biolysis (dot),11258.0,1302,0,67548,320122,53757
17540,18340,Broil IV,57299.0,1302,0,67548,377421,53757
18760,19292,Auto,284.0,1586,0,67548,377421,53757
-200,19500,Biolysis (dot),11258.0,1586,0,78806,377421,53757
18143,19500,Baneful Impaction (dot),26031.0,1586,26031,78806,377421,53757
19940,20740,Broil IV,57299.0,1586,26031,78806,434720,53757
20543,21613,Energy Drain,17919.0,1586,26031,78806,434720,71676
-200,22500,Biolysis (dot),11258.0,1586,26031,90064,434720,71676
18143,22500,Baneful Impaction (dot),26031.0,1586,52062,90064,434720,71676
22340,23140,Broil IV,57299.0,1586,52062,90064,492019,71676
22840,23372,Auto,284.0,1870,52062,90064,492019,71676
22943,24013,Energy Drain,17919.0,1870,52062,90064,492019,89595
24420,25490,Energy Drain,17919.0,1870,52062,90064,492019,107514
23800,25500,Biolysis (dot),15742.0,1870,52062,105806,492019,107514
18143,25500,Baneful Impaction (dot),26031.0,1870,78093,105806,492019,107514
25960,26492,Auto,257.0,2127,78093,105806,492019,107514
27140,27940,Broil IV,44354.0,2127,78093,105806,536373,107514
23800,28500,Biolysis (dot),15742.0,2127,78093,121548,536373,107514
18143,28500,Baneful Impaction (dot),26031.0,2127,104124,121548,536373,107514
29541,30341,Broil IV,44354.0,2127,104124,121548,580727,107514
30041,30573,Auto,220.0,2347,104124,121548,580727,107514
23800,31500,Biolysis (dot),15742.0,2347,104124,137290,580727,107514
18143,31500,Baneful Impaction (dot),26031.0,2347,130155,137290,580727,107514
31941,32741,Broil IV,40986.0,2347,130155,137290,621713,107514
33161,33693,Auto,220.0,2567,130155,137290,621713,107514
23800,34500,Biolysis (dot),15742.0,2567,130155,153032,621713,107514
34341,35141,Broil IV,40986.0,2567,130155,153032,662699,107514
23800,37500,Biolysis (dot),15742.0,2567,130155,168774,662699,107514
