sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,24508.575,307.042,28123.905,379.762,232520,21297952,287590
Auto,338,5991.822,40.17,2674.32,38.224,30420,2025236,28947
Sepulchre,34,47252.206,24.244,2121.479,95.435,18360,1606575,72272
Holy Spirit,35,44625.257,22.977,2062.465,91.599,17400,1561884,69367
Supplication,34,43500.029,22.448,1953.018,87.969,17000,1479001,66618
Blade of Honor,13,108115.462,17.166,1855.961,135.067,13000,1405501,102285
Blade of Valor,13,108115.462,17.166,1855.961,135.067,13000,1405501,102285
Confiteor,13,108115.462,17.166,1855.961,135.067,13000,1405501,102285
Royal Authority,34,39093.618,20.653,1755.184,78.538,15640,1329183,59476
Atonement,34,38485.265,20.653,1727.87,77.099,15640,1308499,58386
Blade of Truth,13,95139.846,15.106,1633.216,118.857,11440,1236818,90009
Blade of Faith,13,82168.385,13.047,1410.542,102.652,9880,1068189,77737
Expiacion,25,42531.4,14.856,1404.066,74.073,11250,1063285,56095
Goring Blade,13,75678.769,12.017,1299.138,94.546,9100,983824,71599
Riot Blade,34,26454.235,14.816,1187.714,52.527,11220,899444,39778
Imperator,13,62704.154,9.957,1076.409,78.335,7540,815154,59322
Fast Blade,34,17590.5,9.877,789.76,34.923,7480,598077,26447
Intervene,26,16213.308,5.15,556.651,28.644,3900,421546,21692
Circle of Scorn (dot),125,2832.92,4.952,467.608,11.029,3750,354115,8352
Circle of Scorn,25,13224.76,4.622,436.582,23.031,3500,330619,17441
