sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,907,33468.581,310.03,40447.652,388.013,232678,30356003,291204
Blazing Shot,105,34856.448,36.376,4876.645,128.441,27300,3659927,96395
Drill,39,89323.282,34.297,4641.71,177.723,25740,3483608,133381
Heated Clean Shot,48,52072.083,26.862,3330.389,127.567,20160,2499460,95739
Shot,284,7485.528,30.273,2832.628,44.909,22720,2125890,33704
Heated Slug Shot,49,39828.755,20.893,2600.408,98.662,15680,1951609,74046
Double Check,80,23815.012,19.187,2538.572,76.334,14400,1905201,57289
Checkmate,79,23857.975,18.947,2511.362,75.999,14220,1884780,57037
Excavator,13,138530.615,11.432,2399.594,57.359,8580,1800898,43048
Air Anchor,19,86051.526,16.709,2178.517,123.664,12540,1634979,92810
Full Metal Field,7,223614.857,8.394,2085.679,22.775,6300,1565304,17093
Heated Split Shot,50,27320.36,14.657,1820.141,68.336,11000,1366018,51286
Crowned Collider (pet),19,66331.789,13.823,1679.284,109.791,10374,1260304,82398
Arm Punch (pet),57,20405.053,12.759,1549.749,58.498,9576,1163088,43903
Chain Saw,13,88092.692,11.432,1525.921,101.498,8580,1145205,76174
Pile Bunker (pet),19,57825.789,12.051,1463.942,95.713,9044,1098690,71833
Wildfire (dot),7,153329.714,13.431,1430.122,15.616,10080,1073308,11720
Roller Dash (pet),19,38828.105,8.506,982.989,62.361,6384,737734,46802
