sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,40868.347,231.841,44545.769,437.216,173990,33430308,328118
Fire IV,156,83351.628,62.361,17326.258,254.889,46800,13002854,191287
Xenoglossy,31,153987.871,36.764,6360.837,228.706,27590,4773624,171637
Flare Star,26,141260.846,17.322,4893.969,179.221,13000,3672782,134500
Paradox,44,81300.591,31.66,4766.641,128.491,23760,3577226,96429
Thunder (dot),243,10422.309,19.428,3374.709,40.229,14580,2532621,30191
Despair,26,97380.885,12.126,3373.752,122.504,9100,2531903,91936
Fire III,20,59545.35,7.728,1586.879,63.62,5800,1190907,47745
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,42893.0,6.956,1028.786,42.603,5220,772074,31972
High Thunder,25,23094.04,4.997,769.318,28.622,3750,577351,21480
