sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,591,36489.247,246.221,28593.404,225.196,185700,21565145,169843
Fell Cleave,71,76828.761,54.601,7232.62,104.006,41180,5454842,78441
Inner Chaos,22,118924.136,20.419,3469.015,21.415,15400,2616331,16151
Auto,225,9223.164,26.85,2751.541,47.652,20250,2075212,35939
Maim,61,30493.902,27.499,2466.359,81.6,20740,1860128,61543
Storm's Path,40,44785.875,26.518,2375.278,96.932,20000,1791435,73106
Primal Ruination,13,133713.769,13.789,2304.798,18.514,10400,1738279,13963
Primal Rend,13,120332.385,12.411,2074.146,16.663,9360,1564321,12567
Heavy Swing,61,21480.131,19.411,1737.322,57.45,14640,1310288,43329
Storm's Eye,21,44702.048,13.922,1244.687,70.174,10500,938743,52925
Upheaval,24,39053.458,13.365,1242.751,66.132,10080,937283,49877
Primal Wrath,13,67490.769,12.066,1163.325,84.659,9100,877380,63850
Onslaught,27,14848.259,5.37,531.561,26.948,4050,400903,20324
