sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,66072.136,276.37,42122.419,655.021,207650,31648553,492148
Blizzard in Cyan,27,128429.444,30.904,4615.171,241.671,23220,3467595,181579
Comet in Black,21,151420.714,26.273,4232.179,252.999,19740,3179835,190090
Stone in Yellow,20,132633.0,23.957,3530.539,213.937,18000,2652660,160741
Hammer Brush,14,162666.571,10.807,3030.999,23.731,8120,2277332,17830
Polishing Hammer,14,160644.786,11.18,2993.327,23.315,8400,2249027,17518
Hammer Stamp,14,157001.357,10.435,2925.438,22.904,7840,2198019,17209
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Thunder in Magenta,14,151966.357,17.515,2831.62,207.127,13160,2127529,155624
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,173042.111,11.978,2072.783,188.32,9000,1557379,141494
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,206590.714,10.248,1924.723,197.773,7700,1446135,148596
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,197396.2,7.32,1313.615,160.561,5500,986981,120637
Mog of the Ages,5,165442.2,6.655,1100.971,134.683,5000,827211,101194
Fanged Muse,5,135950.6,5.324,904.712,111.045,4000,679753,83433
Winged Muse,5,132271.6,5.324,880.23,107.604,4000,661358,80848
Clawed Muse,5,117637.8,5.324,782.846,94.956,4000,588189,71345
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
