sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,38762.48,363.307,44323.561,596.474,272290,33219445,447043
Raiton,33,105295.091,32.583,4636.223,221.815,24420,3474738,166245
Gust Slash,79,41812.342,42.163,4407.313,132.561,31600,3303175,99351
Fleeting Raiju,33,99094.697,30.822,4363.215,208.546,23100,3270125,156300
Aeolian Edge,52,59357.288,38.854,4118.316,153.142,29120,3086579,114776
Hyosho Ranryu,13,232879.846,22.549,4039.406,307.764,16900,3027438,230662
Auto,342,8704.959,41.069,3972.237,58.61,30780,2977096,43927
Spinning Edge,79,31148.316,31.622,3283.25,98.57,23700,2460717,73876
Bhavacakra,45,50216.822,25.218,3015.116,127.169,18900,2259757,95310
Suiton,20,70941.7,15.477,1893.101,117.09,11600,1418834,87756
Armor Crush,27,52302.963,18.013,1884.223,97.208,13500,1412180,72855
Tenri Jindo,7,174893.429,10.274,1633.48,168.723,7700,1224254,126454
Kunai's Bane,13,87688.538,12.142,1520.997,115.886,9100,1139951,86854
Dream Within a Dream,39,24799.615,9.367,1290.482,56.766,7020,967185,42545
Zesho Meppo,7,114740.286,6.738,1071.658,111.024,5050,803182,83210
Phantom Kamaitachi (pet),9,80868.667,8.406,971.102,87.935,6300,727818,65905
Fuma Shuriken,7,79492.143,4.67,742.445,76.687,3500,556445,57475
Dokumori,7,46070.857,3.736,430.295,44.176,2800,322496,33109
Fleeting Raiju (pet),13,21150.692,2.775,366.868,28.01,2080,274959,20993
Spinning Edge (pet),10,15490.0,2.135,206.678,17.452,1600,154900,13080
Gust Slash (pet),9,16072.444,1.921,193.004,17.377,1440,144652,13024
Aeolian Edge (pet),8,16307.875,1.708,174.072,16.702,1280,130463,12518
Armor Crush (pet),5,16500.2,1.067,110.078,13.407,800,82501,10048
