sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
-600,640,Rainbow Drip,133983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
640,1172,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
700,1320,Pom Muse,117220.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
5100,5632,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
6100,7350,Star Prism,207418.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,0,0,0,0
9190,9940,Blizzard in Cyan,165331.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,0,0,0,0
9690,10222,Auto,0.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,0,0,0,0
11660,12460,Stone in Yellow,183485.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,183485,0,0,0
12650,13182,Auto,0.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,183485,0,0,0
14130,14980,Thunder in Magenta,191622.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,183485,191622,0,0
15610,16142,Auto,0.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,183485,191622,0,0
16079,17059,Winged Muse,163098.0,0,0,165331,0,0,0,0,0,0,0,0,0,117220,133983,0,207418,183485,191622,0,163098
15380,17250,Comet in Black,191622.0,0,0,165331,0,191622,0,0,0,0,0,0,0,117220,133983,0,207418,183485,191622,0,163098
17850,19090,Rainbow Drip,203874.0,0,0,165331,0,191622,0,0,0,0,0,0,0,117220,337857,0,207418,183485,191622,0,163098
18570,19102,Auto,0.0,0,0,165331,0,191622,0,0,0,0,0,0,0,117220,337857,0,207418,183485,191622,0,163098
18550,19700,Mog of the Ages,203874.0,0,0,165331,0,191622,0,0,0,0,0,203874,0,117220,337857,0,207418,183485,191622,0,163098
20351,21731,Hammer Stamp,198771.0,0,0,165331,0,191622,0,0,0,198771,0,203874,0,117220,337857,0,207418,183485,191622,0,163098
21530,22062,Auto,0.0,0,0,165331,0,191622,0,0,0,198771,0,203874,0,117220,337857,0,207418,183485,191622,0,163098
22851,24101,Hammer Brush,205943.0,0,0,165331,0,191622,0,0,205943,198771,0,203874,0,117220,337857,0,207418,183485,191622,0,163098
24490,25022,Auto,0.0,0,0,165331,0,191622,0,0,205943,198771,0,203874,0,117220,337857,0,207418,183485,191622,0,163098
25351,27451,Polishing Hammer,191475.0,0,0,165331,0,191622,0,0,205943,198771,0,203874,191475,117220,337857,0,207418,183485,191622,0,163098
27450,27982,Auto,0.0,0,0,165331,0,191622,0,0,205943,198771,0,203874,191475,117220,337857,0,207418,183485,191622,0,163098
