sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,574,19612.307,174.147,20686.875,263.009,130760,15532947,197483
Fall Malefic,300,36209.477,107.876,14467.202,201.48,81000,10862843,151283
Combust III (dot),247,10263.437,23.027,3376.221,52.403,17290,2535069,39347
Oracle,7,150901.286,8.017,1406.799,137.002,6020,1056309,102869
Stellar Explosion (pet),13,45170.154,5.367,782.053,54.771,4030,587212,41125
Lord of Crowns,7,70216.286,3.729,654.601,63.75,2800,491514,47867
