sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1267.5101,14227.156,431.32,33312.985,588.812,324940,25096704,443588
Burst Shot,184.61430000000001,28808.467,53.912,7059.637,169.71,40615,5318455,127853
Refulgent Arrow,91.7315,40690.908,34.093,4954.647,232.294,25684,3732638,175001
Shot,248.0,9378.19,26.335,3087.22,53.557,19840,2325791,40348
Heartbreak Shot,89.9793,25679.529,21.498,3067.09,120.27,16196,2310626,90607
Pitch Perfect,32.530800000000006,54777.595,14.319,2365.345,205.855,10787,1781959,155083
Empyreal Arrow,49.0,36168.694,16.911,2352.479,91.997,12740,1772266,69307
Radiant Encore,7.0,209914.571,9.69,1950.462,202.351,7300,1469402,152443
Apex Arrow,12.000000000000004,111482.25,10.854,1775.758,330.844,8177,1337787,249245
Blast Arrow,11.6542,114708.345,10.827,1774.493,145.307,8157,1336834,109469
Stormbite (dot),251.0,3665.625,8.329,1221.29,21.246,6275,920072,16006
Resonant Arrow,7.0,128900.857,5.947,1197.707,123.201,4480,902306,92815
Sidewinder,13.0,66380.923,6.902,1145.469,88.091,5200,862952,66364
Caustic Bite (dot),250.0,2934.2,6.637,973.703,16.979,5000,733550,12791
Iron Jaws,18.0,14502.167,2.389,346.499,22.479,1800,261039,16935
Caustic Bite,1.0,18696.0,0.199,24.817,6.61,150,18696,4980
Stormbite,1.0,12331.0,0.133,16.368,4.322,100,12331,3256
