sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7083.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,42134.0,0,13829,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
6493,7025,Auto,11527.0,0,25356,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,42134,0,0,0
7500,8123,Gnashing Fang,60590.0,0,25356,0,0,0,30619,0,0,0,60590,0,0,23916,0,0,0,0,42134,0,0,0
8125,8927,Jugular Rip,30293.0,0,25356,0,0,0,30619,0,0,0,60590,0,30293,23916,0,0,0,0,42134,0,0,0
9293,9825,Auto,11527.0,0,36883,0,0,0,30619,0,0,0,60590,0,30293,23916,0,0,0,0,42134,0,0,0
10000,10716,Double Down,137718.0,0,36883,0,0,0,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,0,0,0
10625,11252,Bow Shock,20651.0,0,36883,0,20651,0,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,0,0,0
11250,11875,Blasting Zone,110173.0,0,36883,110173,20651,0,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,0,0,0
12093,12625,Auto,11527.0,0,48410,110173,20651,0,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,0,0,0
12500,13081,Sonic Break,46815.0,0,48410,110173,20651,0,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,46815,0,0
10625,13500,Bow Shock (dot),8259.0,0,48410,110173,20651,8259,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,46815,0,0
12500,13500,Sonic Break (dot),16522.0,0,48410,110173,20651,8259,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,46815,16522,0
14893,15425,Auto,11527.0,0,59937,110173,20651,8259,30619,0,137718,0,60590,0,30293,23916,0,0,0,0,42134,46815,16522,0
15000,15625,Savage Claw,68853.0,0,59937,110173,20651,8259,30619,0,137718,0,60590,0,30293,23916,0,0,0,68853,42134,46815,16522,0
15625,16382,Abdomen Tear,35800.0,35800,59937,110173,20651,8259,30619,0,137718,0,60590,0,30293,23916,0,0,0,68853,42134,46815,16522,0
10625,16500,Bow Shock (dot),8259.0,35800,59937,110173,20651,16518,30619,0,137718,0,60590,0,30293,23916,0,0,0,68853,42134,46815,16522,0
12500,16500,Sonic Break (dot),16522.0,35800,59937,110173,20651,16518,30619,0,137718,0,60590,0,30293,23916,0,0,0,68853,42134,46815,33044,0
