sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Auto,Blizzard III,Blizzard IV,Despair,Fire III,Fire IV,Flare Star,High Thunder,Paradox,Thunder (dot),Xenoglossy
264925,265415,Despair,350,1.0,6660,1740,1800,3150,2030,18000,5000,1350,7560,4920,9790
247944,265500,Thunder (dot),60,1.0,6660,1740,1800,3150,2030,18000,5000,1350,7560,4980,9790
265575,266107,Auto,90,1.0,6750,1740,1800,3150,2030,18000,5000,1350,7560,4980,9790
267075,267745,Paradox,540,1.0,6750,1740,1800,3150,2030,18000,5000,1350,8100,4980,9790
247944,268500,Thunder (dot),60,1.0,6750,1740,1800,3150,2030,18000,5000,1350,8100,5040,9790
268855,269387,Auto,90,1.0,6840,1740,1800,3150,2030,18000,5000,1350,8100,5040,9790
269225,270065,Blizzard III,290,1.0,6840,2030,1800,3150,2030,18000,5000,1350,8100,5040,9790
247944,271500,Thunder (dot),60,1.0,6840,2030,1800,3150,2030,18000,5000,1350,8100,5100,9790
271375,272535,Blizzard IV,300,1.0,6840,2030,2100,3150,2030,18000,5000,1350,8100,5100,9790
272135,272667,Auto,90,1.0,6930,2030,2100,3150,2030,18000,5000,1350,8100,5100,9790
247944,274500,Thunder (dot),60,1.0,6930,2030,2100,3150,2030,18000,5000,1350,8100,5160,9790
273525,274815,Fire III,290,1.0,6930,2030,2100,3150,2320,18000,5000,1350,8100,5160,9790
275415,275947,Auto,90,1.0,7020,2030,2100,3150,2320,18000,5000,1350,8100,5160,9790
247944,277500,Thunder (dot),60,1.0,7020,2030,2100,3150,2320,18000,5000,1350,8100,5220,9790
276895,278055,Fire IV,300,1.0,7020,2030,2100,3150,2320,18300,5000,1350,8100,5220,9790
279475,280235,High Thunder,150,1.0,7020,2030,2100,3150,2320,18300,5000,1500,8100,5220,9790
279475,280500,Thunder (dot),60,1.0,7020,2030,2100,3150,2320,18300,5000,1500,8100,5280,9790
279975,280507,Auto,90,1.0,7110,2030,2100,3150,2320,18300,5000,1500,8100,5280,9790
281195,282355,Fire IV,300,1.0,7110,2030,2100,3150,2320,18600,5000,1500,8100,5280,9790
279475,283500,Thunder (dot),60,1.0,7110,2030,2100,3150,2320,18600,5000,1500,8100,5340,9790
283845,284377,Auto,90,1.0,7200,2030,2100,3150,2320,18600,5000,1500,8100,5340,9790
283345,284505,Fire IV,300,1.0,7200,2030,2100,3150,2320,18900,5000,1500,8100,5340,9790
279475,286500,Thunder (dot),60,1.0,7200,2030,2100,3150,2320,18900,5000,1500,8100,5400,9790
285495,286655,Fire IV,300,1.0,7200,2030,2100,3150,2320,19200,5000,1500,8100,5400,9790
288145,288677,Auto,90,1.0,7290,2030,2100,3150,2320,19200,5000,1500,8100,5400,9790
287645,288805,Fire IV,300,1.0,7290,2030,2100,3150,2320,19500,5000,1500,8100,5400,9790
279475,289500,Thunder (dot),60,1.0,7290,2030,2100,3150,2320,19500,5000,1500,8100,5460,9790
289795,290955,Fire IV,300,1.0,7290,2030,2100,3150,2320,19800,5000,1500,8100,5460,9790
279475,292500,Thunder (dot),60,1.0,7290,2030,2100,3150,2320,19800,5000,1500,8100,5520,9790
291945,292565,Flare Star,500,1.0,7290,2030,2100,3150,2320,19800,5500,1500,8100,5520,9790
292445,292977,Auto,90,1.0,7380,2030,2100,3150,2320,19800,5500,1500,8100,5520,9790
292875,293545,Paradox,540,1.0,7380,2030,2100,3150,2320,19800,5500,1500,8640,5520,9790
279475,295500,Thunder (dot),60,1.0,7380,2030,2100,3150,2320,19800,5500,1500,8640,5580,9790
295025,295515,Despair,350,1.0,7380,2030,2100,3500,2320,19800,5500,1500,8640,5580,9790
295725,296257,Auto,90,1.0,7470,2030,2100,3500,2320,19800,5500,1500,8640,5580,9790
297175,298015,Blizzard III,290,1.0,7470,2320,2100,3500,2320,19800,5500,1500,8640,5580,9790
279475,298500,Thunder (dot),60,1.0,7470,2320,2100,3500,2320,19800,5500,1500,8640,5640,9790
299005,299537,Auto,90,1.0,7560,2320,2100,3500,2320,19800,5500,1500,8640,5640,9790
279475,301500,Thunder (dot),60,1.0,7560,2320,2100,3500,2320,19800,5500,1500,8640,5700,9790
300545,301705,Blizzard IV,300,1.0,7560,2320,2400,3500,2320,19800,5500,1500,8640,5700,9790
301475,302145,Paradox,540,1.0,7560,2320,2400,3500,2320,19800,5500,1500,9180,5700,9790
302285,302817,Auto,90,1.0,7650,2320,2400,3500,2320,19800,5500,1500,9180,5700,9790
279475,304500,Thunder (dot),60,1.0,7650,2320,2400,3500,2320,19800,5500,1500,9180,5760,9790
303625,304915,Fire III,290,1.0,7650,2320,2400,3500,2610,19800,5500,1500,9180,5760,9790
305565,306097,Auto,90,1.0,7740,2320,2400,3500,2610,19800,5500,1500,9180,5760,9790
279475,307500,Thunder (dot),60,1.0,7740,2320,2400,3500,2610,19800,5500,1500,9180,5820,9790
306995,308155,Fire IV,300,1.0,7740,2320,2400,3500,2610,20100,5500,1500,9180,5820,9790
309575,310335,High Thunder,150,1.0,7740,2320,2400,3500,2610,20100,5500,1650,9180,5820,9790
309575,310500,Thunder (dot),60,1.0,7740,2320,2400,3500,2610,20100,5500,1650,9180,5880,9790
310075,310607,Auto,90,1.0,7830,2320,2400,3500,2610,20100,5500,1650,9180,5880,9790
311295,312455,Fire IV,300,1.0,7830,2320,2400,3500,2610,20400,5500,1650,9180,5880,9790
309575,313500,Thunder (dot),60,1.0,7830,2320,2400,3500,2610,20400,5500,1650,9180,5940,9790
313945,314477,Auto,90,1.0,7920,2320,2400,3500,2610,20400,5500,1650,9180,5940,9790
313445,314605,Fire IV,300,1.0,7920,2320,2400,3500,2610,20700,5500,1650,9180,5940,9790
309575,316500,Thunder (dot),60,1.0,7920,2320,2400,3500,2610,20700,5500,1650,9180,6000,9790
315595,316755,Fire IV,300,1.0,7920,2320,2400,3500,2610,21000,5500,1650,9180,6000,9790
318245,318777,Auto,90,1.0,8010,2320,2400,3500,2610,21000,5500,1650,9180,6000,9790
317745,318905,Fire IV,300,1.0,8010,2320,2400,3500,2610,21300,5500,1650,9180,6000,9790
309575,319500,Thunder (dot),60,1.0,8010,2320,2400,3500,2610,21300,5500,1650,9180,6060,9790
319895,321055,Fire IV,300,1.0,8010,2320,2400,3500,2610,21600,5500,1650,9180,6060,9790
309575,322500,Thunder (dot),60,1.0,8010,2320,2400,3500,2610,21600,5500,1650,9180,6120,9790
322045,322665,Flare Star,500,1.0,8010,2320,2400,3500,2610,21600,6000,1650,9180,6120,9790
322545,323077,Auto,90,1.0,8100,2320,2400,3500,2610,21600,6000,1650,9180,6120,9790
322975,323645,Paradox,540,1.0,8100,2320,2400,3500,2610,21600,6000,1650,9720,6120,9790
309575,325500,Thunder (dot),60,1.0,8100,2320,2400,3500,2610,21600,6000,1650,9720,6180,9790
325125,325615,Despair,350,1.0,8100,2320,2400,3850,2610,21600,6000,1650,9720,6180,9790
325825,326357,Auto,90,1.0,8190,2320,2400,3850,2610,21600,6000,1650,9720,6180,9790
327275,328115,Blizzard III,290,1.0,8190,2610,2400,3850,2610,21600,6000,1650,9720,6180,9790
309575,328500,Thunder (dot),60,1.0,8190,2610,2400,3850,2610,21600,6000,1650,9720,6240,9790
329105,329637,Auto,90,1.0,8280,2610,2400,3850,2610,21600,6000,1650,9720,6240,9790
329425,330585,Blizzard IV,300,1.0,8280,2610,2700,3850,2610,21600,6000,1650,9720,6240,9790
309575,331500,Thunder (dot),60,1.0,8280,2610,2700,3850,2610,21600,6000,1650,9720,6300,9790
331575,332245,Paradox,540,1.0,8280,2610,2700,3850,2610,21600,6000,1650,10260,6300,9790
332385,332917,Auto,90,1.0,8370,2610,2700,3850,2610,21600,6000,1650,10260,6300,9790
309575,334500,Thunder (dot),60,1.0,8370,2610,2700,3850,2610,21600,6000,1650,10260,6360,9790
333725,335015,Fire III,290,1.0,8370,2610,2700,3850,2900,21600,6000,1650,10260,6360,9790
335665,336197,Auto,90,1.0,8460,2610,2700,3850,2900,21600,6000,1650,10260,6360,9790
309575,337500,Thunder (dot),60,1.0,8460,2610,2700,3850,2900,21600,6000,1650,10260,6420,9790
337095,338255,Fire IV,300,1.0,8460,2610,2700,3850,2900,21900,6000,1650,10260,6420,9790
339675,340435,High Thunder,150,1.0,8460,2610,2700,3850,2900,21900,6000,1800,10260,6420,9790
339675,340500,Thunder (dot),60,1.0,8460,2610,2700,3850,2900,21900,6000,1800,10260,6480,9790
340175,340707,Auto,90,1.0,8550,2610,2700,3850,2900,21900,6000,1800,10260,6480,9790
341395,342555,Fire IV,300,1.0,8550,2610,2700,3850,2900,22200,6000,1800,10260,6480,9790
339675,343500,Thunder (dot),60,1.0,8550,2610,2700,3850,2900,22200,6000,1800,10260,6540,9790
344045,344577,Auto,90,1.0,8640,2610,2700,3850,2900,22200,6000,1800,10260,6540,9790
343545,344705,Fire IV,300,1.0,8640,2610,2700,3850,2900,22500,6000,1800,10260,6540,9790
339675,346500,Thunder (dot),60,1.0,8640,2610,2700,3850,2900,22500,6000,1800,10260,6600,9790
345695,346855,Fire IV,300,1.0,8640,2610,2700,3850,2900,22800,6000,1800,10260,6600,9790
348345,348877,Auto,90,1.0,8730,2610,2700,3850,2900,22800,6000,1800,10260,6600,9790
347845,349005,Fire IV,300,1.0,8730,2610,2700,3850,2900,23100,6000,1800,10260,6600,9790
339675,349500,Thunder (dot),60,1.0,8730,2610,2700,3850,2900,23100,6000,1800,10260,6660,9790
349996,351156,Fire IV,300,1.0,8730,2610,2700,3850,2900,23400,6000,1800,10260,6660,9790
350926,351596,Paradox,540,1.0,8730,2610,2700,3850,2900,23400,6000,1800,10800,6660,9790
351625,352157,Auto,90,1.0,8820,2610,2700,3850,2900,23400,6000,1800,10800,6660,9790
339675,352500,Thunder (dot),60,1.0,8820,2610,2700,3850,2900,23400,6000,1800,10800,6720,9790
353076,353566,Despair,350,1.0,8820,2610,2700,4200,2900,23400,6000,1800,10800,6720,9790
354905,355437,Auto,90,1.0,8910,2610,2700,4200,2900,23400,6000,1800,10800,6720,9790
339675,355500,Thunder (dot),60,1.0,8910,2610,2700,4200,2900,23400,6000,1800,10800,6780,9790
356446,357066,Flare Star,500,1.0,8910,2610,2700,4200,2900,23400,6500,1800,10800,6780,9790
357376,357996,Xenoglossy,890,1.0,8910,2610,2700,4200,2900,23400,6500,1800,10800,6780,10680
339675,358500,Thunder (dot),60,1.0,8910,2610,2700,4200,2900,23400,6500,1800,10800,6840,10680
358185,358717,Auto,90,1.0,9000,2610,2700,4200,2900,23400,6500,1800,10800,6840,10680
339675,361500,Thunder (dot),60,1.0,9000,2610,2700,4200,2900,23400,6500,1800,10800,6900,10680
360746,361906,Fire IV,300,1.0,9000,2610,2700,4200,2900,23700,6500,1800,10800,6900,10680
361465,361997,Auto,90,1.0,9090,2610,2700,4200,2900,23700,6500,1800,10800,6900,10680
362896,364056,Fire IV,300,1.0,9090,2610,2700,4200,2900,24000,6500,1800,10800,6900,10680
363826,364496,Paradox,540,1.0,9090,2610,2700,4200,2900,24000,6500,1800,11340,6900,10680
339675,364500,Thunder (dot),60,1.0,9090,2610,2700,4200,2900,24000,6500,1800,11340,6960,10680
364745,365277,Auto,90,1.0,9180,2610,2700,4200,2900,24000,6500,1800,11340,6960,10680
339675,367500,Thunder (dot),60,1.0,9180,2610,2700,4200,2900,24000,6500,1800,11340,7020,10680
367525,368057,Auto,90,1.0,9270,2610,2700,4200,2900,24000,6500,1800,11340,7020,10680
366936,368096,Fire IV,300,1.0,9270,2610,2700,4200,2900,24300,6500,1800,11340,7020,10680
369126,369886,High Thunder,150,1.0,9270,2610,2700,4200,2900,24300,6500,1950,11340,7020,10680
369126,370500,Thunder (dot),60,1.0,9270,2610,2700,4200,2900,24300,6500,1950,11340,7080,10680
371096,371628,Auto,90,1.0,9360,2610,2700,4200,2900,24300,6500,1950,11340,7080,10680
370596,371756,Fire IV,300,1.0,9360,2610,2700,4200,2900,24600,6500,1950,11340,7080,10680
369126,373500,Thunder (dot),60,1.0,9360,2610,2700,4200,2900,24600,6500,1950,11340,7140,10680
372426,373586,Fire IV,300,1.0,9360,2610,2700,4200,2900,24900,6500,1950,11340,7140,10680
374756,375288,Auto,90,1.0,9450,2610,2700,4200,2900,24900,6500,1950,11340,7140,10680
374256,375416,Fire IV,300,1.0,9450,2610,2700,4200,2900,25200,6500,1950,11340,7140,10680
369126,376500,Thunder (dot),60,1.0,9450,2610,2700,4200,2900,25200,6500,1950,11340,7200,10680
376086,376706,Flare Star,500,1.0,9450,2610,2700,4200,2900,25200,7000,1950,11340,7200,10680
376956,377576,Xenoglossy,890,1.0,9450,2610,2700,4200,2900,25200,7000,1950,11340,7200,11570
377536,378068,Auto,90,1.0,9540,2610,2700,4200,2900,25200,7000,1950,11340,7200,11570
378786,379406,Xenoglossy,890,1.0,9540,2610,2700,4200,2900,25200,7000,1950,11340,7200,12460
369126,379500,Thunder (dot),60,1.0,9540,2610,2700,4200,2900,25200,7000,1950,11340,7260,12460
380316,380848,Auto,90,1.0,9630,2610,2700,4200,2900,25200,7000,1950,11340,7260,12460
380616,381236,Xenoglossy,890,1.0,9630,2610,2700,4200,2900,25200,7000,1950,11340,7260,13350
369126,382500,Thunder (dot),60,1.0,9630,2610,2700,4200,2900,25200,7000,1950,11340,7320,13350
382446,383066,Xenoglossy,890,1.0,9630,2610,2700,4200,2900,25200,7000,1950,11340,7320,14240
383096,383628,Auto,90,1.0,9720,2610,2700,4200,2900,25200,7000,1950,11340,7320,14240
384276,384766,Despair,350,1.0,9720,2610,2700,4550,2900,25200,7000,1950,11340,7320,14240
369126,385500,Thunder (dot),60,1.0,9720,2610,2700,4550,2900,25200,7000,1950,11340,7380,14240
385876,386408,Auto,90,1.0,9810,2610,2700,4550,2900,25200,7000,1950,11340,7380,14240
386107,386777,Paradox,540,1.0,9810,2610,2700,4550,2900,25200,7000,1950,11880,7380,14240
369126,388500,Thunder (dot),60,1.0,9810,2610,2700,4550,2900,25200,7000,1950,11880,7440,14240
388257,389097,Blizzard III,290,1.0,9810,2900,2700,4550,2900,25200,7000,1950,11880,7440,14240
389156,389688,Auto,90,1.0,9900,2900,2700,4550,2900,25200,7000,1950,11880,7440,14240
369126,391500,Thunder (dot),60,1.0,9900,2900,2700,4550,2900,25200,7000,1950,11880,7500,14240
390407,391567,Blizzard IV,300,1.0,9900,2900,3000,4550,2900,25200,7000,1950,11880,7500,14240
392436,392968,Auto,90,1.0,9990,2900,3000,4550,2900,25200,7000,1950,11880,7500,14240
392557,393847,Fire III,290,1.0,9990,2900,3000,4550,3190,25200,7000,1950,11880,7500,14240
369126,394500,Thunder (dot),60,1.0,9990,2900,3000,4550,3190,25200,7000,1950,11880,7560,14240
396427,396959,Auto,90,1.0,10080,2900,3000,4550,3190,25200,7000,1950,11880,7560,14240
395927,397087,Fire IV,300,1.0,10080,2900,3000,4550,3190,25500,7000,1950,11880,7560,14240
369126,397500,Thunder (dot),60,1.0,10080,2900,3000,4550,3190,25500,7000,1950,11880,7620,14240
398507,399267,High Thunder,150,1.0,10080,2900,3000,4550,3190,25500,7000,2100,11880,7620,14240
398507,400500,Thunder (dot),60,1.0,10080,2900,3000,4550,3190,25500,7000,2100,11880,7680,14240
400727,401259,Auto,90,1.0,10170,2900,3000,4550,3190,25500,7000,2100,11880,7680,14240
400227,401387,Fire IV,300,1.0,10170,2900,3000,4550,3190,25800,7000,2100,11880,7680,14240
398507,403500,Thunder (dot),60,1.0,10170,2900,3000,4550,3190,25800,7000,2100,11880,7740,14240
402377,403537,Fire IV,300,1.0,10170,2900,3000,4550,3190,26100,7000,2100,11880,7740,14240
405027,405559,Auto,90,1.0,10260,2900,3000,4550,3190,26100,7000,2100,11880,7740,14240
404527,405687,Fire IV,300,1.0,10260,2900,3000,4550,3190,26400,7000,2100,11880,7740,14240
398507,406500,Thunder (dot),60,1.0,10260,2900,3000,4550,3190,26400,7000,2100,11880,7800,14240
406677,407837,Fire IV,300,1.0,10260,2900,3000,4550,3190,26700,7000,2100,11880,7800,14240
398507,409500,Thunder (dot),60,1.0,10260,2900,3000,4550,3190,26700,7000,2100,11880,7860,14240
409327,409859,Auto,90,1.0,10350,2900,3000,4550,3190,26700,7000,2100,11880,7860,14240
408827,409987,Fire IV,300,1.0,10350,2900,3000,4550,3190,27000,7000,2100,11880,7860,14240
410977,411597,Flare Star,500,1.0,10350,2900,3000,4550,3190,27000,7500,2100,11880,7860,14240
398507,412500,Thunder (dot),60,1.0,10350,2900,3000,4550,3190,27000,7500,2100,11880,7920,14240
411907,412577,Paradox,540,1.0,10350,2900,3000,4550,3190,27000,7500,2100,12420,7920,14240
412607,413139,Auto,90,1.0,10440,2900,3000,4550,3190,27000,7500,2100,12420,7920,14240
414057,414547,Despair,350,1.0,10440,2900,3000,4900,3190,27000,7500,2100,12420,7920,14240
398507,415500,Thunder (dot),60,1.0,10440,2900,3000,4900,3190,27000,7500,2100,12420,7980,14240
415887,416419,Auto,90,1.0,10530,2900,3000,4900,3190,27000,7500,2100,12420,7980,14240
416207,417047,Blizzard III,290,1.0,10530,3190,3000,4900,3190,27000,7500,2100,12420,7980,14240
398507,418500,Thunder (dot),60,1.0,10530,3190,3000,4900,3190,27000,7500,2100,12420,8040,14240
420077,420609,Auto,90,1.0,10620,3190,3000,4900,3190,27000,7500,2100,12420,8040,14240
419577,420737,Blizzard IV,300,1.0,10620,3190,3300,4900,3190,27000,7500,2100,12420,8040,14240
420507,421177,Paradox,540,1.0,10620,3190,3300,4900,3190,27000,7500,2100,12960,8040,14240
398507,421500,Thunder (dot),60,1.0,10620,3190,3300,4900,3190,27000,7500,2100,12960,8100,14240
423357,423889,Auto,90,1.0,10710,3190,3300,4900,3190,27000,7500,2100,12960,8100,14240
422657,423947,Fire III,290,1.0,10710,3190,3300,4900,3480,27000,7500,2100,12960,8100,14240
398507,424500,Thunder (dot),60,1.0,10710,3190,3300,4900,3480,27000,7500,2100,12960,8160,14240
426457,427217,High Thunder,150,1.0,10710,3190,3300,4900,3480,27000,7500,2250,12960,8160,14240
426957,427489,Auto,90,1.0,10800,3190,3300,4900,3480,27000,7500,2250,12960,8160,14240
426457,427500,Thunder (dot),60,1.0,10800,3190,3300,4900,3480,27000,7500,2250,12960,8220,14240
428177,429337,Fire IV,300,1.0,10800,3190,3300,4900,3480,27300,7500,2250,12960,8220,14240
426457,430500,Thunder (dot),60,1.0,10800,3190,3300,4900,3480,27300,7500,2250,12960,8280,14240
430827,431359,Auto,90,1.0,10890,3190,3300,4900,3480,27300,7500,2250,12960,8280,14240
430327,431487,Fire IV,300,1.0,10890,3190,3300,4900,3480,27600,7500,2250,12960,8280,14240
426457,433500,Thunder (dot),60,1.0,10890,3190,3300,4900,3480,27600,7500,2250,12960,8340,14240
432477,433637,Fire IV,300,1.0,10890,3190,3300,4900,3480,27900,7500,2250,12960,8340,14240
435127,435659,Auto,90,1.0,10980,3190,3300,4900,3480,27900,7500,2250,12960,8340,14240
434627,435787,Fire IV,300,1.0,10980,3190,3300,4900,3480,28200,7500,2250,12960,8340,14240
426457,436500,Thunder (dot),60,1.0,10980,3190,3300,4900,3480,28200,7500,2250,12960,8400,14240
436777,437937,Fire IV,300,1.0,10980,3190,3300,4900,3480,28500,7500,2250,12960,8400,14240
426457,439500,Thunder (dot),60,1.0,10980,3190,3300,4900,3480,28500,7500,2250,12960,8460,14240
439427,439959,Auto,90,1.0,11070,3190,3300,4900,3480,28500,7500,2250,12960,8460,14240
438927,440087,Fire IV,300,1.0,11070,3190,3300,4900,3480,28800,7500,2250,12960,8460,14240
441077,441697,Flare Star,500,1.0,11070,3190,3300,4900,3480,28800,8000,2250,12960,8460,14240
426457,442500,Thunder (dot),60,1.0,11070,3190,3300,4900,3480,28800,8000,2250,12960,8520,14240
442007,442677,Paradox,540,1.0,11070,3190,3300,4900,3480,28800,8000,2250,13500,8520,14240
442707,443239,Auto,90,1.0,11160,3190,3300,4900,3480,28800,8000,2250,13500,8520,14240
444157,444647,Despair,350,1.0,11160,3190,3300,5250,3480,28800,8000,2250,13500,8520,14240
426457,445500,Thunder (dot),60,1.0,11160,3190,3300,5250,3480,28800,8000,2250,13500,8580,14240
445987,446519,Auto,90,1.0,11250,3190,3300,5250,3480,28800,8000,2250,13500,8580,14240
446307,447147,Blizzard III,290,1.0,11250,3480,3300,5250,3480,28800,8000,2250,13500,8580,14240
426457,448500,Thunder (dot),60,1.0,11250,3480,3300,5250,3480,28800,8000,2250,13500,8640,14240
448457,449617,Blizzard IV,300,1.0,11250,3480,3600,5250,3480,28800,8000,2250,13500,8640,14240
449267,449799,Auto,90,1.0,11340,3480,3600,5250,3480,28800,8000,2250,13500,8640,14240
450607,451277,Paradox,540,1.0,11340,3480,3600,5250,3480,28800,8000,2250,14040,8640,14240
426457,451500,Thunder (dot),60,1.0,11340,3480,3600,5250,3480,28800,8000,2250,14040,8700,14240
452547,453079,Auto,90,1.0,11430,3480,3600,5250,3480,28800,8000,2250,14040,8700,14240
426457,454500,Thunder (dot),60,1.0,11430,3480,3600,5250,3480,28800,8000,2250,14040,8760,14240
454407,455167,High Thunder,150,1.0,11430,3480,3600,5250,3480,28800,8000,2400,14040,8760,14240
454907,456197,Fire III,290,1.0,11430,3480,3600,5250,3770,28800,8000,2400,14040,8760,14240
455827,456359,Auto,90,1.0,11520,3480,3600,5250,3770,28800,8000,2400,14040,8760,14240
454407,457500,Thunder (dot),60,1.0,11520,3480,3600,5250,3770,28800,8000,2400,14040,8820,14240
458277,459437,Fire IV,300,1.0,11520,3480,3600,5250,3770,29100,8000,2400,14040,8820,14240
459107,459639,Auto,90,1.0,11610,3480,3600,5250,3770,29100,8000,2400,14040,8820,14240
454407,460500,Thunder (dot),60,1.0,11610,3480,3600,5250,3770,29100,8000,2400,14040,8880,14240
460427,461587,Fire IV,300,1.0,11610,3480,3600,5250,3770,29400,8000,2400,14040,8880,14240
454407,463500,Thunder (dot),60,1.0,11610,3480,3600,5250,3770,29400,8000,2400,14040,8940,14240
463077,463609,Auto,90,1.0,11700,3480,3600,5250,3770,29400,8000,2400,14040,8940,14240
462577,463737,Fire IV,300,1.0,11700,3480,3600,5250,3770,29700,8000,2400,14040,8940,14240
464727,465887,Fire IV,300,1.0,11700,3480,3600,5250,3770,30000,8000,2400,14040,8940,14240
454407,466500,Thunder (dot),60,1.0,11700,3480,3600,5250,3770,30000,8000,2400,14040,9000,14240
467377,467909,Auto,90,1.0,11790,3480,3600,5250,3770,30000,8000,2400,14040,9000,14240
466877,468037,Fire IV,300,1.0,11790,3480,3600,5250,3770,30300,8000,2400,14040,9000,14240
454407,469500,Thunder (dot),60,1.0,11790,3480,3600,5250,3770,30300,8000,2400,14040,9060,14240
469027,470187,Fire IV,300,1.0,11790,3480,3600,5250,3770,30600,8000,2400,14040,9060,14240
469957,470627,Paradox,540,1.0,11790,3480,3600,5250,3770,30600,8000,2400,14580,9060,14240
470657,471189,Auto,90,1.0,11880,3480,3600,5250,3770,30600,8000,2400,14580,9060,14240
454407,472500,Thunder (dot),60,1.0,11880,3480,3600,5250,3770,30600,8000,2400,14580,9120,14240
472107,472597,Despair,350,1.0,11880,3480,3600,5600,3770,30600,8000,2400,14580,9120,14240
473937,474469,Auto,90,1.0,11970,3480,3600,5600,3770,30600,8000,2400,14580,9120,14240
454407,475500,Thunder (dot),60,1.0,11970,3480,3600,5600,3770,30600,8000,2400,14580,9180,14240
475477,476097,Flare Star,500,1.0,11970,3480,3600,5600,3770,30600,8500,2400,14580,9180,14240
476407,477027,Xenoglossy,890,1.0,11970,3480,3600,5600,3770,30600,8500,2400,14580,9180,15130
477217,477749,Auto,90,1.0,12060,3480,3600,5600,3770,30600,8500,2400,14580,9180,15130
454407,478500,Thunder (dot),60,1.0,12060,3480,3600,5600,3770,30600,8500,2400,14580,9240,15130
479777,480937,Fire IV,300,1.0,12060,3480,3600,5600,3770,30900,8500,2400,14580,9240,15130
480497,481029,Auto,90,1.0,12150,3480,3600,5600,3770,30900,8500,2400,14580,9240,15130
454407,481500,Thunder (dot),60,1.0,12150,3480,3600,5600,3770,30900,8500,2400,14580,9300,15130
481927,483087,Fire IV,300,1.0,12150,3480,3600,5600,3770,31200,8500,2400,14580,9300,15130
482857,483527,Paradox,540,1.0,12150,3480,3600,5600,3770,31200,8500,2400,15120,9300,15130
483777,484309,Auto,90,1.0,12240,3480,3600,5600,3770,31200,8500,2400,15120,9300,15130
454407,484500,Thunder (dot),60,1.0,12240,3480,3600,5600,3770,31200,8500,2400,15120,9360,15130
486017,487177,Fire IV,300,1.0,12240,3480,3600,5600,3770,31500,8500,2400,15120,9360,15130
488207,488967,High Thunder,150,1.0,12240,3480,3600,5600,3770,31500,8500,2550,15120,9360,15130
488707,489239,Auto,90,1.0,12330,3480,3600,5600,3770,31500,8500,2550,15120,9360,15130
488207,490500,Thunder (dot),60,1.0,12330,3480,3600,5600,3770,31500,8500,2550,15120,9420,15130
489677,490837,Fire IV,300,1.0,12330,3480,3600,5600,3770,31800,8500,2550,15120,9420,15130
492007,492539,Auto,90,1.0,12420,3480,3600,5600,3770,31800,8500,2550,15120,9420,15130
491507,492667,Fire IV,300,1.0,12420,3480,3600,5600,3770,32100,8500,2550,15120,9420,15130
488207,493500,Thunder (dot),60,1.0,12420,3480,3600,5600,3770,32100,8500,2550,15120,9480,15130
493338,494498,Fire IV,300,1.0,12420,3480,3600,5600,3770,32400,8500,2550,15120,9480,15130
495168,495788,Flare Star,500,1.0,12420,3480,3600,5600,3770,32400,9000,2550,15120,9480,15130
495668,496200,Auto,90,1.0,12510,3480,3600,5600,3770,32400,9000,2550,15120,9480,15130
488207,496500,Thunder (dot),60,1.0,12510,3480,3600,5600,3770,32400,9000,2550,15120,9540,15130
496038,496658,Xenoglossy,890,1.0,12510,3480,3600,5600,3770,32400,9000,2550,15120,9540,16020
497868,498488,Xenoglossy,890,1.0,12510,3480,3600,5600,3770,32400,9000,2550,15120,9540,16910
498448,498980,Auto,90,1.0,12600,3480,3600,5600,3770,32400,9000,2550,15120,9540,16910
488207,499500,Thunder (dot),60,1.0,12600,3480,3600,5600,3770,32400,9000,2550,15120,9600,16910
499698,500318,Xenoglossy,890,1.0,12600,3480,3600,5600,3770,32400,9000,2550,15120,9600,17800
501228,501760,Auto,90,1.0,12690,3480,3600,5600,3770,32400,9000,2550,15120,9600,17800
501528,502018,Despair,350,1.0,12690,3480,3600,5950,3770,32400,9000,2550,15120,9600,17800
488207,502500,Thunder (dot),60,1.0,12690,3480,3600,5950,3770,32400,9000,2550,15120,9660,17800
503358,503978,Xenoglossy,890,1.0,12690,3480,3600,5950,3770,32400,9000,2550,15120,9660,18690
504008,504540,Auto,90,1.0,12780,3480,3600,5950,3770,32400,9000,2550,15120,9660,18690
488207,505500,Thunder (dot),60,1.0,12780,3480,3600,5950,3770,32400,9000,2550,15120,9720,18690
505188,505858,Paradox,540,1.0,12780,3480,3600,5950,3770,32400,9000,2550,15660,9720,18690
506788,507320,Auto,90,1.0,12870,3480,3600,5950,3770,32400,9000,2550,15660,9720,18690
507338,508178,Blizzard III,290,1.0,12870,3770,3600,5950,3770,32400,9000,2550,15660,9720,18690
488207,508500,Thunder (dot),60,1.0,12870,3770,3600,5950,3770,32400,9000,2550,15660,9780,18690
510068,510600,Auto,90,1.0,12960,3770,3600,5950,3770,32400,9000,2550,15660,9780,18690
509488,510648,Blizzard IV,300,1.0,12960,3770,3900,5950,3770,32400,9000,2550,15660,9780,18690
488207,511500,Thunder (dot),60,1.0,12960,3770,3900,5950,3770,32400,9000,2550,15660,9840,18690
511638,512928,Fire III,290,1.0,12960,3770,3900,5950,4060,32400,9000,2550,15660,9840,18690
513348,513880,Auto,90,1.0,13050,3770,3900,5950,4060,32400,9000,2550,15660,9840,18690
