sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,30694.933,300.405,29704.103,364.134,226300,22376606,274308
Souleater,73,43818.342,46.514,4246.206,128.885,35040,3198739,97091
Syphon Strike,73,34755.849,36.824,3368.007,102.256,27740,2537177,77031
Edge of Shadow,47,48970.532,28.7,3055.307,117.815,21620,2301615,88752
Bloodspiller,37,57638.568,29.47,2830.982,121.825,22200,2132627,91773
Auto,255,8313.741,30.465,2814.226,45.97,22950,2120004,34630
Hard Slash,73,27290.274,29.071,2644.557,80.262,21900,1992190,60463
Torcleaver,13,83713.462,14.151,1444.644,105.722,10660,1088275,79642
Comeuppance,13,73502.538,12.425,1268.434,92.827,9360,955533,69928
Shadowbringer,14,68011.0,11.151,1263.949,89.243,8400,952154,67228
Scarlet Delirium,13,63292.231,10.699,1092.235,79.932,8060,822799,60214
Disesteem,7,113357.429,9.292,1053.344,105.179,7000,793502,79233
Carve and Spit,13,55126.615,9.319,951.321,69.619,7020,716646,52445
Disesteem (pet),7,74391.143,5.761,691.26,69.031,4340,520738,52002
Shadowbringer (pet),7,68390.286,5.297,635.499,63.463,3990,478732,47808
Salt and Darkness,9,49395.333,5.974,590.134,51.796,4500,444558,39019
Abyssal Drain (pet),7,50389.286,3.903,468.229,46.759,2940,352725,35224
Bloodspiller (pet),7,50389.286,3.903,468.229,46.759,2940,352725,35224
Edge of Shadow (pet),7,50389.286,3.903,468.229,46.759,2940,352725,35224
Salted Earth (dot),45,4873.0,2.987,291.093,11.399,2250,219285,8587
Salted Earth,9,4873.0,0.597,58.219,5.097,450,43857,3840
