sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,36913.313,363.307,42209.102,554.197,272290,31634709,415357
Gust Slash,79,41382.911,42.163,4362.048,130.623,31600,3269250,97899
Raiton,33,97319.182,32.583,4285.038,202.796,24420,3211533,151991
Aeolian Edge,52,58324.212,38.854,4046.639,149.542,29120,3032859,112078
Fleeting Raiju,33,91729.515,30.822,4038.921,190.967,23100,3027074,143125
Auto,342,8429.143,41.069,3846.377,56.095,30780,2882767,42042
Hyosho Ranryu,13,217176.308,22.549,3767.021,283.72,16900,2823292,212641
Spinning Edge,79,30820.62,31.622,3248.708,97.136,23700,2434829,72801
Bhavacakra,45,48114.267,25.218,2888.874,119.455,18900,2165142,89529
Armor Crush,27,51665.926,18.013,1861.274,95.48,13500,1394980,71560
Suiton,20,67333.25,15.477,1796.809,109.511,11600,1346665,82076
Tenri Jindo,7,156965.714,10.274,1466.038,150.573,7700,1098760,112851
Kunai's Bane,13,81775.615,12.142,1418.435,106.832,9100,1063083,80068
Dream Within a Dream,39,23127.462,9.367,1203.469,52.333,7020,901971,39222
Zesho Meppo,7,103082.714,6.738,962.778,99.297,5050,721579,74421
Phantom Kamaitachi (pet),9,76503.222,8.406,918.681,82.336,6300,688529,61709
Fuma Shuriken,7,71344.143,4.67,666.344,68.437,3500,499409,51292
Dokumori,7,44969.429,3.736,420.008,42.873,2800,314786,32132
Fleeting Raiju (pet),13,19693.077,2.775,341.585,25.782,2080,256010,19323
Spinning Edge (pet),10,15351.0,2.135,204.823,17.216,1600,153510,12903
Gust Slash (pet),9,15696.444,1.921,188.489,16.81,1440,141268,12599
Aeolian Edge (pet),8,15870.875,1.708,169.408,16.07,1280,126967,12044
Armor Crush (pet),5,16089.2,1.067,107.336,12.941,800,80446,9699
