sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abyssal Drain (pet),Auto,Bloodspiller,Bloodspiller (pet),Carve and Spit,Comeuppance,Disesteem,Disesteem (pet),Edge of Shadow,Edge of Shadow (pet),Hard Slash,Salt and Darkness,Salted Earth,Salted Earth (dot),Scarlet Delirium,Shadowbringer,Shadowbringer (pet),Souleater,Syphon Strike,Torcleaver
0,581,Hard Slash,24258.0,0,0,0,0,0,0,0,0,0,0,24258,0,0,0,0,0,0,0,0,0
581,1113,Auto,7166.0,0,7166,0,0,0,0,0,0,0,0,24258,0,0,0,0,0,0,0,0,0
1750,2374,Edge of Shadow,40245.0,0,7166,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,0,0
2500,3124,Syphon Strike,36565.0,0,7166,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,36565,0
3541,4073,Auto,8956.0,0,16122,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,36565,0
5000,5624,Souleater,48499.0,0,16122,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,48499,36565,0
6501,7033,Auto,10501.0,0,26623,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,48499,36565,0
6250,7150,Salted Earth,5921.0,0,26623,0,0,0,0,0,0,40245,0,24258,0,5921,0,0,0,0,48499,36565,0
6250,7500,Salted Earth (dot),5921.0,0,26623,0,0,0,0,0,0,40245,0,24258,0,5921,5921,0,0,0,48499,36565,0
7500,8081,Hard Slash,35540.0,0,26623,0,0,0,0,0,0,40245,0,59798,0,5921,5921,0,0,0,48499,36565,0
8125,8749,Edge of Shadow,54501.0,0,26623,0,0,0,0,0,0,94746,0,59798,0,5921,5921,0,0,0,48499,36565,0
8750,9416,Shadowbringer,71087.0,0,26623,0,0,0,0,0,0,94746,0,59798,0,5921,5921,0,71087,0,48499,36565,0
9925,9925,Abyssal Drain (pet),52811.0,52811,26623,0,0,0,0,0,0,94746,0,59798,0,5921,5921,0,71087,0,48499,36565,0
9461,9993,Auto,10501.0,52811,37124,0,0,0,0,0,0,94746,0,59798,0,5921,5921,0,71087,0,48499,36565,0
6250,10500,Salted Earth (dot),5921.0,52811,37124,0,0,0,0,0,0,94746,0,59798,0,5921,11842,0,71087,0,48499,36565,0
10000,10581,Scarlet Delirium,73455.0,52811,37124,0,0,0,0,0,0,94746,0,59798,0,5921,11842,73455,71087,0,48499,36565,0
11250,12007,Salt and Darkness,59238.0,52811,37124,0,0,0,0,0,0,94746,0,59798,59238,5921,11842,73455,71087,0,48499,36565,0
10625,12098,Carve and Spit,63976.0,52811,37124,0,0,63976,0,0,0,94746,0,59798,59238,5921,11842,73455,71087,0,48499,36565,0
12421,12953,Auto,10501.0,52811,47625,0,0,63976,0,0,0,94746,0,59798,59238,5921,11842,73455,71087,0,48499,36565,0
12500,13170,Comeuppance,85305.0,52811,47625,0,0,63976,85305,0,0,94746,0,59798,59238,5921,11842,73455,71087,0,48499,36565,0
6250,13500,Salted Earth (dot),5921.0,52811,47625,0,0,63976,85305,0,0,94746,0,59798,59238,5921,17763,73455,71087,0,48499,36565,0
13125,13749,Edge of Shadow,54501.0,52811,47625,0,0,63976,85305,0,0,149247,0,59798,59238,5921,17763,73455,71087,0,48499,36565,0
14325,14325,Shadowbringer (pet),71676.0,52811,47625,0,0,63976,85305,0,0,149247,0,59798,59238,5921,17763,73455,71087,71676,48499,36565,0
13750,14416,Shadowbringer,71087.0,52811,47625,0,0,63976,85305,0,0,149247,0,59798,59238,5921,17763,73455,142174,71676,48499,36565,0
15000,15620,Torcleaver,97153.0,52811,47625,0,0,63976,85305,0,0,149247,0,59798,59238,5921,17763,73455,142174,71676,48499,36565,97153
15381,15913,Auto,10501.0,52811,58126,0,0,63976,85305,0,0,149247,0,59798,59238,5921,17763,73455,142174,71676,48499,36565,97153
15625,16249,Edge of Shadow,54501.0,52811,58126,0,0,63976,85305,0,0,203748,0,59798,59238,5921,17763,73455,142174,71676,48499,36565,97153
6250,16500,Salted Earth (dot),5921.0,52811,58126,0,0,63976,85305,0,0,203748,0,59798,59238,5921,23684,73455,142174,71676,48499,36565,97153
16525,16525,Edge of Shadow (pet),52811.0,52811,58126,0,0,63976,85305,0,0,203748,52811,59798,59238,5921,23684,73455,142174,71676,48499,36565,97153
16625,17249,Edge of Shadow,54501.0,52811,58126,0,0,63976,85305,0,0,258249,52811,59798,59238,5921,23684,73455,142174,71676,48499,36565,97153
