sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6674.0,0,6674,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30295.0,0,6674,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,7008.0,0,13682,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,41688.0,0,13682,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,41688,0,0,0
6493,7025,Auto,10674.0,0,24356,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,41688,0,0,0
7500,8123,Gnashing Fang,56108.0,0,24356,0,0,0,30295,0,0,0,56108,0,0,23916,0,0,0,0,41688,0,0,0
8125,8927,Jugular Rip,28052.0,0,24356,0,0,0,30295,0,0,0,56108,0,28052,23916,0,0,0,0,41688,0,0,0
9293,9825,Auto,10674.0,0,35030,0,0,0,30295,0,0,0,56108,0,28052,23916,0,0,0,0,41688,0,0,0
10000,10716,Double Down,127530.0,0,35030,0,0,0,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,0,0,0
10625,11252,Bow Shock,19124.0,0,35030,0,19124,0,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,0,0,0
11250,11875,Blasting Zone,102023.0,0,35030,102023,19124,0,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,0,0,0
12093,12625,Auto,10674.0,0,45704,102023,19124,0,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,0,0,0
12500,13081,Sonic Break,43352.0,0,45704,102023,19124,0,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,43352,0,0
10625,13500,Bow Shock (dot),7648.0,0,45704,102023,19124,7648,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,43352,0,0
12500,13500,Sonic Break (dot),15300.0,0,45704,102023,19124,7648,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,43352,15300,0
14893,15425,Auto,10674.0,0,56378,102023,19124,7648,30295,0,127530,0,56108,0,28052,23916,0,0,0,0,41688,43352,15300,0
15000,15625,Savage Claw,63759.0,0,56378,102023,19124,7648,30295,0,127530,0,56108,0,28052,23916,0,0,0,63759,41688,43352,15300,0
15625,16382,Abdomen Tear,33152.0,33152,56378,102023,19124,7648,30295,0,127530,0,56108,0,28052,23916,0,0,0,63759,41688,43352,15300,0
10625,16500,Bow Shock (dot),7648.0,33152,56378,102023,19124,15296,30295,0,127530,0,56108,0,28052,23916,0,0,0,63759,41688,43352,15300,0
12500,16500,Sonic Break (dot),15300.0,33152,56378,102023,19124,15296,30295,0,127530,0,56108,0,28052,23916,0,0,0,63759,41688,43352,30600,0
17693,18225,Auto,10674.0,33152,67052,102023,19124,15296,30295,0,127530,0,56108,0,28052,23916,0,0,0,63759,41688,43352,30600,0
17500,18662,Wicked Talon,71411.0,33152,67052,102023,19124,15296,30295,0,127530,0,56108,0,28052,23916,0,0,0,63759,41688,43352,30600,71411
18125,19106,Eye Gouge,38256.0,33152,67052,102023,19124,15296,30295,0,127530,38256,56108,0,28052,23916,0,0,0,63759,41688,43352,30600,71411
12500,19500,Sonic Break (dot),15300.0,33152,67052,102023,19124,15296,30295,0,127530,38256,56108,0,28052,23916,0,0,0,63759,41688,43352,45900,71411
