sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,220.0,220,0,11258,0,0
3140,3940,Broil IV,44354.0,220,0,11258,44354,0
-200,4500,Biolysis (dot),11258.0,220,0,22516,44354,0
4620,5152,Auto,230.0,450,0,22516,44354,0
4600,5400,Broil IV,46572.0,450,0,22516,90926,0
-200,7500,Biolysis (dot),11258.0,450,0,33774,90926,0
7940,8740,Broil IV,54570.0,450,0,33774,145496,0
8440,8972,Auto,270.0,720,0,33774,145496,0
8543,9613,Energy Drain,17066.0,720,0,33774,145496,17066
-200,10500,Biolysis (dot),11258.0,720,0,45032,145496,17066
10340,11140,Broil IV,54570.0,720,0,45032,200066,17066
10943,12013,Energy Drain,17066.0,720,0,45032,200066,34132
11560,12092,Auto,270.0,990,0,45032,200066,34132
-200,13500,Biolysis (dot),11258.0,990,0,56290,200066,34132
12740,13540,Broil IV,54570.0,990,0,56290,254636,34132
13343,14413,Energy Drain,17066.0,990,0,56290,254636,51198
15140,15940,Broil IV,54570.0,990,0,56290,309206,51198
15640,16172,Auto,270.0,1260,0,56290,309206,51198
-200,16500,Biolysis (dot),11258.0,1260,0,67548,309206,51198
17540,18340,Broil IV,54570.0,1260,0,67548,363776,51198
18760,19292,Auto,270.0,1530,0,67548,363776,51198
-200,19500,Biolysis (dot),11258.0,1530,0,78806,363776,51198
18143,19500,Baneful Impaction (dot),24791.0,1530,24791,78806,363776,51198
19940,20740,Broil IV,54570.0,1530,24791,78806,418346,51198
20543,21613,Energy Drain,17066.0,1530,24791,78806,418346,68264
-200,22500,Biolysis (dot),11258.0,1530,24791,90064,418346,68264
18143,22500,Baneful Impaction (dot),24791.0,1530,49582,90064,418346,68264
22340,23140,Broil IV,54570.0,1530,49582,90064,472916,68264
22840,23372,Auto,270.0,1800,49582,90064,472916,68264
22943,24013,Energy Drain,17066.0,1800,49582,90064,472916,85330
24420,25490,Energy Drain,17066.0,1800,49582,90064,472916,102396
23800,25500,Biolysis (dot),14992.0,1800,49582,105056,472916,102396
18143,25500,Baneful Impaction (dot),24791.0,1800,74373,105056,472916,102396
25960,26492,Auto,245.0,2045,74373,105056,472916,102396
27140,27940,Broil IV,44354.0,2045,74373,105056,517270,102396
18143,28500,Baneful Impaction (dot),24791.0,2045,99164,105056,517270,102396
23800,28500,Biolysis (dot),14992.0,2045,99164,120048,517270,102396
29541,30341,Broil IV,44354.0,2045,99164,120048,561624,102396
30041,30573,Auto,220.0,2265,99164,120048,561624,102396
18143,31500,Baneful Impaction (dot),24791.0,2265,123955,120048,561624,102396
23800,31500,Biolysis (dot),14992.0,2265,123955,135040,561624,102396
31941,32741,Broil IV,40986.0,2265,123955,135040,602610,102396
33161,33693,Auto,220.0,2485,123955,135040,602610,102396
23800,34500,Biolysis (dot),14992.0,2485,123955,150032,602610,102396
34341,35141,Broil IV,40986.0,2485,123955,150032,643596,102396
23800,37500,Biolysis (dot),14992.0,2485,123955,165024,643596,102396
