sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,1027,34600.315,333.88,47360.421,422.082,250510,35534524,316688
Tendo Kaeshi Setsugekka,15,209587.0,21.991,4190.064,118.101,16500,3143805,88611
Tendo Setsugekka,15,207907.2,21.991,4156.481,117.053,16500,3118608,87825
Auto,315,9757.21,37.785,4096.389,61.918,28350,3073521,46457
Kaeshi: Setsugekka,22,116344.182,19.939,3411.398,79.255,14960,2559572,59465
Gekko,49,52144.327,27.429,3405.401,130.977,20580,2555072,98272
Hissatsu: Shinten,78,31060.231,25.99,3228.972,98.386,19500,2422698,73819
Midare Setsugekka,22,107663.0,19.939,3156.852,72.714,14960,2368586,54557
Gyofu,82,27822.317,26.23,3040.69,89.128,19680,2281430,66873
Kasha,38,50672.895,21.271,2566.4,111.286,15960,1925570,83498
Higanbana (dot),240,6762.667,15.994,2163.188,37.865,12000,1623040,28410
Shoha,18,88210.278,15.354,2116.2,135.322,11520,1587785,101532
Yukikaze,38,40068.868,17.22,2029.344,87.685,12920,1522617,65790
Kaeshi: Namikiri,7,215828.857,9.33,2013.597,82.288,7000,1510802,61741
Ogi Namikiri,7,215828.857,9.33,2013.597,82.288,7000,1510802,61741
Hissatsu: Senei,13,108681.231,13.861,1883.055,141.811,10400,1412856,106401
Zanshin,7,145100.429,8.77,1353.729,138.443,6580,1015703,103874
Jinpu,23,34274.0,9.196,1050.649,57.937,6900,788302,43470
Shifu,21,34274.0,8.397,959.288,55.361,6300,719754,41537
Higanbana,12,26740.667,3.199,427.68,33.485,2400,320888,25124
Hissatsu: Gyoten,5,14622.6,0.666,97.445,11.802,500,73113,8855
