sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Gekko,Gyofu,Higanbana,Higanbana (dot),Hissatsu: Gyoten,Hissatsu: Senei,Hissatsu: Shinten,Jinpu,Kaeshi: Namikiri,Kaeshi: Setsugekka,Kasha,Midare Setsugekka,Ogi Namikiri,Shifu,Shoha,Tendo Kaeshi Setsugekka,Tendo Setsugekka,Yukikaze,Zanshin
-650,110,Gekko,42462.0,0,42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,642,Auto,9146.0,9146,42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,2440,Kasha,51930.0,9146,42462,0,0,0,0,0,0,0,0,0,51930,0,0,0,0,0,0,0,0
2750,3282,Auto,9898.0,19044,42462,0,0,0,0,0,0,0,0,0,51930,0,0,0,0,0,0,0,0
4291,5091,Yukikaze,44139.0,19044,42462,0,0,0,0,0,0,0,0,0,51930,0,0,0,0,0,0,44139,0
5040,5572,Auto,10393.0,29437,42462,0,0,0,0,0,0,0,0,0,51930,0,0,0,0,0,0,44139,0
7041,8071,Tendo Setsugekka,234138.0,29437,42462,0,0,0,0,0,0,0,0,0,51930,0,0,0,0,0,234138,44139,0
7541,8073,Auto,12918.0,42355,42462,0,0,0,0,0,0,0,0,0,51930,0,0,0,0,0,234138,44139,0
7831,8501,Hissatsu: Senei,129098.0,42355,42462,0,0,0,0,129098,0,0,0,0,51930,0,0,0,0,0,234138,44139,0
8571,9601,Tendo Kaeshi Setsugekka,248186.0,42355,42462,0,0,0,0,129098,0,0,0,0,51930,0,0,0,0,248186,234138,44139,0
9831,10363,Auto,12918.0,55273,42462,0,0,0,0,129098,0,0,0,0,51930,0,0,0,0,248186,234138,44139,0
9811,10841,Zanshin,151689.0,55273,42462,0,0,0,0,129098,0,0,0,0,51930,0,0,0,0,248186,234138,44139,151689
