sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,64240.894,276.37,40954.962,634.182,207650,30771388,476491
Blizzard in Cyan,27,125342.889,30.904,4504.254,234.842,23220,3384258,176448
Comet in Black,21,146025.905,26.273,4081.395,243.058,19740,3066544,182621
Stone in Yellow,20,129808.45,23.957,3455.353,208.806,18000,2596169,156886
Hammer Brush,14,158128.429,10.807,2946.439,23.016,8120,2213798,17293
Polishing Hammer,14,152829.5,11.18,2847.703,22.102,8400,2139613,16606
Water in Blue,28,76329.0,21.242,2844.507,143.075,15960,2137212,107499
Hammer Stamp,14,152620.714,10.435,2843.813,22.209,7840,2136690,16687
Thunder in Magenta,14,145254.0,17.515,2706.547,197.173,13160,2033556,148145
Aero in Green,22,70983.0,15.519,2078.435,117.94,11660,1561626,88614
Rainbow Drip,9,165737.222,11.978,1985.281,180.262,9000,1491635,135439
Fire in Red,22,65637.0,14.348,1921.9,109.057,10780,1444014,81940
Star Prism,7,197405.0,10.248,1839.144,189.379,7700,1381835,142289
Holy in White,13,77292.846,9.862,1337.341,98.763,7410,1004807,74205
Retribution of the Madeen,5,189648.4,7.32,1262.056,154.318,5500,948242,115946
Mog of the Ages,5,161367.0,6.655,1073.851,131.276,5000,806835,98634
Fanged Muse,5,131388.8,5.324,874.355,107.09,4000,656944,80462
Winged Muse,5,129093.4,5.324,859.08,105.021,4000,645467,78907
Clawed Muse,5,115482.8,5.324,768.505,92.639,4000,577414,69604
Pom Muse,5,108945.8,5.324,725.003,86.341,4000,544729,64872
