sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,24400.206,307.042,27999.55,373.068,232520,21203779,282521
Auto,338,5976.947,40.17,2667.681,37.839,30420,2020208,28655
Sepulchre,34,47199.588,24.244,2119.117,94.685,18360,1604786,71704
Holy Spirit,35,44500.743,22.977,2056.71,90.68,17400,1557526,68671
Supplication,34,43228.235,22.448,1940.815,86.718,17000,1469760,65671
Blade of Honor,13,107327.308,17.166,1842.432,132.093,13000,1395255,100033
Blade of Valor,13,107327.308,17.166,1842.432,132.093,13000,1395255,100033
Confiteor,13,107327.308,17.166,1842.432,132.093,13000,1395255,100033
Royal Authority,34,39154.412,20.653,1757.913,78.336,15640,1331250,59323
Atonement,34,38499.382,20.653,1728.504,76.887,15640,1308979,58226
Blade of Truth,13,94446.462,15.106,1621.313,116.239,11440,1227804,88027
Blade of Faith,13,81569.462,13.047,1400.26,100.392,9880,1060403,76026
Expiacion,25,42346.96,14.856,1397.977,72.979,11250,1058674,55266
Goring Blade,13,75127.538,12.017,1289.675,92.464,9100,976658,70022
Riot Blade,34,26492.941,14.816,1189.452,52.605,11220,900760,39837
Imperator,13,61760.692,9.957,1060.213,75.987,7540,802889,57544
Fast Blade,34,17590.5,9.877,789.76,34.923,7480,598077,26447
Intervene,26,16095.0,5.15,552.589,28.013,3900,418470,21214
Circle of Scorn (dot),125,2820.68,4.952,465.588,10.866,3750,352585,8229
Circle of Scorn,25,13167.4,4.622,434.688,22.69,3500,329185,17183
