sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,40277.057,231.841,43901.274,401.753,173990,32946633,301504
Fire IV,156,82546.897,62.361,17158.979,241.804,46800,12877316,181467
Xenoglossy,31,146344.419,36.764,6045.106,191.02,27590,4536677,143355
Flare Star,26,138657.769,17.322,4803.786,165.864,13000,3605102,124476
Paradox,44,81094.182,31.66,4754.539,126.037,23760,3568144,94587
Thunder (dot),243,10388.206,19.428,3363.666,37.976,14580,2524334,28500
Despair,26,96068.846,12.126,3328.296,114.88,9100,2497790,86214
Fire III,20,59317.45,7.728,1580.806,62.461,5800,1186349,46875
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,43137.278,6.956,1034.645,42.857,5220,776471,32163
High Thunder,25,23019.36,4.997,766.83,26.996,3750,575484,20260
