sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,35403.478,363.307,40482.659,515.425,272290,30340781,386299
Gust Slash,79,41221.215,42.163,4345.004,129.927,31600,3256476,97377
Aeolian Edge,52,58030.5,38.854,4026.261,148.448,29120,3017586,111258
Raiton,33,90296.091,32.583,3975.806,184.31,24420,2979771,138136
Fleeting Raiju,33,85416.545,30.822,3760.956,174.35,23100,2818746,130671
Auto,342,8225.585,41.069,3753.489,54.124,30780,2813150,40565
Hyosho Ranryu,13,203603.923,22.549,3531.602,260.876,16900,2646851,195520
Spinning Edge,79,30800.342,31.622,3246.571,97.068,23700,2433227,72750
Bhavacakra,45,46543.044,25.218,2794.535,113.042,18900,2094437,84722
Armor Crush,27,51403.444,18.013,1851.818,94.742,13500,1387893,71007
Suiton,20,64305.8,15.477,1716.02,102.604,11600,1286116,76899
Kunai's Bane,13,76665.0,12.142,1329.789,98.23,9100,996645,73621
Tenri Jindo,7,140560.0,10.274,1312.811,131.915,7700,983920,98867
Dream Within a Dream,39,21682.077,9.367,1128.256,48.119,7020,845601,36064
Phantom Kamaitachi (pet),9,73207.667,8.406,879.106,77.958,6300,658869,58428
Zesho Meppo,7,92308.571,6.738,862.149,86.993,5050,646160,65199
Fuma Shuriken,7,63887.0,4.67,596.696,59.958,3500,447209,44937
Dokumori,7,42143.143,3.736,393.611,39.55,2800,295002,29642
Fleeting Raiju (pet),13,18242.692,2.775,316.428,23.398,2080,237155,17536
Spinning Edge (pet),10,15351.0,2.135,204.823,17.216,1600,153510,12903
Gust Slash (pet),9,15473.333,1.921,185.81,16.473,1440,139260,12346
Aeolian Edge (pet),8,15607.375,1.708,166.595,15.679,1280,124859,11751
Armor Crush (pet),5,15667.6,1.067,104.524,12.453,800,78338,9333
