sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6674.0,0,6674,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30295.0,0,6674,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,6674.0,0,13348,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,39703.0,0,13348,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,39703,0,0,0
6493,7025,Auto,8670.0,0,22018,0,0,0,30295,0,0,0,0,0,0,23916,0,0,0,0,39703,0,0,0
7500,8123,Gnashing Fang,45574.0,0,22018,0,0,0,30295,0,0,0,45574,0,0,23916,0,0,0,0,39703,0,0,0
8125,8927,Jugular Rip,22785.0,0,22018,0,0,0,30295,0,0,0,45574,0,22785,23916,0,0,0,0,39703,0,0,0
9293,9825,Auto,8670.0,0,30688,0,0,0,30295,0,0,0,45574,0,22785,23916,0,0,0,0,39703,0,0,0
10000,10716,Double Down,103588.0,0,30688,0,0,0,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,0,0,0
10625,11252,Bow Shock,15533.0,0,30688,0,15533,0,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,0,0,0
11250,11875,Blasting Zone,82869.0,0,30688,82869,15533,0,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,0,0,0
12093,12625,Auto,8670.0,0,39358,82869,15533,0,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,0,0,0
12500,13081,Sonic Break,35213.0,0,39358,82869,15533,0,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,35213,0,0
10625,13500,Bow Shock (dot),6212.0,0,39358,82869,15533,6212,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,35213,0,0
12500,13500,Sonic Break (dot),12427.0,0,39358,82869,15533,6212,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,35213,12427,0
14893,15425,Auto,8670.0,0,48028,82869,15533,6212,30295,0,103588,0,45574,0,22785,23916,0,0,0,0,39703,35213,12427,0
15000,15625,Savage Claw,51789.0,0,48028,82869,15533,6212,30295,0,103588,0,45574,0,22785,23916,0,0,0,51789,39703,35213,12427,0
15625,16382,Abdomen Tear,26928.0,26928,48028,82869,15533,6212,30295,0,103588,0,45574,0,22785,23916,0,0,0,51789,39703,35213,12427,0
12500,16500,Sonic Break (dot),12427.0,26928,48028,82869,15533,6212,30295,0,103588,0,45574,0,22785,23916,0,0,0,51789,39703,35213,24854,0
10625,16500,Bow Shock (dot),6212.0,26928,48028,82869,15533,12424,30295,0,103588,0,45574,0,22785,23916,0,0,0,51789,39703,35213,24854,0
17693,18225,Auto,8670.0,26928,56698,82869,15533,12424,30295,0,103588,0,45574,0,22785,23916,0,0,0,51789,39703,35213,24854,0
17500,18662,Wicked Talon,58004.0,26928,56698,82869,15533,12424,30295,0,103588,0,45574,0,22785,23916,0,0,0,51789,39703,35213,24854,58004
18125,19106,Eye Gouge,31073.0,26928,56698,82869,15533,12424,30295,0,103588,31073,45574,0,22785,23916,0,0,0,51789,39703,35213,24854,58004
10625,19500,Bow Shock (dot),6212.0,26928,56698,82869,15533,18636,30295,0,103588,31073,45574,0,22785,23916,0,0,0,51789,39703,35213,24854,58004
