sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
-630,37,Onslaught,12126.0,0,0,0,0,0,12126,0,0,0,0,0,0
37,569,Auto,8128.0,8128,0,0,0,0,12126,0,0,0,0,0,0
170,702,Heavy Swing,19401.0,8128,0,19401,0,0,12126,0,0,0,0,0,0
2670,3293,Maim,27490.0,8128,0,19401,0,27490,12126,0,0,0,0,0,0
3397,3929,Auto,8128.0,16256,0,19401,0,27490,12126,0,0,0,0,0,0
5170,6819,Storm's Eye,40431.0,16256,0,19401,0,27490,12126,0,0,0,40431,0,0
6757,7289,Auto,8941.0,25197,0,19401,0,27490,12126,0,0,0,40431,0,0
7670,8607,Inner Chaos,116187.0,25197,0,19401,116187,27490,12126,0,0,0,40431,0,0
8295,8918,Upheaval,40416.0,25197,0,19401,116187,27490,12126,0,0,0,40431,0,40416
8920,9587,Onslaught,14430.0,25197,0,19401,116187,27490,26556,0,0,0,40431,0,40416
10117,10649,Auto,9676.0,34873,0,19401,116187,27490,26556,0,0,0,40431,0,40416
10170,10793,Fell Cleave,96268.0,34873,96268,19401,116187,27490,26556,0,0,0,40431,0,40416
10795,11462,Onslaught,14430.0,34873,96268,19401,116187,27490,40986,0,0,0,40431,0,40416
12670,13293,Fell Cleave,96268.0,34873,192536,19401,116187,27490,40986,0,0,0,40431,0,40416
13477,14009,Auto,9676.0,44549,192536,19401,116187,27490,40986,0,0,0,40431,0,40416
15170,15793,Fell Cleave,96268.0,44549,288804,19401,116187,27490,40986,0,0,0,40431,0,40416
15795,16945,Primal Wrath,67369.0,44549,288804,19401,116187,27490,40986,0,0,67369,40431,0,40416
16837,17369,Auto,9676.0,54225,288804,19401,116187,27490,40986,0,0,67369,40431,0,40416
17670,18830,Primal Rend,119506.0,54225,288804,19401,116187,27490,40986,119506,0,67369,40431,0,40416
20197,20729,Auto,9676.0,63901,288804,19401,116187,27490,40986,119506,0,67369,40431,0,40416
20170,21230,Primal Ruination,132788.0,63901,288804,19401,116187,27490,40986,119506,132788,67369,40431,0,40416
22670,23607,Inner Chaos,116187.0,63901,288804,19401,232374,27490,40986,119506,132788,67369,40431,0,40416
