sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,6746.0,0,13492,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,40128.0,0,13492,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,40128,0,0,0
6493,7025,Auto,11201.0,0,24693,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,40128,0,0,0
7500,8123,Gnashing Fang,58875.0,0,24693,0,0,0,30619,0,0,0,58875,0,0,23916,0,0,0,0,40128,0,0,0
8125,8927,Jugular Rip,29435.0,0,24693,0,0,0,30619,0,0,0,58875,0,29435,23916,0,0,0,0,40128,0,0,0
9293,9825,Auto,11201.0,0,35894,0,0,0,30619,0,0,0,58875,0,29435,23916,0,0,0,0,40128,0,0,0
10000,10716,Double Down,133821.0,0,35894,0,0,0,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,0,0,0
10625,11252,Bow Shock,20067.0,0,35894,0,20067,0,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,0,0,0
11250,11875,Blasting Zone,107055.0,0,35894,107055,20067,0,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,0,0,0
12093,12625,Auto,11201.0,0,47095,107055,20067,0,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,0,0,0
12500,13081,Sonic Break,45490.0,0,47095,107055,20067,0,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,45490,0,0
10625,13500,Bow Shock (dot),8025.0,0,47095,107055,20067,8025,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,45490,0,0
12500,13500,Sonic Break (dot),16054.0,0,47095,107055,20067,8025,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,45490,16054,0
14893,15425,Auto,11201.0,0,58296,107055,20067,8025,30619,0,133821,0,58875,0,29435,23916,0,0,0,0,40128,45490,16054,0
15000,15625,Savage Claw,66904.0,0,58296,107055,20067,8025,30619,0,133821,0,58875,0,29435,23916,0,0,0,66904,40128,45490,16054,0
15625,16382,Abdomen Tear,34787.0,34787,58296,107055,20067,8025,30619,0,133821,0,58875,0,29435,23916,0,0,0,66904,40128,45490,16054,0
10625,16500,Bow Shock (dot),8025.0,34787,58296,107055,20067,16050,30619,0,133821,0,58875,0,29435,23916,0,0,0,66904,40128,45490,16054,0
12500,16500,Sonic Break (dot),16054.0,34787,58296,107055,20067,16050,30619,0,133821,0,58875,0,29435,23916,0,0,0,66904,40128,45490,32108,0
