sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,222.0,444,0,22516,44823,0
4600,5400,Broil IV,44823.0,444,0,22516,89646,0
-200,7500,Biolysis (dot),11258.0,444,0,33774,89646,0
7940,8740,Broil IV,57283.0,444,0,33774,146929,0
8440,8972,Auto,283.0,727,0,33774,146929,0
8543,9613,Energy Drain,17914.0,727,0,33774,146929,17914
-200,10500,Biolysis (dot),11258.0,727,0,45032,146929,17914
10340,11140,Broil IV,57283.0,727,0,45032,204212,17914
10943,12013,Energy Drain,17914.0,727,0,45032,204212,35828
11560,12092,Auto,283.0,1010,0,45032,204212,35828
-200,13500,Biolysis (dot),11258.0,1010,0,56290,204212,35828
12740,13540,Broil IV,57283.0,1010,0,56290,261495,35828
13343,14413,Energy Drain,17914.0,1010,0,56290,261495,53742
15140,15940,Broil IV,57283.0,1010,0,56290,318778,53742
15640,16172,Auto,283.0,1293,0,56290,318778,53742
-200,16500,Biolysis (dot),11258.0,1293,0,67548,318778,53742
17540,18340,Broil IV,57283.0,1293,0,67548,376061,53742
18760,19292,Auto,283.0,1576,0,67548,376061,53742
-200,19500,Biolysis (dot),11258.0,1576,0,78806,376061,53742
18143,19500,Baneful Impaction (dot),26023.0,1576,26023,78806,376061,53742
19940,20740,Broil IV,57283.0,1576,26023,78806,433344,53742
20543,21613,Energy Drain,17914.0,1576,26023,78806,433344,71656
-200,22500,Biolysis (dot),11258.0,1576,26023,90064,433344,71656
18143,22500,Baneful Impaction (dot),26023.0,1576,52046,90064,433344,71656
22340,23140,Broil IV,57283.0,1576,52046,90064,490627,71656
22840,23372,Auto,283.0,1859,52046,90064,490627,71656
22943,24013,Energy Drain,17914.0,1859,52046,90064,490627,89570
24420,25490,Energy Drain,17914.0,1859,52046,90064,490627,107484
23800,25500,Biolysis (dot),15737.0,1859,52046,105801,490627,107484
18143,25500,Baneful Impaction (dot),26023.0,1859,78069,105801,490627,107484
25960,26492,Auto,238.0,2097,78069,105801,490627,107484
27140,27940,Broil IV,44823.0,2097,78069,105801,535450,107484
23800,28500,Biolysis (dot),15737.0,2097,78069,121538,535450,107484
18143,28500,Baneful Impaction (dot),26023.0,2097,104092,121538,535450,107484
29541,30341,Broil IV,44823.0,2097,104092,121538,580273,107484
30041,30573,Auto,222.0,2319,104092,121538,580273,107484
23800,31500,Biolysis (dot),15737.0,2319,104092,137275,580273,107484
18143,31500,Baneful Impaction (dot),26023.0,2319,130115,137275,580273,107484
31941,32741,Broil IV,41419.0,2319,130115,137275,621692,107484
33161,33693,Auto,222.0,2541,130115,137275,621692,107484
23800,34500,Biolysis (dot),15737.0,2541,130115,153012,621692,107484
34341,35141,Broil IV,41419.0,2541,130115,153012,663111,107484
23800,37500,Biolysis (dot),15737.0,2541,130115,168749,663111,107484
36741,37541,Broil IV,41419.0,2541,130115,168749,704530,107484
37241,37773,Auto,222.0,2763,130115,168749,704530,107484
39141,39941,Broil IV,41419.0,2763,130115,168749,745949,107484
23800,40500,Biolysis (dot),15737.0,2763,130115,184486,745949,107484
40361,40893,Auto,222.0,2985,130115,184486,745949,107484
41541,42341,Broil IV,41419.0,2985,130115,184486,787368,107484
23800,43500,Biolysis (dot),15737.0,2985,130115,200223,787368,107484
43941,44741,Broil IV,41396.0,2985,130115,200223,828764,107484
44441,44973,Auto,221.0,3206,130115,200223,828764,107484
23800,46500,Biolysis (dot),15737.0,3206,130115,215960,828764,107484
46341,47141,Broil IV,41396.0,3206,130115,215960,870160,107484
47561,48093,Auto,221.0,3427,130115,215960,870160,107484
23800,49500,Biolysis (dot),15737.0,3427,130115,231697,870160,107484
48741,49541,Broil IV,41396.0,3427,130115,231697,911556,107484
51141,51941,Broil IV,41396.0,3427,130115,231697,952952,107484
51641,52173,Auto,221.0,3648,130115,231697,952952,107484
23800,52500,Biolysis (dot),15737.0,3648,130115,247434,952952,107484
54761,55293,Auto,221.0,3869,130115,247434,952952,107484
52601,55500,Biolysis (dot),11370.0,3869,130115,258804,952952,107484
55941,56741,Broil IV,41396.0,3869,130115,258804,994348,107484
52601,58500,Biolysis (dot),11370.0,3869,130115,270174,994348,107484
58341,59141,Broil IV,41396.0,3869,130115,270174,1035744,107484
58841,59373,Auto,221.0,4090,130115,270174,1035744,107484
52601,61500,Biolysis (dot),11370.0,4090,130115,281544,1035744,107484
60741,61541,Broil IV,41396.0,4090,130115,281544,1077140,107484
61961,62493,Auto,221.0,4311,130115,281544,1077140,107484
63141,63941,Broil IV,41396.0,4311,130115,281544,1118536,107484
52601,64500,Biolysis (dot),11370.0,4311,130115,292914,1118536,107484
65541,66341,Broil IV,41396.0,4311,130115,292914,1159932,107484
66041,66573,Auto,221.0,4532,130115,292914,1159932,107484
52601,67500,Biolysis (dot),11370.0,4532,130115,304284,1159932,107484
