sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,729,33178.235,300.405,32107.244,412.646,226300,24186933,310853
Souleater,73,44933.0,46.514,4354.221,134.339,35040,3280109,101200
Edge of Shadow,47,55595.681,28.7,3468.655,138.586,21620,2612997,104399
Syphon Strike,73,35632.822,36.824,3452.99,106.53,27740,2601196,80251
Bloodspiller,37,61211.243,29.47,3006.458,133.239,22200,2264816,100371
Auto,255,8692.067,30.465,2942.29,49.282,22950,2216477,37125
Hard Slash,73,27978.863,29.071,2711.285,83.606,21900,2042457,62982
Torcleaver,13,92644.077,14.151,1598.76,121.195,10660,1204373,91298
Shadowbringer,14,79688.857,11.151,1480.975,107.901,8400,1115644,81284
Comeuppance,13,81343.769,12.425,1403.75,106.412,9360,1057469,80162
Disesteem,7,132821.857,9.292,1234.212,127.172,7000,929753,95801
Scarlet Delirium,13,70044.923,10.699,1208.766,91.629,8060,910584,69026
Carve and Spit,13,61007.538,9.319,1052.808,79.807,7020,793098,60120
Disesteem (pet),7,87163.714,5.761,809.946,83.463,4340,610146,62874
Shadowbringer (pet),7,80132.286,5.297,744.608,76.729,3990,560926,57801
Salt and Darkness,9,52900.333,5.974,632.009,57.417,4500,476103,43253
Abyssal Drain (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Bloodspiller (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Edge of Shadow (pet),7,59040.429,3.903,548.618,56.534,2940,413283,42588
Salted Earth (dot),45,5017.333,2.987,299.714,11.958,2250,225780,9008
Salted Earth,9,5017.333,0.597,59.943,5.347,450,45156,4028
