sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,953,31226.224,290.557,39633.204,452.096,218165,29758591,339456
Drakesbane,60,64931.617,36.758,5188.649,145.446,27600,3895897,109208
Auto,268,10745.888,32.124,3835.517,63.471,24120,2879898,47657
Raiden Thrust,59,40781.017,25.145,3204.475,112.899,18880,2406080,84770
Heavens' Thrust,30,65250.9,18.379,2607.081,104.62,13800,1957527,78554
Wyrmwind Thrust,29,59936.483,16.994,2314.92,116.615,12760,1738158,87560
Stardiver,13,129966.615,14.544,2250.204,168.569,10920,1689566,126570
Mirage Dive,25,58531.0,12.652,1948.825,105.218,9500,1463275,79003
Nastrond,13,111398.154,12.466,1928.715,144.487,9360,1448176,108488
Starcross,13,108307.462,12.12,1875.204,140.478,9100,1407997,105478
Chaotic Spring (dot),239,5743.682,14.324,1828.248,31.941,10755,1372740,23983
High Jump,25,53963.08,13.318,1796.733,97.672,10000,1349077,73337
Chaotic Spring,30,44260.267,13.585,1768.406,83.942,10200,1327808,63028
Wheeling Thrust,30,44007.967,13.585,1758.326,87.069,10200,1320239,65376
Fang and Claw,30,43719.567,13.585,1746.803,86.431,10200,1311587,64897
Lance Barrage,30,43518.167,13.585,1738.756,85.971,10200,1305545,64551
Spiral Blow,30,38050.3,11.986,1520.289,75.161,9000,1141509,56435
Rise of the Dragon,7,90380.429,5.128,842.596,86.589,3850,632663,65015
Dragonfire Dive,7,82165.0,4.661,766.005,78.717,3500,575155,59105
Geirskogul,13,36328.462,4.848,628.98,46.457,3640,472270,34882
Piercing Talon,1,39705.0,0.466,52.88,14.055,350,39705,10553
True Thrust,1,23719.0,0.306,31.59,8.396,230,23719,6304
