sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Chaotic Spring,Chaotic Spring (dot),Dragonfire Dive,Drakesbane,Fang and Claw,Geirskogul,Heavens' Thrust,High Jump,Lance Barrage,Mirage Dive,Nastrond,Piercing Talon,Raiden Thrust,Rise of the Dragon,Spiral Blow,Starcross,Stardiver,True Thrust,Wheeling Thrust,Wyrmwind Thrust
0,760,True Thrust,23719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,0
760,1292,Auto,8653.0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23719,0,0
2500,3880,Spiral Blow,30938.0,8653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
3560,4092,Auto,9993.0,18646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
5000,5450,Chaotic Spring,48205.0,18646,48205,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
6360,6892,Auto,14415.0,33061,48205,0,0,0,0,0,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
6240,6910,Geirskogul,39696.0,33061,48205,0,0,0,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
5000,7500,Chaotic Spring (dot),6375.0,33061,48205,6375,0,0,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,0,0
7500,8120,Wheeling Thrust,58402.0,33061,48205,6375,0,0,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,58402,0
8119,8919,Dragonfire Dive,85885.0,33061,48205,6375,85885,0,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,58402,0
9160,9692,Auto,14415.0,47476,48205,6375,85885,0,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,58402,0
5000,10500,Chaotic Spring (dot),6375.0,47476,48205,12750,85885,0,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,58402,0
10000,10620,Drakesbane,110472.0,47476,48205,12750,85885,110472,0,39696,0,0,0,0,0,0,0,0,30938,0,0,23719,58402,0
10620,11110,High Jump,68707.0,47476,48205,12750,85885,110472,0,39696,0,68707,0,0,0,0,0,0,30938,0,0,23719,58402,0
11420,12180,Nastrond,123676.0,47476,48205,12750,85885,110472,0,39696,0,68707,0,0,123676,0,0,0,30938,0,0,23719,58402,0
11960,12492,Auto,14415.0,61891,48205,12750,85885,110472,0,39696,0,68707,0,0,123676,0,0,0,30938,0,0,23719,58402,0
12500,13120,Raiden Thrust,54965.0,61891,48205,12750,85885,110472,0,39696,0,68707,0,0,123676,0,54965,0,30938,0,0,23719,58402,0
5000,13500,Chaotic Spring (dot),6375.0,61891,48205,19125,85885,110472,0,39696,0,68707,0,0,123676,0,54965,0,30938,0,0,23719,58402,0
13120,14410,Stardiver,144292.0,61891,48205,19125,85885,110472,0,39696,0,68707,0,0,123676,0,54965,0,30938,0,144292,23719,58402,0
14760,15292,Auto,14415.0,76306,48205,19125,85885,110472,0,39696,0,68707,0,0,123676,0,54965,0,30938,0,144292,23719,58402,0
15000,15940,Lance Barrage,58402.0,76306,48205,19125,85885,110472,0,39696,0,68707,58402,0,123676,0,54965,0,30938,0,144292,23719,58402,0
5000,16500,Chaotic Spring (dot),6375.0,76306,48205,25500,85885,110472,0,39696,0,68707,58402,0,123676,0,54965,0,30938,0,144292,23719,58402,0
15620,16600,Starcross,120245.0,76306,48205,25500,85885,110472,0,39696,0,68707,58402,0,123676,0,54965,0,30938,120245,144292,23719,58402,0
17560,18092,Auto,14415.0,90721,48205,25500,85885,110472,0,39696,0,68707,58402,0,123676,0,54965,0,30938,120245,144292,23719,58402,0
17500,18210,Heavens' Thrust,110472.0,90721,48205,25500,85885,110472,0,39696,110472,68707,58402,0,123676,0,54965,0,30938,120245,144292,23719,58402,0
18120,19280,Rise of the Dragon,94477.0,90721,48205,25500,85885,110472,0,39696,110472,68707,58402,0,123676,0,54965,94477,30938,120245,144292,23719,58402,0
5000,19500,Chaotic Spring (dot),6375.0,90721,48205,31875,85885,110472,0,39696,110472,68707,58402,0,123676,0,54965,94477,30938,120245,144292,23719,58402,0
18740,19540,Mirage Dive,65271.0,90721,48205,31875,85885,110472,0,39696,110472,68707,58402,65271,123676,0,54965,94477,30938,120245,144292,23719,58402,0
20000,20620,Fang and Claw,58402.0,90721,48205,31875,85885,110472,58402,39696,110472,68707,58402,65271,123676,0,54965,94477,30938,120245,144292,23719,58402,0
20360,20892,Auto,14415.0,105136,48205,31875,85885,110472,58402,39696,110472,68707,58402,65271,123676,0,54965,94477,30938,120245,144292,23719,58402,0
5000,22500,Chaotic Spring (dot),6375.0,105136,48205,38250,85885,110472,58402,39696,110472,68707,58402,65271,123676,0,54965,94477,30938,120245,144292,23719,58402,0
22500,23120,Drakesbane,79015.0,105136,48205,38250,85885,189487,58402,39696,110472,68707,58402,65271,123676,0,54965,94477,30938,120245,144292,23719,58402,0
