sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Fell Cleave,Heavy Swing,Inner Chaos,Maim,Onslaught,Primal Rend,Primal Ruination,Primal Wrath,Storm's Eye,Storm's Path,Upheaval
-630,37,Onslaught,12126.0,0,0,0,0,0,12126,0,0,0,0,0,0
37,569,Auto,8128.0,8128,0,0,0,0,12126,0,0,0,0,0,0
170,702,Heavy Swing,19401.0,8128,0,19401,0,0,12126,0,0,0,0,0,0
2670,3293,Maim,27490.0,8128,0,19401,0,27490,12126,0,0,0,0,0,0
3397,3929,Auto,8128.0,16256,0,19401,0,27490,12126,0,0,0,0,0,0
5170,6819,Storm's Eye,42452.0,16256,0,19401,0,27490,12126,0,0,0,42452,0,0
6757,7289,Auto,9889.0,26145,0,19401,0,27490,12126,0,0,0,42452,0,0
7670,8607,Inner Chaos,129656.0,26145,0,19401,129656,27490,12126,0,0,0,42452,0,0
8295,8918,Upheaval,44706.0,26145,0,19401,129656,27490,12126,0,0,0,42452,0,44706
8920,9587,Onslaught,15962.0,26145,0,19401,129656,27490,28088,0,0,0,42452,0,44706
10117,10649,Auto,10703.0,36848,0,19401,129656,27490,28088,0,0,0,42452,0,44706
10170,10793,Fell Cleave,107427.0,36848,107427,19401,129656,27490,28088,0,0,0,42452,0,44706
10795,11462,Onslaught,15962.0,36848,107427,19401,129656,27490,44050,0,0,0,42452,0,44706
12670,13293,Fell Cleave,107427.0,36848,214854,19401,129656,27490,44050,0,0,0,42452,0,44706
13477,14009,Auto,10703.0,47551,214854,19401,129656,27490,44050,0,0,0,42452,0,44706
15170,15793,Fell Cleave,107427.0,47551,322281,19401,129656,27490,44050,0,0,0,42452,0,44706
15795,16945,Primal Wrath,74519.0,47551,322281,19401,129656,27490,44050,0,0,74519,42452,0,44706
16837,17369,Auto,10703.0,58254,322281,19401,129656,27490,44050,0,0,74519,42452,0,44706
17670,18830,Primal Rend,133361.0,58254,322281,19401,129656,27490,44050,133361,0,74519,42452,0,44706
20197,20729,Auto,10703.0,68957,322281,19401,129656,27490,44050,133361,0,74519,42452,0,44706
20170,21230,Primal Ruination,148182.0,68957,322281,19401,129656,27490,44050,133361,148182,74519,42452,0,44706
22670,23607,Inner Chaos,129656.0,68957,322281,19401,259312,27490,44050,133361,148182,74519,42452,0,44706
