sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,857,35451.645,363.307,40537.736,522.398,272290,30382060,391525
Gust Slash,79,41252.544,42.163,4348.306,130.091,31600,3258951,97500
Aeolian Edge,52,58047.058,38.854,4027.41,148.808,29120,3018447,111528
Raiton,33,90497.273,32.583,3984.664,187.599,24420,2986410,140601
Fleeting Raiju,33,85606.364,30.822,3769.313,177.461,23100,2825010,133003
Auto,342,8231.392,41.069,3756.139,54.461,30780,2815136,40817
Hyosho Ranryu,13,203992.615,22.549,3538.344,264.92,16900,2651904,198551
Spinning Edge,79,30823.481,31.622,3249.01,97.212,23700,2435055,72858
Bhavacakra,45,46493.022,25.218,2791.532,113.968,18900,2092186,85416
Armor Crush,27,51410.963,18.013,1852.089,94.868,13500,1388096,71101
Suiton,20,64392.45,15.477,1718.333,103.817,11600,1287849,77808
Kunai's Bane,13,76811.462,12.142,1332.33,99.754,9100,998549,74763
Tenri Jindo,7,141029.714,10.274,1317.198,135.285,7700,987208,101393
Dream Within a Dream,39,21723.308,9.367,1130.402,48.865,7020,847209,36623
Phantom Kamaitachi (pet),9,73705.0,8.406,885.078,79.305,6300,663345,59437
Zesho Meppo,7,92616.429,6.738,865.024,89.217,5050,648315,66866
Fuma Shuriken,7,64100.286,4.67,598.688,61.49,3500,448702,46085
Dokumori,7,42143.143,3.736,393.611,39.55,2800,295002,29642
Fleeting Raiju (pet),13,18282.769,2.775,317.123,23.81,2080,237676,17845
Spinning Edge (pet),10,15351.0,2.135,204.823,17.216,1600,153510,12903
Gust Slash (pet),9,15575.667,1.921,187.039,16.652,1440,140181,12480
Aeolian Edge (pet),8,15615.0,1.708,166.676,15.747,1280,124920,11802
Armor Crush (pet),5,15679.8,1.067,104.605,12.537,800,78399,9396
