sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,607,40057.895,231.841,43662.391,399.028,173990,32767358,299459
Fire IV,156,82266.923,62.361,17100.781,240.898,46800,12833640,180787
Xenoglossy,31,144054.935,36.764,5950.534,187.989,27590,4465703,141080
Flare Star,26,137878.192,17.322,4776.778,164.851,13000,3584833,123716
Paradox,44,80938.523,31.66,4745.413,125.772,23760,3561295,94388
Thunder (dot),243,10315.177,19.428,3340.02,37.688,14580,2506588,28284
Despair,26,95604.615,12.126,3312.213,114.276,9100,2485720,85761
Fire III,20,59249.15,7.728,1578.986,62.377,5800,1184983,46812
Blizzard IV,18,44387.0,7.195,1064.619,44.088,5400,798966,33087
Blizzard III,18,43012.167,6.956,1031.644,42.724,5220,774219,32063
High Thunder,25,22856.44,4.997,761.403,26.79,3750,571411,20105
