sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_expected,sim_weight,sim_target,sim_conditions,sim_variance,sim_buffs,sim_application_timestamp
100,100,Swiftcast,,,,,,,[],
-1200,590,Fire III,290.0,33775.0,,Boss1,['3 Astral Fire'],35211484.0,[],
800,800,Grade 4 Gemdraught,,,,,,,[],
590,1122,Auto,90.0,0.0,,Boss1,[],0.0,['Enochian'],
1050,1810,High Thunder,150.0,22191.0,,Boss1,[],15203066.0,['Enochian'],
2250,2250,Amplifier,,,,,,,[],
1550,2710,Fire IV,300.0,86475.0,,Boss1,['3 Astral Fire'],230834749.0,"['Enochian', 'Grade 4 Gemdraught', 'Swiftcast']",
2950,2950,Ley Lines,,,,,,,[],
3491,3491,Dokumori,,,,,,,[],
3491,3491,Dokumori,,,,,,,[],
3491,3491,Dokumori,,,,,,,[],
1050,4500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
4644,4644,Arcane Circle,,,,,,,[],5269.0
5160,5692,Auto,90.0,0.0,,Boss1,[],0.0,"['Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
4660,5820,Fire IV,300.0,90799.0,,Boss1,['3 Astral Fire'],254491485.0,"['Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
1050,7500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
6490,7650,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
8820,9352,Auto,90.0,0.0,,Boss1,[],0.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
8320,9480,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
1050,10500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
10150,11310,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
11020,11640,Xenoglossy,890.0,154131.0,,Boss1,[],733345339.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
11720,11720,Manafont,,,,,,,[],
11600,12132,Auto,90.0,0.0,,Boss1,[],0.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
1050,13500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
14380,14912,Auto,90.0,0.0,,Boss1,[],0.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
13810,14970,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
15641,16261,Flare Star,500.0,155879.0,,Boss1,['3 Astral Fire'],750032173.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
1050,16500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
17971,18503,Auto,90.0,0.0,,Boss1,[],0.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
17471,18631,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
1050,19500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
19301,20461,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
21631,22163,Auto,90.0,0.0,,Boss1,[],0.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
21131,22291,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught', 'Ley Lines']",
1050,22500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
22961,24121,Fire IV,300.0,93523.0,,Boss1,['3 Astral Fire'],269989736.0,"['Arcane Circle', 'Dokumori', 'Enochian', 'Grade 4 Gemdraught']",
1050,25500,Thunder (dot),60.0,10027.0,,Boss1,[],3103341.0,['Enochian'],
25481,26241,High Thunder,150.0,24019.0,,Boss1,[],17807052.0,"['Enochian', 'Grade 4 Gemdraught']",
25981,26513,Auto,90.0,0.0,,Boss1,[],0.0,"['Enochian', 'Grade 4 Gemdraught']",
27201,28361,Fire IV,300.0,86475.0,,Boss1,['3 Astral Fire'],230834749.0,"['Enochian', 'Grade 4 Gemdraught']",
25481,28500,Thunder (dot),60.0,10853.0,,Boss1,[],3636061.0,"['Enochian', 'Grade 4 Gemdraught']",
29851,30383,Auto,90.0,0.0,,Boss1,[],0.0,"['Enochian', 'Grade 4 Gemdraught']",
29351,30511,Fire IV,300.0,86475.0,,Boss1,['3 Astral Fire'],230834749.0,"['Enochian', 'Grade 4 Gemdraught']",
25481,31500,Thunder (dot),60.0,10853.0,,Boss1,[],3636061.0,"['Enochian', 'Grade 4 Gemdraught']",
