sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abdomen Tear,Auto,Blasting Zone,Bow Shock,Bow Shock (dot),Brutal Shell,Burst Strike,Double Down,Eye Gouge,Gnashing Fang,Hypervelocity,Jugular Rip,Keen Edge,Lion Heart,Noble Blood,Reign of Beasts,Savage Claw,Solid Barrel,Sonic Break,Sonic Break (dot),Wicked Talon
0,893,Keen Edge,23916.0,0,0,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
893,1425,Auto,6746.0,0,6746,0,0,0,0,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
2500,3574,Brutal Shell,30619.0,0,6746,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
3693,4225,Auto,6746.0,0,13492,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,0,0,0,0
5000,6653,Solid Barrel,40128.0,0,13492,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,40128,0,0,0
6493,7025,Auto,10357.0,0,23849,0,0,0,30619,0,0,0,0,0,0,23916,0,0,0,0,40128,0,0,0
7500,8123,Gnashing Fang,54438.0,0,23849,0,0,0,30619,0,0,0,54438,0,0,23916,0,0,0,0,40128,0,0,0
8125,8927,Jugular Rip,27217.0,0,23849,0,0,0,30619,0,0,0,54438,0,27217,23916,0,0,0,0,40128,0,0,0
9293,9825,Auto,10357.0,0,34206,0,0,0,30619,0,0,0,54438,0,27217,23916,0,0,0,0,40128,0,0,0
10000,10716,Double Down,123736.0,0,34206,0,0,0,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,0,0,0
10625,11252,Bow Shock,18555.0,0,34206,0,18555,0,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,0,0,0
11250,11875,Blasting Zone,98987.0,0,34206,98987,18555,0,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,0,0,0
12093,12625,Auto,10357.0,0,44563,98987,18555,0,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,0,0,0
12500,13081,Sonic Break,42062.0,0,44563,98987,18555,0,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,42062,0,0
12500,13500,Sonic Break (dot),14844.0,0,44563,98987,18555,0,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,42062,14844,0
10625,13500,Bow Shock (dot),7420.0,0,44563,98987,18555,7420,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,42062,14844,0
14893,15425,Auto,10357.0,0,54920,98987,18555,7420,30619,0,123736,0,54438,0,27217,23916,0,0,0,0,40128,42062,14844,0
15000,15625,Savage Claw,61863.0,0,54920,98987,18555,7420,30619,0,123736,0,54438,0,27217,23916,0,0,0,61863,40128,42062,14844,0
15625,16382,Abdomen Tear,32165.0,32165,54920,98987,18555,7420,30619,0,123736,0,54438,0,27217,23916,0,0,0,61863,40128,42062,14844,0
12500,16500,Sonic Break (dot),14844.0,32165,54920,98987,18555,7420,30619,0,123736,0,54438,0,27217,23916,0,0,0,61863,40128,42062,29688,0
10625,16500,Bow Shock (dot),7420.0,32165,54920,98987,18555,14840,30619,0,123736,0,54438,0,27217,23916,0,0,0,61863,40128,42062,29688,0
