sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
646829,648299,Burst Shot,20389.0,1040148,1041245,4490018,18696,616152,1477998,1898979,226080,1471639,1110926,3076362,688931,1945654,679755,12331,773295
646829,648299,Refulgent Arrow,8929.0,1040148,1041245,4490018,18696,616152,1477998,1898979,226080,1471639,1110926,3085291,688931,1945654,679755,12331,773295
647569,648599,Empyreal Arrow,32390.0,1040148,1041245,4490018,18696,616152,1510388,1898979,226080,1471639,1110926,3085291,688931,1945654,679755,12331,773295
629399,649500,Caustic Bite (dot),2493.0,1040148,1041245,4490018,18696,618645,1510388,1898979,226080,1471639,1110926,3085291,688931,1945654,679755,12331,773295
629399,649500,Stormbite (dot),3118.0,1040148,1041245,4490018,18696,618645,1510388,1898979,226080,1471639,1110926,3085291,688931,1945654,679755,12331,776413
648189,649839,Heartbreak Shot,11314.0,1040148,1041245,4490018,18696,618645,1510388,1910293,226080,1471639,1110926,3085291,688931,1945654,679755,12331,776413
649320,650790,Refulgent Arrow,9099.0,1040148,1041245,4490018,18696,618645,1510388,1910293,226080,1471639,1110926,3094390,688931,1945654,679755,12331,776413
649320,650790,Burst Shot,20255.0,1040148,1041245,4510273,18696,618645,1510388,1910293,226080,1471639,1110926,3094390,688931,1945654,679755,12331,776413
650560,651318,Shot,8399.0,1040148,1041245,4510273,18696,618645,1510388,1910293,226080,1471639,1110926,3094390,688931,1954053,679755,12331,776413
649940,651590,Heartbreak Shot,8897.0,1040148,1041245,4510273,18696,618645,1510388,1919190,226080,1471639,1110926,3094390,688931,1954053,679755,12331,776413
629399,652500,Stormbite (dot),3118.0,1040148,1041245,4510273,18696,618645,1510388,1919190,226080,1471639,1110926,3094390,688931,1954053,679755,12331,779531
629399,652500,Caustic Bite (dot),2493.0,1040148,1041245,4510273,18696,621138,1510388,1919190,226080,1471639,1110926,3094390,688931,1954053,679755,12331,779531
651810,653280,Burst Shot,20364.0,1040148,1041245,4530637,18696,621138,1510388,1919190,226080,1471639,1110926,3094390,688931,1954053,679755,12331,779531
651810,653280,Refulgent Arrow,8960.0,1040148,1041245,4530637,18696,621138,1510388,1919190,226080,1471639,1110926,3103350,688931,1954053,679755,12331,779531
652460,654110,Heartbreak Shot,20158.0,1040148,1041245,4530637,18696,621138,1510388,1939348,226080,1471639,1110926,3103350,688931,1954053,679755,12331,779531
653600,654358,Shot,8399.0,1040148,1041245,4530637,18696,621138,1510388,1939348,226080,1471639,1110926,3103350,688931,1962452,679755,12331,779531
629399,655500,Stormbite (dot),3118.0,1040148,1041245,4530637,18696,621138,1510388,1939348,226080,1471639,1110926,3103350,688931,1962452,679755,12331,782649
629399,655500,Caustic Bite (dot),2493.0,1040148,1041245,4530637,18696,623631,1510388,1939348,226080,1471639,1110926,3103350,688931,1962452,679755,12331,782649
654300,655770,Burst Shot,20189.0,1040148,1041245,4550826,18696,623631,1510388,1939348,226080,1471639,1110926,3103350,688931,1962452,679755,12331,782649
654300,655770,Refulgent Arrow,9183.0,1040148,1041245,4550826,18696,623631,1510388,1939348,226080,1471639,1110926,3112533,688931,1962452,679755,12331,782649
654950,656600,Heartbreak Shot,8949.0,1040148,1041245,4550826,18696,623631,1510388,1948297,226080,1471639,1110926,3112533,688931,1962452,679755,12331,782649
656640,657398,Shot,8399.0,1040148,1041245,4550826,18696,623631,1510388,1948297,226080,1471639,1110926,3112533,688931,1970851,679755,12331,782649
656790,658260,Burst Shot,20156.0,1040148,1041245,4570982,18696,623631,1510388,1948297,226080,1471639,1110926,3112533,688931,1970851,679755,12331,782649
656790,658260,Refulgent Arrow,9225.0,1040148,1041245,4570982,18696,623631,1510388,1948297,226080,1471639,1110926,3121758,688931,1970851,679755,12331,782649
629399,658500,Stormbite (dot),3118.0,1040148,1041245,4570982,18696,623631,1510388,1948297,226080,1471639,1110926,3121758,688931,1970851,679755,12331,785767
629399,658500,Caustic Bite (dot),2493.0,1040148,1041245,4570982,18696,626124,1510388,1948297,226080,1471639,1110926,3121758,688931,1970851,679755,12331,785767
