sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,937,36906.742,385.109,46145.801,542.225,288600,34581617,406343
Auto,335,9383.042,40.232,4194.453,61.774,30150,3143319,46293
Ouroboros,20,152082.6,30.691,4058.788,247.771,23000,3041652,185679
Uncoiled Fury,27,82402.963,24.5,2968.886,154.209,18360,2224880,115564
Reawaken,20,93694.1,20.016,2500.513,151.859,15000,1873882,113803
Fourth Generation,20,89406.45,18.148,2386.084,145.59,13600,1788129,109105
Second Generation,20,88993.9,18.148,2375.074,144.789,13600,1779878,108505
Third Generation,20,88982.4,18.148,2374.767,144.789,13600,1779648,108505
First Generation,20,85646.55,18.148,2285.74,138.941,13600,1712931,104122
Death Rattle,47,31651.383,17.561,1985.077,77.191,13160,1487615,57847
Hunter's Coil,19,77049.526,17.24,1953.487,119.745,12920,1463941,89737
Swiftskin's Coil,19,71036.158,15.719,1801.026,110.611,11780,1349687,82892
Vicewinder,20,61649.3,14.412,1645.3,98.456,10800,1232986,73783
Fourth Legacy,20,42315.35,8.54,1129.314,68.938,6400,846307,51662
Third Legacy,20,41975.6,8.54,1120.247,68.329,6400,839512,51206
Second Legacy,20,41877.35,8.54,1117.625,68.131,6400,837547,51057
First Legacy,20,40771.2,8.54,1088.104,66.166,6400,815424,49585
Swiftskin's Sting,24,33723.042,9.608,1080.003,58.763,7200,809353,44037
Reaving Fangs,24,33285.625,9.474,1065.994,58.168,7100,798855,43591
Steel Fangs,23,33975.826,9.207,1042.761,57.961,6900,781444,43436
Hunter's Sting,23,33969.348,9.207,1042.562,57.917,6900,781295,43403
Twinblood Bite,38,19516.684,8.62,989.638,42.972,6460,741634,32203
Twinfang Bite,38,19467.053,8.62,987.122,42.825,6460,739748,32093
Flanksting Strike,12,56815.0,8.006,909.769,70.044,6000,681780,52491
Hindsting Strike,12,56422.167,8.006,903.479,69.489,6000,677066,52075
Hindsbane Fang,12,55798.0,7.873,893.484,68.855,5900,669576,51600
Flanksbane Fang,11,56426.818,7.339,828.257,66.485,5500,620695,49824
Uncoiled Twinfang,27,20150.889,6.125,726.014,37.507,4590,544074,28108
Uncoiled Twinblood,26,19952.269,5.898,692.233,36.429,4420,518759,27300
