sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,222.0,444,0,22516,44823,0
4600,5400,Broil IV,44823.0,444,0,22516,89646,0
-200,7500,Biolysis (dot),11258.0,444,0,33774,89646,0
7940,8740,Broil IV,52966.0,444,0,33774,142612,0
8440,8972,Auto,262.0,706,0,33774,142612,0
8543,9613,Energy Drain,16564.0,706,0,33774,142612,16564
-200,10500,Biolysis (dot),11258.0,706,0,45032,142612,16564
10340,11140,Broil IV,52966.0,706,0,45032,195578,16564
10943,12013,Energy Drain,16564.0,706,0,45032,195578,33128
11560,12092,Auto,262.0,968,0,45032,195578,33128
-200,13500,Biolysis (dot),11258.0,968,0,56290,195578,33128
12740,13540,Broil IV,52966.0,968,0,56290,248544,33128
13343,14413,Energy Drain,16564.0,968,0,56290,248544,49692
15140,15940,Broil IV,52966.0,968,0,56290,301510,49692
15640,16172,Auto,262.0,1230,0,56290,301510,49692
-200,16500,Biolysis (dot),11258.0,1230,0,67548,301510,49692
17540,18340,Broil IV,52966.0,1230,0,67548,354476,49692
18760,19292,Auto,262.0,1492,0,67548,354476,49692
-200,19500,Biolysis (dot),11258.0,1492,0,78806,354476,49692
18143,19500,Baneful Impaction (dot),24062.0,1492,24062,78806,354476,49692
19940,20740,Broil IV,52966.0,1492,24062,78806,407442,49692
20543,21613,Energy Drain,16564.0,1492,24062,78806,407442,66256
-200,22500,Biolysis (dot),11258.0,1492,24062,90064,407442,66256
18143,22500,Baneful Impaction (dot),24062.0,1492,48124,90064,407442,66256
22340,23140,Broil IV,52966.0,1492,48124,90064,460408,66256
22840,23372,Auto,262.0,1754,48124,90064,460408,66256
22943,24013,Energy Drain,16564.0,1754,48124,90064,460408,82820
24420,25490,Energy Drain,16564.0,1754,48124,90064,460408,99384
23800,25500,Biolysis (dot),14551.0,1754,48124,104615,460408,99384
18143,25500,Baneful Impaction (dot),24062.0,1754,72186,104615,460408,99384
25960,26492,Auto,238.0,1992,72186,104615,460408,99384
27140,27940,Broil IV,44823.0,1992,72186,104615,505231,99384
18143,28500,Baneful Impaction (dot),24062.0,1992,96248,104615,505231,99384
23800,28500,Biolysis (dot),14551.0,1992,96248,119166,505231,99384
29541,30341,Broil IV,44823.0,1992,96248,119166,550054,99384
30041,30573,Auto,222.0,2214,96248,119166,550054,99384
23800,31500,Biolysis (dot),14551.0,2214,96248,133717,550054,99384
18143,31500,Baneful Impaction (dot),24062.0,2214,120310,133717,550054,99384
31941,32741,Broil IV,41419.0,2214,120310,133717,591473,99384
33161,33693,Auto,222.0,2436,120310,133717,591473,99384
23800,34500,Biolysis (dot),14551.0,2436,120310,148268,591473,99384
34341,35141,Broil IV,41419.0,2436,120310,148268,632892,99384
23800,37500,Biolysis (dot),14551.0,2436,120310,162819,632892,99384
36741,37541,Broil IV,41419.0,2436,120310,162819,674311,99384
37241,37773,Auto,222.0,2658,120310,162819,674311,99384
39141,39941,Broil IV,41419.0,2658,120310,162819,715730,99384
23800,40500,Biolysis (dot),14551.0,2658,120310,177370,715730,99384
40361,40893,Auto,222.0,2880,120310,177370,715730,99384
41541,42341,Broil IV,41419.0,2880,120310,177370,757149,99384
23800,43500,Biolysis (dot),14551.0,2880,120310,191921,757149,99384
43941,44741,Broil IV,41396.0,2880,120310,191921,798545,99384
44441,44973,Auto,221.0,3101,120310,191921,798545,99384
23800,46500,Biolysis (dot),14551.0,3101,120310,206472,798545,99384
46341,47141,Broil IV,41396.0,3101,120310,206472,839941,99384
47561,48093,Auto,221.0,3322,120310,206472,839941,99384
23800,49500,Biolysis (dot),14551.0,3322,120310,221023,839941,99384
48741,49541,Broil IV,41396.0,3322,120310,221023,881337,99384
51141,51941,Broil IV,41396.0,3322,120310,221023,922733,99384
51641,52173,Auto,221.0,3543,120310,221023,922733,99384
23800,52500,Biolysis (dot),14551.0,3543,120310,235574,922733,99384
54761,55293,Auto,221.0,3764,120310,235574,922733,99384
52601,55500,Biolysis (dot),11370.0,3764,120310,246944,922733,99384
55941,56741,Broil IV,41396.0,3764,120310,246944,964129,99384
52601,58500,Biolysis (dot),11370.0,3764,120310,258314,964129,99384
58341,59141,Broil IV,41396.0,3764,120310,258314,1005525,99384
58841,59373,Auto,221.0,3985,120310,258314,1005525,99384
52601,61500,Biolysis (dot),11370.0,3985,120310,269684,1005525,99384
60741,61541,Broil IV,41396.0,3985,120310,269684,1046921,99384
61961,62493,Auto,221.0,4206,120310,269684,1046921,99384
63141,63941,Broil IV,41396.0,4206,120310,269684,1088317,99384
52601,64500,Biolysis (dot),11370.0,4206,120310,281054,1088317,99384
65541,66341,Broil IV,41396.0,4206,120310,281054,1129713,99384
66041,66573,Auto,221.0,4427,120310,281054,1129713,99384
52601,67500,Biolysis (dot),11370.0,4427,120310,292424,1129713,99384
