sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
-600,640,Rainbow Drip,133983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
640,1172,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
700,1320,Pom Muse,117220.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
5100,5632,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
6100,7350,Star Prism,186359.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,0,0,0,0
9190,9940,Blizzard in Cyan,148546.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,0,0,0,0
9690,10222,Auto,0.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,0,0,0,0
11660,12460,Stone in Yellow,155524.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,155524,0,0,0
12650,13182,Auto,0.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,155524,0,0,0
14130,14980,Thunder in Magenta,162421.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,155524,162421,0,0
15610,16142,Auto,0.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,155524,162421,0,0
16079,17059,Winged Muse,138244.0,0,0,148546,0,0,0,0,0,0,0,0,0,117220,133983,0,186359,155524,162421,0,138244
15380,17250,Comet in Black,162421.0,0,0,148546,0,162421,0,0,0,0,0,0,0,117220,133983,0,186359,155524,162421,0,138244
17850,19090,Rainbow Drip,172806.0,0,0,148546,0,162421,0,0,0,0,0,0,0,117220,306789,0,186359,155524,162421,0,138244
18570,19102,Auto,0.0,0,0,148546,0,162421,0,0,0,0,0,0,0,117220,306789,0,186359,155524,162421,0,138244
18550,19700,Mog of the Ages,172806.0,0,0,148546,0,162421,0,0,0,0,0,172806,0,117220,306789,0,186359,155524,162421,0,138244
20351,21731,Hammer Stamp,168481.0,0,0,148546,0,162421,0,0,0,168481,0,172806,0,117220,306789,0,186359,155524,162421,0,138244
21530,22062,Auto,0.0,0,0,148546,0,162421,0,0,0,168481,0,172806,0,117220,306789,0,186359,155524,162421,0,138244
22851,24101,Hammer Brush,174560.0,0,0,148546,0,162421,0,0,174560,168481,0,172806,0,117220,306789,0,186359,155524,162421,0,138244
24490,25022,Auto,0.0,0,0,148546,0,162421,0,0,174560,168481,0,172806,0,117220,306789,0,186359,155524,162421,0,138244
25351,27451,Polishing Hammer,180637.0,0,0,148546,0,162421,0,0,174560,168481,0,172806,180637,117220,306789,0,186359,155524,162421,0,138244
27450,27982,Auto,0.0,0,0,148546,0,162421,0,0,174560,168481,0,172806,180637,117220,306789,0,186359,155524,162421,0,138244
