sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,23985.068,307.042,27523.173,364.49,232520,20843024,276025
Auto,338,5909.473,40.17,2637.566,37.321,30420,1997402,28263
Sepulchre,34,46706.765,24.244,2096.991,93.49,18360,1588030,70799
Holy Spirit,35,44101.314,22.977,2038.25,89.657,17400,1543546,67896
Supplication,34,42986.971,22.448,1929.983,86.1,17000,1461557,65203
Blade of Honor,13,104408.462,17.166,1792.325,128.334,13000,1357310,97186
Blade of Valor,13,104408.462,17.166,1792.325,128.334,13000,1357310,97186
Confiteor,13,104408.462,17.166,1792.325,128.334,13000,1357310,97186
Royal Authority,34,38816.294,20.653,1742.733,77.522,15640,1319754,58707
Atonement,34,38297.912,20.653,1719.459,76.392,15640,1302129,57851
Blade of Truth,13,91878.077,15.106,1577.223,112.932,11440,1194415,85522
Expiacion,25,41664.12,14.856,1375.435,71.608,11250,1041603,54228
Blade of Faith,13,79351.231,13.047,1362.181,97.535,9880,1031566,73862
Goring Blade,13,72793.769,12.017,1249.612,89.455,9100,946319,67743
Riot Blade,34,26454.235,14.816,1187.714,52.527,11220,899444,39778
Imperator,13,59182.769,9.957,1015.96,72.716,7540,769376,55067
Fast Blade,34,17590.5,9.877,789.76,34.923,7480,598077,26447
Intervene,26,15657.231,5.15,537.559,27.215,3900,407088,20610
Circle of Scorn (dot),125,2775.28,4.952,458.094,10.662,3750,346910,8074
Circle of Scorn,25,12955.12,4.622,427.68,22.264,3500,323878,16860
