sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,435,46072.238,295.646,37988.323,533.191,224100,28795149,404159
Veraero III,51,59197.431,29.604,3982.941,148.387,22440,3019069,112477
Verthunder III,49,59115.673,28.443,3821.462,145.241,21560,2896668,110093
Resolution,23,121218.652,25.792,3678.139,204.418,19550,2788029,154949
Scorch,23,107750.565,22.757,3269.476,181.669,17250,2478263,137705
Fleche,30,65174.6,18.997,2579.47,125.307,14400,1955238,94983
Enchanted Redoublement,23,79155.87,16.992,2401.827,133.503,12880,1820585,101195
Verfire,35,51032.914,17.546,2356.401,105.976,13300,1786152,80330
Verstone,34,50879.5,17.045,2282.194,104.095,12920,1729903,78904
Prefulgence,7,182615.571,11.082,1686.423,169.641,8400,1278309,128588
Contre Sixte,22,56508.364,12.19,1640.084,93.015,9240,1243184,70505
Enchanted Zwerchhau,23,53720.826,11.53,1630.051,90.604,8740,1235579,68678
Grand Impact,15,82220.0,11.873,1627.045,111.942,9000,1233300,84852
Verflare,12,93835.667,10.29,1485.525,114.253,7800,1126028,86604
Enchanted Riposte,23,47665.609,10.317,1446.318,80.371,7820,1096309,60921
Verholy,11,92889.818,9.433,1348.005,108.327,7150,1021788,82112
Vice of Thorns,7,144569.429,8.773,1335.074,134.297,6650,1011986,101797
Engagement,22,24565.545,5.224,712.984,40.449,3960,540442,30660
Corps-a-corps,22,17733.636,3.773,514.697,29.202,2860,390140,22135
Jolt III,3,48059.0,1.425,190.207,29.204,1080,144177,22137
