sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Gekko,Gyofu,Higanbana,Higanbana (dot),Hissatsu: Gyoten,Hissatsu: Senei,Hissatsu: Shinten,Jinpu,Kaeshi: Namikiri,Kaeshi: Setsugekka,Kasha,Midare Setsugekka,Ogi Namikiri,Shifu,Shoha,Tendo Kaeshi Setsugekka,Tendo Setsugekka,Yukikaze,Zanshin
-650,110,Gekko,42462.0,0,42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,642,Auto,9603.0,9603,42462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,2440,Kasha,54527.0,9603,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,0,0
2750,3282,Auto,10393.0,19996,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,0,0
4291,5091,Yukikaze,44139.0,19996,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,44139,0
5040,5572,Auto,10393.0,30389,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,0,44139,0
7041,8071,Tendo Setsugekka,244911.0,30389,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,244911,44139,0
7541,8073,Auto,12647.0,43036,42462,0,0,0,0,0,0,0,0,0,54527,0,0,0,0,0,244911,44139,0
7831,8501,Hissatsu: Senei,126386.0,43036,42462,0,0,0,0,126386,0,0,0,0,54527,0,0,0,0,0,244911,44139,0
8571,9601,Tendo Kaeshi Setsugekka,244911.0,43036,42462,0,0,0,0,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,0
9831,10363,Auto,12647.0,55683,42462,0,0,0,0,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,0
9811,10841,Zanshin,148502.0,55683,42462,0,0,0,0,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,148502
10711,11471,Gekko,66348.0,55683,108810,0,0,0,0,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,148502
11331,11821,Hissatsu: Gyoten,15792.0,55683,108810,0,0,0,15792,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,148502
12121,12653,Auto,12647.0,68330,108810,0,0,0,15792,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,148502
13652,14272,Higanbana,31591.0,68330,108810,0,31591,0,15792,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,148502
14411,14943,Auto,12647.0,80977,108810,0,31591,0,15792,126386,0,0,0,0,54527,0,0,0,0,244911,244911,44139,148502
15792,16292,Ogi Namikiri,222649.0,80977,108810,0,31591,0,15792,126386,0,0,0,0,54527,0,222649,0,0,244911,244911,44139,148502
13652,16500,Higanbana (dot),7990.0,80977,108810,0,31591,7990,15792,126386,0,0,0,0,54527,0,222649,0,0,244911,244911,44139,148502
16392,16972,Shoha,101104.0,80977,108810,0,31591,7990,15792,126386,0,0,0,0,54527,0,222649,0,101104,244911,244911,44139,148502
16701,17233,Auto,12647.0,93624,108810,0,31591,7990,15792,126386,0,0,0,0,54527,0,222649,0,101104,244911,244911,44139,148502
17132,17622,Kaeshi: Namikiri,222649.0,93624,108810,0,31591,7990,15792,126386,0,0,222649,0,54527,0,222649,0,101104,244911,244911,44139,148502
13652,19500,Higanbana (dot),7990.0,93624,108810,0,31591,15980,15792,126386,0,0,222649,0,54527,0,222649,0,101104,244911,244911,44139,148502
18991,19523,Auto,12647.0,106271,108810,0,31591,15980,15792,126386,0,0,222649,0,54527,0,222649,0,101104,244911,244911,44139,148502
19272,20032,Gekko,66348.0,106271,175158,0,31591,15980,15792,126386,0,0,222649,0,54527,0,222649,0,101104,244911,244911,44139,148502
19892,20512,Hissatsu: Shinten,39492.0,106271,175158,0,31591,15980,15792,126386,39492,0,222649,0,54527,0,222649,0,101104,244911,244911,44139,148502
