sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Apex Arrow,Blast Arrow,Burst Shot,Caustic Bite,Caustic Bite (dot),Empyreal Arrow,Heartbreak Shot,Iron Jaws,Pitch Perfect,Radiant Encore,Refulgent Arrow,Resonant Arrow,Shot,Sidewinder,Stormbite,Stormbite (dot)
143842,166500,Caustic Bite (dot),4108.0,217042,213129,1162732,18696,176714,403107,541003,66798,548865,375752,920068,268403,540846,217589,12331,218662
143842,166500,Stormbite (dot),5137.0,217042,213129,1162732,18696,176714,403107,541003,66798,548865,375752,920068,268403,540846,217589,12331,223799
165032,166682,Heartbreak Shot,11085.0,217042,213129,1162732,18696,176714,403107,552088,66798,548865,375752,920068,268403,540846,217589,12331,223799
166252,167722,Refulgent Arrow,8932.0,217042,213129,1162732,18696,176714,403107,552088,66798,548865,375752,929000,268403,540846,217589,12331,223799
166252,167722,Burst Shot,20386.0,217042,213129,1183118,18696,176714,403107,552088,66798,548865,375752,929000,268403,540846,217589,12331,223799
167200,167958,Shot,8399.0,217042,213129,1183118,18696,176714,403107,552088,66798,548865,375752,929000,268403,549245,217589,12331,223799
143842,169500,Caustic Bite (dot),4108.0,217042,213129,1183118,18696,180822,403107,552088,66798,548865,375752,929000,268403,549245,217589,12331,223799
143842,169500,Stormbite (dot),5137.0,217042,213129,1183118,18696,180822,403107,552088,66798,548865,375752,929000,268403,549245,217589,12331,228936
168742,170212,Refulgent Arrow,9092.0,217042,213129,1183118,18696,180822,403107,552088,66798,548865,375752,938092,268403,549245,217589,12331,228936
168742,170212,Burst Shot,20260.0,217042,213129,1203378,18696,180822,403107,552088,66798,548865,375752,938092,268403,549245,217589,12331,228936
169422,170452,Empyreal Arrow,32390.0,217042,213129,1203378,18696,180822,435497,552088,66798,548865,375752,938092,268403,549245,217589,12331,228936
170240,170998,Shot,8399.0,217042,213129,1203378,18696,180822,435497,552088,66798,548865,375752,938092,268403,557644,217589,12331,228936
170042,171692,Heartbreak Shot,20080.0,217042,213129,1203378,18696,180822,435497,572168,66798,548865,375752,938092,268403,557644,217589,12331,228936
