sim_timestamp,sim_damage_timestamp,sim_name,sim_potency,sim_weight,Aeolian Edge,Aeolian Edge (pet),Armor Crush,Armor Crush (pet),Auto,Bhavacakra,Dokumori,Dream Within a Dream,Fleeting Raiju,Fleeting Raiju (pet),Fuma Shuriken,Gust Slash,Gust Slash (pet),Hyosho Ranryu,Kunai's Bane,Phantom Kamaitachi (pet),Raiton,Spinning Edge,Spinning Edge (pet),Suiton,Tenri Jindo,Zesho Meppo
209787,210319,Auto,90,1.0,7840,320,3500,320,8640,4950,800,2160,7000,800,1000,8800,320,5200,2800,2100,7400,6600,640,3480,2200,1550
211957,212489,Auto,90,1.0,7840,320,3500,320,8730,4950,800,2160,7000,800,1000,8800,320,5200,2800,2100,7400,6600,640,3480,2200,1550
212024,212644,Armor Crush,500,1.0,7840,320,4000,320,8730,4950,800,2160,7000,800,1000,8800,320,5200,2800,2100,7400,6600,640,3480,2200,1550
214144,214544,Spinning Edge,300,1.0,7840,320,4000,320,8730,4950,800,2160,7000,800,1000,8800,320,5200,2800,2100,7400,6900,640,3480,2200,1550
214127,214659,Auto,90,1.0,7840,320,4000,320,8820,4950,800,2160,7000,800,1000,8800,320,5200,2800,2100,7400,6900,640,3480,2200,1550
216264,216664,Gust Slash,400,1.0,7840,320,4000,320,8820,4950,800,2160,7000,800,1000,9200,320,5200,2800,2100,7400,6900,640,3480,2200,1550
216297,216829,Auto,90,1.0,7840,320,4000,320,8910,4950,800,2160,7000,800,1000,9200,320,5200,2800,2100,7400,6900,640,3480,2200,1550
218384,218924,Aeolian Edge,560,1.0,8400,320,4000,320,8910,4950,800,2160,7000,800,1000,9200,320,5200,2800,2100,7400,6900,640,3480,2200,1550
218467,218999,Auto,90,1.0,8400,320,4000,320,9000,4950,800,2160,7000,800,1000,9200,320,5200,2800,2100,7400,6900,640,3480,2200,1550
220504,220904,Spinning Edge,300,1.0,8400,320,4000,320,9000,4950,800,2160,7000,800,1000,9200,320,5200,2800,2100,7400,7200,640,3480,2200,1550
220637,221169,Auto,90,1.0,8400,320,4000,320,9090,4950,800,2160,7000,800,1000,9200,320,5200,2800,2100,7400,7200,640,3480,2200,1550
222624,223024,Gust Slash,400,1.0,8400,320,4000,320,9090,4950,800,2160,7000,800,1000,9600,320,5200,2800,2100,7400,7200,640,3480,2200,1550
222807,223339,Auto,90,1.0,8400,320,4000,320,9180,4950,800,2160,7000,800,1000,9600,320,5200,2800,2100,7400,7200,640,3480,2200,1550
224744,225284,Aeolian Edge,560,1.0,8960,320,4000,320,9180,4950,800,2160,7000,800,1000,9600,320,5200,2800,2100,7400,7200,640,3480,2200,1550
224977,225509,Auto,90,1.0,8960,320,4000,320,9270,4950,800,2160,7000,800,1000,9600,320,5200,2800,2100,7400,7200,640,3480,2200,1550
226865,227265,Spinning Edge,300,1.0,8960,320,4000,320,9270,4950,800,2160,7000,800,1000,9600,320,5200,2800,2100,7400,7500,640,3480,2200,1550
227147,227679,Auto,90,1.0,8960,320,4000,320,9360,4950,800,2160,7000,800,1000,9600,320,5200,2800,2100,7400,7500,640,3480,2200,1550
228985,229385,Gust Slash,400,1.0,8960,320,4000,320,9360,4950,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,3480,2200,1550
229317,229849,Auto,90,1.0,8960,320,4000,320,9450,4950,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,3480,2200,1550
229605,230225,Bhavacakra,400,1.0,8960,320,4000,320,9450,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,3480,2200,1550
231105,231725,Armor Crush,500,1.0,8960,320,4500,320,9450,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,3480,2200,1550
231487,232019,Auto,90,1.0,8960,320,4500,320,9540,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,3480,2200,1550
233657,234189,Auto,90,1.0,8960,320,4500,320,9630,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,3480,2200,1550
234726,235706,Suiton,580,1.0,8960,320,4500,320,9630,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,4060,2200,1550
235827,236359,Auto,90,1.0,8960,320,4500,320,9720,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7500,640,4060,2200,1550
236227,236627,Spinning Edge,300,1.0,8960,320,4500,320,9720,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7800,640,4060,2200,1550
237997,238529,Auto,90,1.0,8960,320,4500,320,9810,5350,800,2160,7000,800,1000,10000,320,5200,2800,2100,7400,7800,640,4060,2200,1550
238347,238747,Gust Slash,400,1.0,8960,320,4500,320,9810,5350,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,7800,640,4060,2200,1550
238967,239587,Bhavacakra,400,1.0,8960,320,4500,320,9810,5750,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,7800,640,4060,2200,1550
240167,240699,Auto,90,1.0,8960,320,4500,320,9900,5750,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,7800,640,4060,2200,1550
240467,241007,Aeolian Edge,560,1.0,9520,320,4500,320,9900,5750,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,7800,640,4060,2200,1550
242337,242869,Auto,90,1.0,9520,320,4500,320,9990,5750,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,7800,640,4060,2200,1550
242587,242987,Spinning Edge,300,1.0,9520,320,4500,320,9990,5750,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,8100,640,4060,2200,1550
244507,245039,Auto,90,1.0,9520,320,4500,320,10080,5750,800,2160,7000,800,1000,10400,320,5200,2800,2100,7400,8100,640,4060,2200,1550
244707,245107,Gust Slash,400,1.0,9520,320,4500,320,10080,5750,800,2160,7000,800,1000,10800,320,5200,2800,2100,7400,8100,640,4060,2200,1550
245582,246652,Dokumori,400,1.0,9520,320,4500,320,10080,5750,1200,2160,7000,800,1000,10800,320,5200,2800,2100,7400,8100,640,4060,2200,1550
246677,247209,Auto,90,1.0,9520,320,4500,320,10170,5750,1200,2160,7000,800,1000,10800,320,5200,2800,2100,7400,8100,640,4060,2200,1550
246827,247367,Aeolian Edge,560,1.0,10080,320,4500,320,10170,5750,1200,2160,7000,800,1000,10800,320,5200,2800,2100,7400,8100,640,4060,2200,1550
248847,249379,Auto,90,1.0,10080,320,4500,320,10260,5750,1200,2160,7000,800,1000,10800,320,5200,2800,2100,7400,8100,640,4060,2200,1550
248381,249671,Kunai's Bane,700,1.0,10080,320,4500,320,10260,5750,1200,2160,7000,800,1000,10800,320,5200,3500,2100,7400,8100,640,4060,2200,1550
250002,250622,Hyosho Ranryu,1300,1.0,10080,320,4500,320,10260,5750,1200,2160,7000,800,1000,10800,320,6500,3500,2100,7400,8100,640,4060,2200,1550
250702,251402,Dream Within a Dream,180,1.0,10080,320,4500,320,10260,5750,1200,2340,7000,800,1000,10800,320,6500,3500,2100,7400,8100,640,4060,2200,1550
251017,251549,Auto,90,1.0,10080,320,4500,320,10350,5750,1200,2340,7000,800,1000,10800,320,6500,3500,2100,7400,8100,640,4060,2200,1550
250702,251552,Dream Within a Dream,180,1.0,10080,320,4500,320,10350,5750,1200,2520,7000,800,1000,10800,320,6500,3500,2100,7400,8100,640,4060,2200,1550
250702,251702,Dream Within a Dream,180,1.0,10080,320,4500,320,10350,5750,1200,2700,7000,800,1000,10800,320,6500,3500,2100,7400,8100,640,4060,2200,1550
252503,253213,Raiton,740,1.0,10080,320,4500,320,10350,5750,1200,2700,7000,800,1000,10800,320,6500,3500,2100,8140,8100,640,4060,2200,1550
253187,253719,Auto,90,1.0,10080,320,4500,320,10440,5750,1200,2700,7000,800,1000,10800,320,6500,3500,2100,8140,8100,640,4060,2200,1550
254004,254894,Fuma Shuriken,500,1.0,10080,320,4500,320,10440,5750,1200,2700,7000,800,1500,10800,320,6500,3500,2100,8140,8100,640,4060,2200,1550
255005,255715,Raiton,740,1.0,10080,320,4500,320,10440,5750,1200,2700,7000,800,1500,10800,320,6500,3500,2100,8880,8100,640,4060,2200,1550
256005,256537,Auto,90,1.0,10080,320,4500,320,10530,5750,1200,2700,7000,800,1500,10800,320,6500,3500,2100,8880,8100,640,4060,2200,1550
256005,256985,Suiton,580,1.0,10080,320,4500,320,10530,5750,1200,2700,7000,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,2200,1550
256625,257655,Zesho Meppo,700,1.0,10080,320,4500,320,10530,5750,1200,2700,7000,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,2200,2250
257505,258265,Fleeting Raiju,700,1.0,10080,320,4500,320,10530,5750,1200,2700,7700,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,2200,2250
258175,258707,Auto,90,1.0,10080,320,4500,320,10620,5750,1200,2700,7700,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,2200,2250
258125,258745,Bhavacakra,400,1.0,10080,320,4500,320,10620,6150,1200,2700,7700,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,2200,2250
259625,260385,Fleeting Raiju,700,1.0,10080,320,4500,320,10620,6150,1200,2700,8400,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,2200,2250
260245,260600,Tenri Jindo,1100,1.0,10080,320,4500,320,10620,6150,1200,2700,8400,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,3300,2250
260345,260877,Auto,90,1.0,10080,320,4500,320,10710,6150,1200,2700,8400,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,3300,2250
260866,261486,Bhavacakra,550,1.0,10080,320,4500,320,10710,6700,1200,2700,8400,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,3300,2250
262515,263047,Auto,90,1.0,10080,320,4500,320,10800,6700,1200,2700,8400,800,1500,10800,320,6500,3500,2100,8880,8100,640,4640,3300,2250
262748,263458,Raiton,740,1.0,10080,320,4500,320,10800,6700,1200,2700,8400,800,1500,10800,320,6500,3500,2100,9620,8100,640,4640,3300,2250
264248,265008,Fleeting Raiju,700,1.0,10080,320,4500,320,10800,6700,1200,2700,9100,800,1500,10800,320,6500,3500,2100,9620,8100,640,4640,3300,2250
264685,265217,Auto,90,1.0,10080,320,4500,320,10890,6700,1200,2700,9100,800,1500,10800,320,6500,3500,2100,9620,8100,640,4640,3300,2250
266368,266768,Spinning Edge,300,1.0,10080,320,4500,320,10890,6700,1200,2700,9100,800,1500,10800,320,6500,3500,2100,9620,8400,640,4640,3300,2250
266855,267387,Auto,90,1.0,10080,320,4500,320,10980,6700,1200,2700,9100,800,1500,10800,320,6500,3500,2100,9620,8400,640,4640,3300,2250
268488,268888,Gust Slash,400,1.0,10080,320,4500,320,10980,6700,1200,2700,9100,800,1500,11200,320,6500,3500,2100,9620,8400,640,4640,3300,2250
269025,269557,Auto,90,1.0,10080,320,4500,320,11070,6700,1200,2700,9100,800,1500,11200,320,6500,3500,2100,9620,8400,640,4640,3300,2250
270608,271228,Armor Crush,500,1.0,10080,320,5000,320,11070,6700,1200,2700,9100,800,1500,11200,320,6500,3500,2100,9620,8400,640,4640,3300,2250
271195,271727,Auto,90,1.0,10080,320,5000,320,11160,6700,1200,2700,9100,800,1500,11200,320,6500,3500,2100,9620,8400,640,4640,3300,2250
272729,273129,Spinning Edge,300,1.0,10080,320,5000,320,11160,6700,1200,2700,9100,800,1500,11200,320,6500,3500,2100,9620,8700,640,4640,3300,2250
273365,273897,Auto,90,1.0,10080,320,5000,320,11250,6700,1200,2700,9100,800,1500,11200,320,6500,3500,2100,9620,8700,640,4640,3300,2250
274849,275249,Gust Slash,400,1.0,10080,320,5000,320,11250,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,8700,640,4640,3300,2250
275535,276067,Auto,90,1.0,10080,320,5000,320,11340,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,8700,640,4640,3300,2250
277057,277057,Aeolian Edge (pet),160,1.0,10080,480,5000,320,11340,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,8700,640,4640,3300,2250
276969,277509,Aeolian Edge,560,1.0,10640,480,5000,320,11340,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,8700,640,4640,3300,2250
277705,278237,Auto,90,1.0,10640,480,5000,320,11430,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,8700,640,4640,3300,2250
279177,279177,Spinning Edge (pet),160,1.0,10640,480,5000,320,11430,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,8700,800,4640,3300,2250
279089,279489,Spinning Edge,300,1.0,10640,480,5000,320,11430,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,9000,800,4640,3300,2250
279875,280407,Auto,90,1.0,10640,480,5000,320,11520,6700,1200,2700,9100,800,1500,11600,320,6500,3500,2100,9620,9000,800,4640,3300,2250
281297,281297,Gust Slash (pet),160,1.0,10640,480,5000,320,11520,6700,1200,2700,9100,800,1500,11600,480,6500,3500,2100,9620,9000,800,4640,3300,2250
281209,281609,Gust Slash,400,1.0,10640,480,5000,320,11520,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9000,800,4640,3300,2250
282045,282577,Auto,90,1.0,10640,480,5000,320,11610,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9000,800,4640,3300,2250
283417,283417,Aeolian Edge (pet),160,1.0,10640,640,5000,320,11610,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9000,800,4640,3300,2250
283329,283869,Aeolian Edge,560,1.0,11200,640,5000,320,11610,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9000,800,4640,3300,2250
284215,284747,Auto,90,1.0,11200,640,5000,320,11700,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9000,800,4640,3300,2250
285537,285537,Spinning Edge (pet),160,1.0,11200,640,5000,320,11700,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9000,960,4640,3300,2250
285449,285849,Spinning Edge,300,1.0,11200,640,5000,320,11700,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9300,960,4640,3300,2250
286385,286917,Auto,90,1.0,11200,640,5000,320,11790,6700,1200,2700,9100,800,1500,12000,480,6500,3500,2100,9620,9300,960,4640,3300,2250
287569,287969,Gust Slash,400,1.0,11200,640,5000,320,11790,6700,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9300,960,4640,3300,2250
288189,288809,Bhavacakra,400,1.0,11200,640,5000,320,11790,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9300,960,4640,3300,2250
288555,289087,Auto,90,1.0,11200,640,5000,320,11880,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9300,960,4640,3300,2250
289690,290310,Armor Crush,500,1.0,11200,640,5500,320,11880,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9300,960,4640,3300,2250
290725,291257,Auto,90,1.0,11200,640,5500,320,11970,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9300,960,4640,3300,2250
291810,292210,Spinning Edge,300,1.0,11200,640,5500,320,11970,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9600,960,4640,3300,2250
292895,293427,Auto,90,1.0,11200,640,5500,320,12060,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9600,960,4640,3300,2250
295065,295597,Auto,90,1.0,11200,640,5500,320,12150,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9600,960,4640,3300,2250
295431,296411,Suiton,580,1.0,11200,640,5500,320,12150,7100,1200,2700,9100,800,1500,12400,480,6500,3500,2100,9620,9600,960,5220,3300,2250
296932,297332,Gust Slash,400,1.0,11200,640,5500,320,12150,7100,1200,2700,9100,800,1500,12800,480,6500,3500,2100,9620,9600,960,5220,3300,2250
297235,297767,Auto,90,1.0,11200,640,5500,320,12240,7100,1200,2700,9100,800,1500,12800,480,6500,3500,2100,9620,9600,960,5220,3300,2250
299052,299672,Armor Crush,500,1.0,11200,640,6000,320,12240,7100,1200,2700,9100,800,1500,12800,480,6500,3500,2100,9620,9600,960,5220,3300,2250
299405,299937,Auto,90,1.0,11200,640,6000,320,12330,7100,1200,2700,9100,800,1500,12800,480,6500,3500,2100,9620,9600,960,5220,3300,2250
301172,301572,Spinning Edge,300,1.0,11200,640,6000,320,12330,7100,1200,2700,9100,800,1500,12800,480,6500,3500,2100,9620,9900,960,5220,3300,2250
301575,302107,Auto,90,1.0,11200,640,6000,320,12420,7100,1200,2700,9100,800,1500,12800,480,6500,3500,2100,9620,9900,960,5220,3300,2250
303292,303692,Gust Slash,400,1.0,11200,640,6000,320,12420,7100,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,9900,960,5220,3300,2250
303745,304277,Auto,90,1.0,11200,640,6000,320,12510,7100,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,9900,960,5220,3300,2250
305412,305952,Aeolian Edge,560,1.0,11760,640,6000,320,12510,7100,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,9900,960,5220,3300,2250
305915,306447,Auto,90,1.0,11760,640,6000,320,12600,7100,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,9900,960,5220,3300,2250
307532,307932,Spinning Edge,300,1.0,11760,640,6000,320,12600,7100,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,10200,960,5220,3300,2250
308085,308617,Auto,90,1.0,11760,640,6000,320,12690,7100,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,10200,960,5220,3300,2250
309001,309621,Bhavacakra,400,1.0,11760,640,6000,320,12690,7500,1200,2700,9100,800,1500,13200,480,6500,3500,2100,9620,10200,960,5220,3300,2250
308381,309671,Kunai's Bane,700,1.0,11760,640,6000,320,12690,7500,1200,2700,9100,800,1500,13200,480,6500,4200,2100,9620,10200,960,5220,3300,2250
310255,310787,Auto,90,1.0,11760,640,6000,320,12780,7500,1200,2700,9100,800,1500,13200,480,6500,4200,2100,9620,10200,960,5220,3300,2250
309653,311213,Phantom Kamaitachi (pet),700,1.0,11760,640,6000,320,12780,7500,1200,2700,9100,800,1500,13200,480,6500,4200,2800,9620,10200,960,5220,3300,2250
310702,311402,Dream Within a Dream,180,1.0,11760,640,6000,320,12780,7500,1200,2880,9100,800,1500,13200,480,6500,4200,2800,9620,10200,960,5220,3300,2250
310702,311552,Dream Within a Dream,180,1.0,11760,640,6000,320,12780,7500,1200,3060,9100,800,1500,13200,480,6500,4200,2800,9620,10200,960,5220,3300,2250
310702,311702,Dream Within a Dream,180,1.0,11760,640,6000,320,12780,7500,1200,3240,9100,800,1500,13200,480,6500,4200,2800,9620,10200,960,5220,3300,2250
312425,312957,Auto,90,1.0,11760,640,6000,320,12870,7500,1200,3240,9100,800,1500,13200,480,6500,4200,2800,9620,10200,960,5220,3300,2250
312774,313394,Hyosho Ranryu,1300,1.0,11760,640,6000,320,12870,7500,1200,3240,9100,800,1500,13200,480,7800,4200,2800,9620,10200,960,5220,3300,2250
314595,315127,Auto,90,1.0,11760,640,6000,320,12960,7500,1200,3240,9100,800,1500,13200,480,7800,4200,2800,9620,10200,960,5220,3300,2250
315275,315985,Raiton,740,1.0,11760,640,6000,320,12960,7500,1200,3240,9100,800,1500,13200,480,7800,4200,2800,10360,10200,960,5220,3300,2250
316765,317297,Auto,90,1.0,11760,640,6000,320,13050,7500,1200,3240,9100,800,1500,13200,480,7800,4200,2800,10360,10200,960,5220,3300,2250
317777,318487,Raiton,740,1.0,11760,640,6000,320,13050,7500,1200,3240,9100,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
318935,319467,Auto,90,1.0,11760,640,6000,320,13140,7500,1200,3240,9100,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
319277,320037,Fleeting Raiju,700,1.0,11760,640,6000,320,13140,7500,1200,3240,9800,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
319897,320517,Bhavacakra,400,1.0,11760,640,6000,320,13140,7900,1200,3240,9800,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
321105,321637,Auto,90,1.0,11760,640,6000,320,13230,7900,1200,3240,9800,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
321397,322157,Fleeting Raiju,700,1.0,11760,640,6000,320,13230,7900,1200,3240,10500,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
323275,323807,Auto,90,1.0,11760,640,6000,320,13320,7900,1200,3240,10500,800,1500,13200,480,7800,4200,2800,11100,10200,960,5220,3300,2250
323517,323917,Gust Slash,400,1.0,11760,640,6000,320,13320,7900,1200,3240,10500,800,1500,13600,480,7800,4200,2800,11100,10200,960,5220,3300,2250
325445,325977,Auto,90,1.0,11760,640,6000,320,13410,7900,1200,3240,10500,800,1500,13600,480,7800,4200,2800,11100,10200,960,5220,3300,2250
325637,326177,Aeolian Edge,560,1.0,12320,640,6000,320,13410,7900,1200,3240,10500,800,1500,13600,480,7800,4200,2800,11100,10200,960,5220,3300,2250
327615,328147,Auto,90,1.0,12320,640,6000,320,13500,7900,1200,3240,10500,800,1500,13600,480,7800,4200,2800,11100,10200,960,5220,3300,2250
327758,328158,Spinning Edge,300,1.0,12320,640,6000,320,13500,7900,1200,3240,10500,800,1500,13600,480,7800,4200,2800,11100,10500,960,5220,3300,2250
329878,330278,Gust Slash,400,1.0,12320,640,6000,320,13500,7900,1200,3240,10500,800,1500,14000,480,7800,4200,2800,11100,10500,960,5220,3300,2250
329785,330317,Auto,90,1.0,12320,640,6000,320,13590,7900,1200,3240,10500,800,1500,14000,480,7800,4200,2800,11100,10500,960,5220,3300,2250
331955,332487,Auto,90,1.0,12320,640,6000,320,13680,7900,1200,3240,10500,800,1500,14000,480,7800,4200,2800,11100,10500,960,5220,3300,2250
331998,332618,Armor Crush,500,1.0,12320,640,6500,320,13680,7900,1200,3240,10500,800,1500,14000,480,7800,4200,2800,11100,10500,960,5220,3300,2250
334118,334518,Spinning Edge,300,1.0,12320,640,6500,320,13680,7900,1200,3240,10500,800,1500,14000,480,7800,4200,2800,11100,10800,960,5220,3300,2250
334125,334657,Auto,90,1.0,12320,640,6500,320,13770,7900,1200,3240,10500,800,1500,14000,480,7800,4200,2800,11100,10800,960,5220,3300,2250
336238,336638,Gust Slash,400,1.0,12320,640,6500,320,13770,7900,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,10800,960,5220,3300,2250
336295,336827,Auto,90,1.0,12320,640,6500,320,13860,7900,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,10800,960,5220,3300,2250
336858,337478,Bhavacakra,400,1.0,12320,640,6500,320,13860,8300,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,10800,960,5220,3300,2250
338358,338898,Aeolian Edge,560,1.0,12880,640,6500,320,13860,8300,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,10800,960,5220,3300,2250
338465,338997,Auto,90,1.0,12880,640,6500,320,13950,8300,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,10800,960,5220,3300,2250
340478,340878,Spinning Edge,300,1.0,12880,640,6500,320,13950,8300,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,11100,960,5220,3300,2250
340635,341167,Auto,90,1.0,12880,640,6500,320,14040,8300,1200,3240,10500,800,1500,14400,480,7800,4200,2800,11100,11100,960,5220,3300,2250
342598,342998,Gust Slash,400,1.0,12880,640,6500,320,14040,8300,1200,3240,10500,800,1500,14800,480,7800,4200,2800,11100,11100,960,5220,3300,2250
342805,343337,Auto,90,1.0,12880,640,6500,320,14130,8300,1200,3240,10500,800,1500,14800,480,7800,4200,2800,11100,11100,960,5220,3300,2250
344719,345259,Aeolian Edge,560,1.0,13440,640,6500,320,14130,8300,1200,3240,10500,800,1500,14800,480,7800,4200,2800,11100,11100,960,5220,3300,2250
344975,345507,Auto,90,1.0,13440,640,6500,320,14220,8300,1200,3240,10500,800,1500,14800,480,7800,4200,2800,11100,11100,960,5220,3300,2250
346839,347239,Spinning Edge,300,1.0,13440,640,6500,320,14220,8300,1200,3240,10500,800,1500,14800,480,7800,4200,2800,11100,11400,960,5220,3300,2250
347145,347677,Auto,90,1.0,13440,640,6500,320,14310,8300,1200,3240,10500,800,1500,14800,480,7800,4200,2800,11100,11400,960,5220,3300,2250
348959,349359,Gust Slash,400,1.0,13440,640,6500,320,14310,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5220,3300,2250
349315,349847,Auto,90,1.0,13440,640,6500,320,14400,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5220,3300,2250
351485,352017,Auto,90,1.0,13440,640,6500,320,14490,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5220,3300,2250
352580,353560,Suiton,580,1.0,13440,640,6500,320,14490,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5800,3300,2250
353655,354187,Auto,90,1.0,13440,640,6500,320,14580,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5800,3300,2250
354081,354701,Armor Crush,500,1.0,13440,640,7000,320,14580,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5800,3300,2250
355825,356357,Auto,90,1.0,13440,640,7000,320,14670,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11400,960,5800,3300,2250
356201,356601,Spinning Edge,300,1.0,13440,640,7000,320,14670,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11700,960,5800,3300,2250
357995,358527,Auto,90,1.0,13440,640,7000,320,14760,8300,1200,3240,10500,800,1500,15200,480,7800,4200,2800,11100,11700,960,5800,3300,2250
358321,358721,Gust Slash,400,1.0,13440,640,7000,320,14760,8300,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,11700,960,5800,3300,2250
358941,359561,Bhavacakra,400,1.0,13440,640,7000,320,14760,8700,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,11700,960,5800,3300,2250
360165,360697,Auto,90,1.0,13440,640,7000,320,14850,8700,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,11700,960,5800,3300,2250
360441,360981,Aeolian Edge,560,1.0,14000,640,7000,320,14850,8700,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,11700,960,5800,3300,2250
362335,362867,Auto,90,1.0,14000,640,7000,320,14940,8700,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,11700,960,5800,3300,2250
362561,362961,Spinning Edge,300,1.0,14000,640,7000,320,14940,8700,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,12000,960,5800,3300,2250
364505,365037,Auto,90,1.0,14000,640,7000,320,15030,8700,1200,3240,10500,800,1500,15600,480,7800,4200,2800,11100,12000,960,5800,3300,2250
364682,365082,Gust Slash,400,1.0,14000,640,7000,320,15030,8700,1200,3240,10500,800,1500,16000,480,7800,4200,2800,11100,12000,960,5800,3300,2250
366890,366890,Aeolian Edge (pet),160,1.0,14000,800,7000,320,15030,8700,1200,3240,10500,800,1500,16000,480,7800,4200,2800,11100,12000,960,5800,3300,2250
366089,367159,Dokumori,400,1.0,14000,800,7000,320,15030,8700,1600,3240,10500,800,1500,16000,480,7800,4200,2800,11100,12000,960,5800,3300,2250
366675,367207,Auto,90,1.0,14000,800,7000,320,15120,8700,1600,3240,10500,800,1500,16000,480,7800,4200,2800,11100,12000,960,5800,3300,2250
366802,367342,Aeolian Edge,560,1.0,14560,800,7000,320,15120,8700,1600,3240,10500,800,1500,16000,480,7800,4200,2800,11100,12000,960,5800,3300,2250
