sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,27080.613,307.042,31075.352,447.345,232520,23533053,338770
Auto,338,6446.18,40.17,2877.113,42.812,30420,2178809,32421
Sepulchre,34,50234.5,24.244,2255.375,104.869,18360,1707973,79416
Holy Spirit,35,47670.743,22.977,2203.219,101.569,17400,1668476,76917
Blade of Honor,13,126692.0,17.166,2174.855,164.867,13000,1646996,124852
Blade of Valor,13,126692.0,17.166,2174.855,164.867,13000,1646996,124852
Confiteor,13,126692.0,17.166,2174.855,164.867,13000,1646996,124852
Supplication,34,45969.235,22.448,2063.878,96.274,17000,1562954,72907
Blade of Truth,13,111487.077,15.106,1913.84,145.08,11440,1449332,109868
Royal Authority,34,41044.765,20.653,1842.784,85.081,15640,1395522,64431
Atonement,34,39751.647,20.653,1784.727,81.267,15640,1351556,61543
Blade of Faith,13,96287.077,13.047,1652.91,125.299,9880,1251732,94888
Expiacion,25,47032.52,14.856,1552.659,85.786,11250,1175813,64965
Goring Blade,13,88682.615,12.017,1522.368,115.405,9100,1152874,87395
Imperator,13,71814.615,9.957,1232.804,93.174,7540,933590,70560
Riot Blade,34,26731.088,14.816,1200.144,53.404,11220,908857,40442
Fast Blade,34,17748.235,9.877,796.841,35.462,7480,603440,26855
Intervene,26,18999.154,5.15,652.297,34.963,3900,493978,26477
Circle of Scorn (dot),125,3132.32,4.952,517.028,12.773,3750,391540,9673
Circle of Scorn,25,14624.76,4.622,482.799,26.673,3500,365619,20199
