sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Aero in Green,Auto,Blizzard in Cyan,Clawed Muse,Comet in Black,Fanged Muse,Fire in Red,Hammer Brush,Hammer Stamp,Holy in White,Mog of the Ages,Polishing Hammer,Pom Muse,Rainbow Drip,Retribution of the Madeen,Star Prism,Stone in Yellow,Thunder in Magenta,Water in Blue,Winged Muse
-600,640,Rainbow Drip,133983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
640,1172,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,133983,0,0,0,0,0,0
700,1320,Pom Muse,117220.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
5100,5632,Auto,0.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,0,0,0,0,0
6100,7350,Star Prism,191950.0,0,0,0,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,0,0,0,0
9190,9940,Blizzard in Cyan,153002.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,0,0,0,0
9690,10222,Auto,0.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,0,0,0,0
11660,12460,Stone in Yellow,160190.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,160190,0,0,0
12650,13182,Auto,0.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,160190,0,0,0
14130,14980,Thunder in Magenta,167294.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,160190,167294,0,0
15610,16142,Auto,0.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,160190,167294,0,0
16079,17059,Winged Muse,142391.0,0,0,153002,0,0,0,0,0,0,0,0,0,117220,133983,0,191950,160190,167294,0,142391
15380,17250,Comet in Black,167294.0,0,0,153002,0,167294,0,0,0,0,0,0,0,117220,133983,0,191950,160190,167294,0,142391
17850,19090,Rainbow Drip,177990.0,0,0,153002,0,167294,0,0,0,0,0,0,0,117220,311973,0,191950,160190,167294,0,142391
18570,19102,Auto,0.0,0,0,153002,0,167294,0,0,0,0,0,0,0,117220,311973,0,191950,160190,167294,0,142391
18550,19700,Mog of the Ages,177990.0,0,0,153002,0,167294,0,0,0,0,0,177990,0,117220,311973,0,191950,160190,167294,0,142391
20351,21731,Hammer Stamp,173536.0,0,0,153002,0,167294,0,0,0,173536,0,177990,0,117220,311973,0,191950,160190,167294,0,142391
21530,22062,Auto,0.0,0,0,153002,0,167294,0,0,0,173536,0,177990,0,117220,311973,0,191950,160190,167294,0,142391
22851,24101,Hammer Brush,179797.0,0,0,153002,0,167294,0,0,179797,173536,0,177990,0,117220,311973,0,191950,160190,167294,0,142391
24490,25022,Auto,0.0,0,0,153002,0,167294,0,0,179797,173536,0,177990,0,117220,311973,0,191950,160190,167294,0,142391
25351,27451,Polishing Hammer,180637.0,0,0,153002,0,167294,0,0,179797,173536,0,177990,180637,117220,311973,0,191950,160190,167294,0,142391
27450,27982,Auto,0.0,0,0,153002,0,167294,0,0,179797,173536,0,177990,180637,117220,311973,0,191950,160190,167294,0,142391
