sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Abyssal Drain (pet),Auto,Bloodspiller,Bloodspiller (pet),Carve and Spit,Comeuppance,Disesteem,Disesteem (pet),Edge of Shadow,Edge of Shadow (pet),Hard Slash,Salt and Darkness,Salted Earth,Salted Earth (dot),Scarlet Delirium,Shadowbringer,Shadowbringer (pet),Souleater,Syphon Strike,Torcleaver
0,581,Hard Slash,24258.0,0,0,0,0,0,0,0,0,0,0,24258,0,0,0,0,0,0,0,0,0
581,1113,Auto,7166.0,0,7166,0,0,0,0,0,0,0,0,24258,0,0,0,0,0,0,0,0,0
1750,2374,Edge of Shadow,40245.0,0,7166,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,0,0
2500,3124,Syphon Strike,36565.0,0,7166,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,36565,0
3541,4073,Auto,8530.0,0,15696,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,0,36565,0
5000,5624,Souleater,46190.0,0,15696,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,46190,36565,0
6501,7033,Auto,8530.0,0,24226,0,0,0,0,0,0,40245,0,24258,0,0,0,0,0,0,46190,36565,0
6250,7150,Salted Earth,4809.0,0,24226,0,0,0,0,0,0,40245,0,24258,0,4809,0,0,0,0,46190,36565,0
6250,7500,Salted Earth (dot),4809.0,0,24226,0,0,0,0,0,0,40245,0,24258,0,4809,4809,0,0,0,46190,36565,0
7500,8081,Hard Slash,28868.0,0,24226,0,0,0,0,0,0,40245,0,53126,0,4809,4809,0,0,0,46190,36565,0
8125,8749,Edge of Shadow,44269.0,0,24226,0,0,0,0,0,0,84514,0,53126,0,4809,4809,0,0,0,46190,36565,0
8750,9416,Shadowbringer,57741.0,0,24226,0,0,0,0,0,0,84514,0,53126,0,4809,4809,0,57741,0,46190,36565,0
9925,9925,Abyssal Drain (pet),42896.0,42896,24226,0,0,0,0,0,0,84514,0,53126,0,4809,4809,0,57741,0,46190,36565,0
9461,9993,Auto,8530.0,42896,32756,0,0,0,0,0,0,84514,0,53126,0,4809,4809,0,57741,0,46190,36565,0
6250,10500,Salted Earth (dot),4809.0,42896,32756,0,0,0,0,0,0,84514,0,53126,0,4809,9618,0,57741,0,46190,36565,0
10000,10581,Scarlet Delirium,59665.0,42896,32756,0,0,0,0,0,0,84514,0,53126,0,4809,9618,59665,57741,0,46190,36565,0
11250,12007,Salt and Darkness,48117.0,42896,32756,0,0,0,0,0,0,84514,0,53126,48117,4809,9618,59665,57741,0,46190,36565,0
10625,12098,Carve and Spit,51965.0,42896,32756,0,0,51965,0,0,0,84514,0,53126,48117,4809,9618,59665,57741,0,46190,36565,0
12421,12953,Auto,8530.0,42896,41286,0,0,51965,0,0,0,84514,0,53126,48117,4809,9618,59665,57741,0,46190,36565,0
12500,13170,Comeuppance,69290.0,42896,41286,0,0,51965,69290,0,0,84514,0,53126,48117,4809,9618,59665,57741,0,46190,36565,0
6250,13500,Salted Earth (dot),4809.0,42896,41286,0,0,51965,69290,0,0,84514,0,53126,48117,4809,14427,59665,57741,0,46190,36565,0
13125,13749,Edge of Shadow,44269.0,42896,41286,0,0,51965,69290,0,0,128783,0,53126,48117,4809,14427,59665,57741,0,46190,36565,0
14325,14325,Shadowbringer (pet),58220.0,42896,41286,0,0,51965,69290,0,0,128783,0,53126,48117,4809,14427,59665,57741,58220,46190,36565,0
13750,14416,Shadowbringer,57741.0,42896,41286,0,0,51965,69290,0,0,128783,0,53126,48117,4809,14427,59665,115482,58220,46190,36565,0
15000,15620,Torcleaver,78914.0,42896,41286,0,0,51965,69290,0,0,128783,0,53126,48117,4809,14427,59665,115482,58220,46190,36565,78914
15381,15913,Auto,8530.0,42896,49816,0,0,51965,69290,0,0,128783,0,53126,48117,4809,14427,59665,115482,58220,46190,36565,78914
15625,16249,Edge of Shadow,44269.0,42896,49816,0,0,51965,69290,0,0,173052,0,53126,48117,4809,14427,59665,115482,58220,46190,36565,78914
6250,16500,Salted Earth (dot),4809.0,42896,49816,0,0,51965,69290,0,0,173052,0,53126,48117,4809,19236,59665,115482,58220,46190,36565,78914
16525,16525,Edge of Shadow (pet),42896.0,42896,49816,0,0,51965,69290,0,0,173052,42896,53126,48117,4809,19236,59665,115482,58220,46190,36565,78914
16625,17249,Edge of Shadow,44269.0,42896,49816,0,0,51965,69290,0,0,217321,42896,53126,48117,4809,19236,59665,115482,58220,46190,36565,78914
