sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,869,23630.886,307.042,27116.745,357.224,232520,20535240,270522
Auto,338,5845.796,40.17,2609.144,36.85,30420,1975879,27906
Sepulchre,34,46297.824,24.244,2078.63,92.5,18360,1574126,70049
Holy Spirit,35,43600.514,22.977,2015.104,88.481,17400,1526018,67006
Supplication,34,42602.176,22.448,1912.707,85.148,17000,1448474,64482
Blade of Honor,13,101628.538,17.166,1744.604,124.827,13000,1321171,94530
Blade of Valor,13,101628.538,17.166,1744.604,124.827,13000,1321171,94530
Confiteor,13,101628.538,17.166,1744.604,124.827,13000,1321171,94530
Royal Authority,34,38608.353,20.653,1733.397,77.009,15640,1312684,58318
Atonement,34,38157.441,20.653,1713.152,76.036,15640,1297353,57581
Blade of Truth,13,89432.0,15.106,1535.232,109.846,11440,1162616,83185
Expiacion,25,41013.72,14.856,1353.963,70.342,11250,1025343,53269
Blade of Faith,13,77238.692,13.047,1325.916,94.869,9880,1004103,71843
Goring Blade,13,71138.385,12.017,1221.195,87.377,9100,924799,66170
Riot Blade,34,26454.235,14.816,1187.714,52.527,11220,899444,39778
Imperator,13,58942.0,9.957,1011.826,72.395,7540,766246,54824
Fast Blade,34,17590.5,9.877,789.76,34.923,7480,598077,26447
Intervene,26,15240.154,5.15,523.239,26.472,3900,396244,20047
Circle of Scorn (dot),125,2732.0,4.952,450.95,10.473,3750,341500,7931
Circle of Scorn,25,12752.84,4.622,421.003,21.87,3500,318821,16562
