sim_name,hits,sim_expected_average,sim_pps,sim_expected_dps,sim_expected_dps_std,sim_potency_total,sim_expected_total,sim_std_total
all,255,65496.006,276.37,41755.124,640.359,207650,31372587,481132
Blizzard in Cyan,27,127637.926,30.904,4586.728,237.674,23220,3446224,178576
Comet in Black,21,149819.381,26.273,4187.422,246.35,19740,3146207,185094
Stone in Yellow,20,131860.2,23.957,3509.968,210.949,18000,2637204,158496
Hammer Brush,14,161362.571,10.807,3006.701,23.516,8120,2259076,17669
Polishing Hammer,14,158146.286,11.18,2946.772,22.919,8400,2214048,17220
Hammer Stamp,14,155744.286,10.435,2902.015,22.695,7840,2180420,17052
Water in Blue,28,76968.214,21.242,2868.328,144.494,15960,2155110,108565
Thunder in Magenta,14,150297.286,17.515,2800.52,201.523,13160,2104162,151414
Aero in Green,22,71556.455,15.519,2095.226,119.114,11660,1574242,89496
Rainbow Drip,9,169906.778,11.978,2035.226,182.359,9000,1529161,137015
Fire in Red,22,66178.727,14.348,1937.762,110.195,10780,1455932,82795
Star Prism,7,201318.571,10.248,1875.605,189.032,7700,1409230,142029
Holy in White,13,78021.077,9.862,1349.941,100.208,7410,1014274,75291
Retribution of the Madeen,5,194235.4,7.32,1292.581,154.745,5500,971177,116267
Mog of the Ages,5,163343.2,6.655,1087.002,130.627,5000,816716,98146
Fanged Muse,5,134203.8,5.324,893.088,107.632,4000,671019,80869
Winged Muse,5,130592.8,5.324,869.058,104.353,4000,652964,78405
Clawed Muse,5,117085.8,5.324,779.173,93.773,4000,585429,70456
Pom Muse,5,109998.4,5.324,732.008,87.513,4000,549992,65753
