sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Communio,Cross Reaping,Executioner's Gallows,Executioner's Gibbet,Gallows,Gibbet,Gluttony,Harpe,Harvest Moon,Infernal Slice,Lemure's Slice,Perfectio,Plentiful Harvest,Sacrificium,Shadow of Death,Slice,Soul Slice,Unveiled Gallows,Unveiled Gibbet,Void Reaping,Waxing Slice
-900,-10,Harpe,30859.0,0,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,522,Auto,9852.0,9852,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1961,Shadow of Death,31189.0,9852,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,31189,0,0,0,0,0,0
3190,3722,Auto,11857.0,21709,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,31189,0,0,0,0,0,0
3291,4321,Soul Slice,64367.0,21709,0,0,0,0,0,0,0,30859,0,0,0,0,0,0,31189,0,64367,0,0,0,0
5131,6201,Gluttony,69317.0,21709,0,0,0,0,0,0,69317,30859,0,0,0,0,0,0,31189,0,64367,0,0,0,0
5781,6401,Executioner's Gibbet,106478.0,21709,0,0,0,106478,0,0,69317,30859,0,0,0,0,0,0,31189,0,64367,0,0,0,0
6390,6922,Auto,15138.0,36847,0,0,0,106478,0,0,69317,30859,0,0,0,0,0,0,31189,0,64367,0,0,0,0
9590,10122,Auto,15138.0,51985,0,0,0,106478,0,0,69317,30859,0,0,0,0,0,0,31189,0,64367,0,0,0,0
8272,10412,Executioner's Gallows,129588.0,51985,0,0,129588,106478,0,0,69317,30859,0,0,0,0,0,0,31189,0,64367,0,0,0,0
10762,11792,Soul Slice,82178.0,51985,0,0,129588,106478,0,0,69317,30859,0,0,0,0,0,0,31189,0,146545,0,0,0,0
12790,13322,Auto,15138.0,67123,0,0,129588,106478,0,0,69317,30859,0,0,0,0,0,0,31189,0,146545,0,0,0,0
13253,14413,Plentiful Harvest,158040.0,67123,0,0,129588,106478,0,0,69317,30859,0,0,0,0,158040,0,31189,0,146545,0,0,0,0
15743,16283,Void Reaping,91660.0,67123,0,0,129588,106478,0,0,69317,30859,0,0,0,0,158040,0,31189,0,146545,0,0,91660,0
15990,16522,Auto,15138.0,82261,0,0,129588,106478,0,0,69317,30859,0,0,0,0,158040,0,31189,0,146545,0,0,91660,0
16363,17123,Sacrificium,110626.0,82261,0,0,129588,106478,0,0,69317,30859,0,0,0,0,158040,110626,31189,0,146545,0,0,91660,0
17244,17864,Cross Reaping,101142.0,82261,0,101142,129588,106478,0,0,69317,30859,0,0,0,0,158040,110626,31189,0,146545,0,0,91660,0
17864,18574,Lemure's Slice,44246.0,82261,0,101142,129588,106478,0,0,69317,30859,0,0,44246,0,158040,110626,31189,0,146545,0,0,91660,0
18744,19284,Void Reaping,101142.0,82261,0,101142,129588,106478,0,0,69317,30859,0,0,44246,0,158040,110626,31189,0,146545,0,0,192802,0
19190,19722,Auto,15138.0,97399,0,101142,129588,106478,0,0,69317,30859,0,0,44246,0,158040,110626,31189,0,146545,0,0,192802,0
20245,20865,Cross Reaping,101142.0,97399,0,202284,129588,106478,0,0,69317,30859,0,0,44246,0,158040,110626,31189,0,146545,0,0,192802,0
20865,21575,Lemure's Slice,44246.0,97399,0,202284,129588,106478,0,0,69317,30859,0,0,88492,0,158040,110626,31189,0,146545,0,0,192802,0
22545,23165,Communio,173843.0,97399,173843,202284,129588,106478,0,0,69317,30859,0,0,88492,0,158040,110626,31189,0,146545,0,0,192802,0
23045,23577,Auto,15138.0,112537,173843,202284,129588,106478,0,0,69317,30859,0,0,88492,0,158040,110626,31189,0,146545,0,0,192802,0
24866,25406,Unveiled Gibbet,69531.0,112537,173843,202284,129588,106478,0,0,69317,30859,0,0,88492,0,158040,110626,31189,0,146545,0,69531,192802,0
24246,25536,Perfectio,205454.0,112537,173843,202284,129588,106478,0,0,69317,30859,0,0,88492,205454,158040,110626,31189,0,146545,0,69531,192802,0
26245,26777,Auto,12734.0,125271,173843,202284,129588,106478,0,0,69317,30859,0,0,88492,205454,158040,110626,31189,0,146545,0,69531,192802,0
26736,27226,Gibbet,76746.0,125271,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,31189,0,146545,0,69531,192802,0
29445,29977,Auto,11857.0,137128,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,31189,0,146545,0,69531,192802,0
29227,30387,Shadow of Death,37133.0,137128,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,0,146545,0,69531,192802,0
31717,32207,Slice,51985.0,137128,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,146545,0,69531,192802,0
32645,33177,Auto,11857.0,148985,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,146545,0,69531,192802,0
34208,34788,Waxing Slice,57185.0,148985,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,146545,0,69531,192802,57185
35845,36377,Auto,10953.0,159938,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,146545,0,69531,192802,57185
36698,37728,Soul Slice,59471.0,159938,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,206016,0,69531,192802,57185
37318,37858,Unveiled Gallows,50320.0,159938,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,206016,50320,69531,192802,57185
39045,39577,Auto,10953.0,170891,173843,202284,129588,106478,0,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,206016,50320,69531,192802,57185
39189,39679,Gallows,70909.0,170891,173843,202284,129588,106478,70909,76746,69317,30859,0,0,88492,205454,158040,110626,68322,51985,206016,50320,69531,192802,57185
41679,42219,Infernal Slice,68622.0,170891,173843,202284,129588,106478,70909,76746,69317,30859,0,68622,88492,205454,158040,110626,68322,51985,206016,50320,69531,192802,57185
42245,42777,Auto,10953.0,181844,173843,202284,129588,106478,70909,76746,69317,30859,0,68622,88492,205454,158040,110626,68322,51985,206016,50320,69531,192802,57185
44170,44660,Slice,47999.0,181844,173843,202284,129588,106478,70909,76746,69317,30859,0,68622,88492,205454,158040,110626,68322,99984,206016,50320,69531,192802,57185
44790,45330,Unveiled Gibbet,50285.0,181844,173843,202284,129588,106478,70909,76746,69317,30859,0,68622,88492,205454,158040,110626,68322,99984,206016,50320,119816,192802,57185
45445,45977,Auto,10945.0,192789,173843,202284,129588,106478,70909,76746,69317,30859,0,68622,88492,205454,158040,110626,68322,99984,206016,50320,119816,192802,57185
46660,47150,Gibbet,70860.0,192789,173843,202284,129588,106478,70909,147606,69317,30859,0,68622,88492,205454,158040,110626,68322,99984,206016,50320,119816,192802,57185
48645,49177,Auto,10945.0,203734,173843,202284,129588,106478,70909,147606,69317,30859,0,68622,88492,205454,158040,110626,68322,99984,206016,50320,119816,192802,57185
49151,49691,Void Reaping,66286.0,203734,173843,202284,129588,106478,70909,147606,69317,30859,0,68622,88492,205454,158040,110626,68322,99984,206016,50320,119816,259088,57185
49771,50531,Sacrificium,80004.0,203734,173843,202284,129588,106478,70909,147606,69317,30859,0,68622,88492,205454,158040,190630,68322,99984,206016,50320,119816,259088,57185
50651,51271,Cross Reaping,73142.0,203734,173843,275426,129588,106478,70909,147606,69317,30859,0,68622,88492,205454,158040,190630,68322,99984,206016,50320,119816,259088,57185
51271,51981,Lemure's Slice,31997.0,203734,173843,275426,129588,106478,70909,147606,69317,30859,0,68622,120489,205454,158040,190630,68322,99984,206016,50320,119816,259088,57185
51845,52377,Auto,10945.0,214679,173843,275426,129588,106478,70909,147606,69317,30859,0,68622,120489,205454,158040,190630,68322,99984,206016,50320,119816,259088,57185
52152,52692,Void Reaping,73142.0,214679,173843,275426,129588,106478,70909,147606,69317,30859,0,68622,120489,205454,158040,190630,68322,99984,206016,50320,119816,332230,57185
53652,54272,Cross Reaping,73142.0,214679,173843,348568,129588,106478,70909,147606,69317,30859,0,68622,120489,205454,158040,190630,68322,99984,206016,50320,119816,332230,57185
54272,54982,Lemure's Slice,31997.0,214679,173843,348568,129588,106478,70909,147606,69317,30859,0,68622,152486,205454,158040,190630,68322,99984,206016,50320,119816,332230,57185
55045,55577,Auto,10945.0,225624,173843,348568,129588,106478,70909,147606,69317,30859,0,68622,152486,205454,158040,190630,68322,99984,206016,50320,119816,332230,57185
55953,56573,Communio,125721.0,225624,299564,348568,129588,106478,70909,147606,69317,30859,0,68622,152486,205454,158040,190630,68322,99984,206016,50320,119816,332230,57185
58245,58777,Auto,10945.0,236569,299564,348568,129588,106478,70909,147606,69317,30859,0,68622,152486,205454,158040,190630,68322,99984,206016,50320,119816,332230,57185
57653,58813,Shadow of Death,34284.0,236569,299564,348568,129588,106478,70909,147606,69317,30859,0,68622,152486,205454,158040,190630,102606,99984,206016,50320,119816,332230,57185
