sim_timestamp,sim_damage_timestamp,sim_name,sim_expected,Auto,Baneful Impaction (dot),Biolysis (dot),Broil IV,Energy Drain
-200,1500,Biolysis (dot),11258.0,0,0,11258,0,0
1500,2032,Auto,222.0,222,0,11258,0,0
3140,3940,Broil IV,44823.0,222,0,11258,44823,0
-200,4500,Biolysis (dot),11258.0,222,0,22516,44823,0
4620,5152,Auto,233.0,455,0,22516,44823,0
4600,5400,Broil IV,47063.0,455,0,22516,91886,0
-200,7500,Biolysis (dot),11258.0,455,0,33774,91886,0
7940,8740,Broil IV,58395.0,455,0,33774,150281,0
8440,8972,Auto,289.0,744,0,33774,150281,0
8543,9613,Energy Drain,18262.0,744,0,33774,150281,18262
-200,10500,Biolysis (dot),11258.0,744,0,45032,150281,18262
10340,11140,Broil IV,58395.0,744,0,45032,208676,18262
10943,12013,Energy Drain,18262.0,744,0,45032,208676,36524
11560,12092,Auto,289.0,1033,0,45032,208676,36524
-200,13500,Biolysis (dot),11258.0,1033,0,56290,208676,36524
12740,13540,Broil IV,58395.0,1033,0,56290,267071,36524
13343,14413,Energy Drain,18262.0,1033,0,56290,267071,54786
15140,15940,Broil IV,58395.0,1033,0,56290,325466,54786
15640,16172,Auto,289.0,1322,0,56290,325466,54786
-200,16500,Biolysis (dot),11258.0,1322,0,67548,325466,54786
17540,18340,Broil IV,58395.0,1322,0,67548,383861,54786
18760,19292,Auto,289.0,1611,0,67548,383861,54786
18143,19500,Baneful Impaction (dot),26528.0,1611,26528,67548,383861,54786
-200,19500,Biolysis (dot),11258.0,1611,26528,78806,383861,54786
19940,20740,Broil IV,58395.0,1611,26528,78806,442256,54786
20543,21613,Energy Drain,18262.0,1611,26528,78806,442256,73048
18143,22500,Baneful Impaction (dot),26528.0,1611,53056,78806,442256,73048
-200,22500,Biolysis (dot),11258.0,1611,53056,90064,442256,73048
22340,23140,Broil IV,58395.0,1611,53056,90064,500651,73048
22840,23372,Auto,289.0,1900,53056,90064,500651,73048
22943,24013,Energy Drain,18262.0,1900,53056,90064,500651,91310
24420,25490,Energy Drain,18262.0,1900,53056,90064,500651,109572
18143,25500,Baneful Impaction (dot),26528.0,1900,79584,90064,500651,109572
23800,25500,Biolysis (dot),16043.0,1900,79584,106107,500651,109572
25960,26492,Auto,238.0,2138,79584,106107,500651,109572
27140,27940,Broil IV,44823.0,2138,79584,106107,545474,109572
18143,28500,Baneful Impaction (dot),26528.0,2138,106112,106107,545474,109572
23800,28500,Biolysis (dot),16043.0,2138,106112,122150,545474,109572
29541,30341,Broil IV,44823.0,2138,106112,122150,590297,109572
30041,30573,Auto,222.0,2360,106112,122150,590297,109572
18143,31500,Baneful Impaction (dot),26528.0,2360,132640,122150,590297,109572
23800,31500,Biolysis (dot),16043.0,2360,132640,138193,590297,109572
31941,32741,Broil IV,41419.0,2360,132640,138193,631716,109572
33161,33693,Auto,222.0,2582,132640,138193,631716,109572
23800,34500,Biolysis (dot),16043.0,2582,132640,154236,631716,109572
34341,35141,Broil IV,41419.0,2582,132640,154236,673135,109572
23800,37500,Biolysis (dot),16043.0,2582,132640,170279,673135,109572
36741,37541,Broil IV,41419.0,2582,132640,170279,714554,109572
37241,37773,Auto,222.0,2804,132640,170279,714554,109572
39141,39941,Broil IV,41419.0,2804,132640,170279,755973,109572
23800,40500,Biolysis (dot),16043.0,2804,132640,186322,755973,109572
40361,40893,Auto,222.0,3026,132640,186322,755973,109572
41541,42341,Broil IV,41419.0,3026,132640,186322,797392,109572
23800,43500,Biolysis (dot),16043.0,3026,132640,202365,797392,109572
43941,44741,Broil IV,41396.0,3026,132640,202365,838788,109572
44441,44973,Auto,221.0,3247,132640,202365,838788,109572
23800,46500,Biolysis (dot),16043.0,3247,132640,218408,838788,109572
46341,47141,Broil IV,41396.0,3247,132640,218408,880184,109572
47561,48093,Auto,221.0,3468,132640,218408,880184,109572
23800,49500,Biolysis (dot),16043.0,3468,132640,234451,880184,109572
48741,49541,Broil IV,41396.0,3468,132640,234451,921580,109572
51141,51941,Broil IV,41396.0,3468,132640,234451,962976,109572
51641,52173,Auto,221.0,3689,132640,234451,962976,109572
23800,52500,Biolysis (dot),16043.0,3689,132640,250494,962976,109572
54761,55293,Auto,221.0,3910,132640,250494,962976,109572
52601,55500,Biolysis (dot),11370.0,3910,132640,261864,962976,109572
55941,56741,Broil IV,41396.0,3910,132640,261864,1004372,109572
52601,58500,Biolysis (dot),11370.0,3910,132640,273234,1004372,109572
58341,59141,Broil IV,41396.0,3910,132640,273234,1045768,109572
58841,59373,Auto,221.0,4131,132640,273234,1045768,109572
52601,61500,Biolysis (dot),11370.0,4131,132640,284604,1045768,109572
60741,61541,Broil IV,41396.0,4131,132640,284604,1087164,109572
61961,62493,Auto,221.0,4352,132640,284604,1087164,109572
63141,63941,Broil IV,41396.0,4352,132640,284604,1128560,109572
52601,64500,Biolysis (dot),11370.0,4352,132640,295974,1128560,109572
65541,66341,Broil IV,41396.0,4352,132640,295974,1169956,109572
66041,66573,Auto,221.0,4573,132640,295974,1169956,109572
52601,67500,Biolysis (dot),11370.0,4573,132640,307344,1169956,109572
